kind,id,occupation_title,task_text
micro,3372,Dentists all other specialists,Train new staff — Provide onboarding support for new dental technicians and assistants.
micro,444,Personal financial advisors,Review client financial statements — Analyze monthly income and expenses to provide actionable recommendations.
onet,15177,Automotive and watercraft service attendants,"Maintain customer records and follow up periodically with telephone, mail, or personal reminders of  — Maintain customer records and follow up periodically with telephone, mail, or personal reminders of services due."
micro,7195,Automotive glass installers and repairers,Check for proper lighting on glass areas — Ensure adequate lighting in glass installation zones for better visibility.
onet,10129,Postal service mail sorters processors and processing machine operators,Open and label mail containers.
onet,9416,Real estate sales agents,"Inspect condition of premises, and arrange for necessary maintenance or notify owners of maintenance — Inspect condition of premises, and arrange for necessary maintenance or notify owners of maintenance needs."
onet,2110,Mechanical engineers,Evaluate mechanical designs or prototypes for energy performance or environmental impact.
onet,5227,Instructional coordinators,"Research, evaluate, and prepare recommendations on curricula, instructional methods, and materials f — Research, evaluate, and prepare recommendations on curricula, instructional methods, and materials for school systems."
micro,8568,Furnace kiln oven drier and kettle operators and tenders,Prepare kettle maintenance checklist — Generate and distribute maintenance schedules for kettle equipment.
micro,3011,Coaches and scouts,Review feedback from athletes — Collect and analyze feedback from athletes to improve performance.
micro,2284,Psychology teachers postsecondary,Create student engagement plans — Develop strategies to increase student participation in psychology sessions.
onet,1662,Mathematicians,"Design, analyze, and decipher encryption systems designed to transmit military, political, financial — Design, analyze, and decipher encryption systems designed to transmit military, political, financial, or law-enforcement-related information in code."
onet,5674,Musicians and singers,Teach music for specific instruments.
micro,1226,Food scientists and technologists,Design new food packaging — Research sustainable packaging options and evaluate their feasibility.
onet,7618,Firefighters,"Assess fires and situations and report conditions to superiors to receive instructions, using two-wa — Assess fires and situations and report conditions to superiors to receive instructions, using two-way radios."
onet,13284,Welders cutters solderers and brazers,"Check grooves, angles, or gap allowances, using micrometers, calipers, and precision measuring instr — Check grooves, angles, or gap allowances, using micrometers, calipers, and precision measuring instruments."
micro,945,Health and safety engineers except mining safety engineers and inspectors,Coordinate safety meetings — Organize and facilitate safety meetings for engineering teams.
onet,14713,Commercial pilots,"Contact control towers for takeoff clearances, arrival instructions, and other information, using ra — Contact control towers for takeoff clearances, arrival instructions, and other information, using radio equipment."
micro,1193,Engineering technologists and technicians except drafters all other,Support safety protocol updates — Assist in updating safety procedures based on new regulations.
onet,2942,Sociologists,"Direct work of statistical clerks, statisticians, and others who compile and evaluate research data."
micro,5727,Eligibility interviewers government programs,Gather candidate information — Collect and organize relevant data for potential interview candidates.
onet,4277,Library science teachers postsecondary,"Keep abreast of developments in the field by reading current literature, talking with colleagues, gi — Keep abreast of developments in the field by reading current literature, talking with colleagues, giving presentations at conferences, and serving on committees in professional associations."
onet,571,Gambling managers,"Circulate among gaming tables to ensure that operations are conducted properly, that dealers follow  — Circulate among gaming tables to ensure that operations are conducted properly, that dealers follow house rules, or that players are not cheating."
micro,7398,Millwrights,Equipment maintenance scheduling — Automate scheduling of equipment maintenance tasks.
onet,6338,Veterinarians,"Inoculate animals against various diseases, such as rabies or distemper."
onet,5097,Archivists,Authenticate and appraise historical documents and archival materials.
onet,4669,Elementary school teachers except special education,Adapt teaching methods and instructional materials to meet students' varying needs and interests.
micro,7835,Cutting punching and press machine setters operators and tenders metal and plastic,Document operator training sessions — Record and summarize training outcomes for punching and press operators.
onet,10519,Farmworkers and laborers crop nursery and greenhouse,"Record information about crops, such as pesticide use, yields, or costs."
onet,10957,Electricians,"Assemble, install, test, or maintain electrical or electronic wiring, equipment, appliances, apparat — Assemble, install, test, or maintain electrical or electronic wiring, equipment, appliances, apparatus, or fixtures, using hand tools or power tools."
onet,10880,Pile driver operators,"Move hand and foot levers of hoisting equipment to position piling leads, hoist piling into leads, a — Move hand and foot levers of hoisting equipment to position piling leads, hoist piling into leads, and position hammers over pilings."
micro,5841,Receptionists and information clerks,Assist with data entry — Input client information into spreadsheets or databases.
micro,4343,First-line supervisors of protective service workers all other,Review safety compliance reports — Ensure all safety protocols are up to date and followed.
onet,10356,Mail clerks and mail machine operators except postal service,Read production orders to determine types and sizes of items scheduled for printing and mailing.
micro,7624,First-line supervisors of production and operating workers,Coordinate with suppliers — Communicate delivery schedules and requirements to vendors.
onet,3461,Mental health and substance abuse social workers,"Interview clients, review records, conduct assessments, or confer with other professionals to evalua — Interview clients, review records, conduct assessments, or confer with other professionals to evaluate the mental or physical condition of clients or patients."
onet,725,Emergency management directors,"Propose alteration of emergency response procedures, based on regulatory changes, technological chan — Propose alteration of emergency response procedures, based on regulatory changes, technological changes, or knowledge gained from outcomes of previous emergency situations."
onet,12033,Automotive service technicians and mechanics,"Plan work procedures, using charts, technical manuals, and experience.Related occupations — Plan work procedures, using charts, technical manuals, and experience."
onet,8192,Fast food and counter workers,Arrange tables and decorations according to instructions.
onet,2263,Aerospace engineering and operations technologists and technicians,Design electrical and mechanical systems for avionic instrumentation applications.
onet,3770,Computer science teachers postsecondary,Provide professional consulting services to government or industry.
onet,1266,Loan officers,"Explain to customers the different types of loans and credit options that are available, as well as  — Explain to customers the different types of loans and credit options that are available, as well as the terms of those services."
onet,15231,Transportation inspectors,Read draft markings to determine depths of vessels in water.Related occupations — Read draft markings to determine depths of vessels in water.
micro,3474,Recreational therapists,Therapist training materials — Compile and update training resources for therapists.
onet,10004,Cargo and freight agents,"Notify consignees, passengers, or customers of freight or baggage arrival and arrange for delivery."
onet,27,Chief executives,"Direct non-merchandising departments, such as advertising, purchasing, credit, or accounting."
onet,8216,Waiters and waitresses,Garnish and decorate dishes in preparation for serving.
micro,2268,Geography teachers postsecondary,Facilitate parent communication — Generate and send regular updates about geography curriculum.
micro,3779,Dental hygienists,Conduct staff training sessions — Organize and lead training on new procedures
