kind,id,occupation_title,task_text
micro,691,Web developers,Document API docs — Write clear and up-to-date documentation for endpoints
micro,5698,Court municipal and license clerks,Assist in scheduling court appearances — Enter and manage upcoming hearing dates
onet,1161,Financial and investment analysts,"Recommend investments and investment timing to companies, investment firm staff, or the public."
onet,11887,Electrical and electronics repairers powerhouse substation and relay,"Consult manuals, schematics, wiring diagrams, and engineering personnel to troubleshoot and solve eq — Consult manuals, schematics, wiring diagrams, and engineering personnel to troubleshoot and solve equipment problems and to determine optimum equipment functioning."
onet,1221,Financial risk specialists,Review or draft risk disclosures for offer documents.
onet,3712,Title examiners abstractors and searchers,"Obtain maps or drawings delineating properties from company title plants, county surveyors, or asses — Obtain maps or drawings delineating properties from company title plants, county surveyors, or assessors' offices."
onet,13822,Model makers wood,Fabricate work aids such as scrapers or templates.Related occupations — Fabricate work aids such as scrapers or templates.
onet,9054,Residential advisors,Oversee departmental budget.
micro,3908,Dietetic technicians,Coordinate with nutritionists for complex cases — Facilitate communication between dietetic technicians and external nutritionists.
onet,11319,Helpers roofers,"Chop tar into small pieces, and heat chopped tar in kettles."
onet,411,Construction managers,"Plan, schedule, or coordinate construction project activities to meet deadlines."
onet,15346,Machine feeders and offbearers,"Push dual control buttons and move controls to start, stop, or adjust machinery and equipment.Relate — Push dual control buttons and move controls to start, stop, or adjust machinery and equipment."
micro,6677,Helpers brickmasons blockmasons stonemasons and tile and marble setters,Assist brickmasons with layout planning — Provide guidance on optimal wall layout and material placement for bricklaying projects.
onet,5042,Self-enrichment teachers,Instruct and monitor students in the use and care of equipment and materials to prevent injury and d — Instruct and monitor students in the use and care of equipment and materials to prevent injury and damage.
onet,13970,Stationary engineers and boiler operators,Receive instructions from steam engineers regarding steam plant and air compressor operations.Relate — Receive instructions from steam engineers regarding steam plant and air compressor operations.
onet,14816,Ambulance drivers and attendants except emergency medical technicians,"Clean and wash rigs, ambulances, or equipment.Related occupations — Clean and wash rigs, ambulances, or equipment."
onet,5793,Editors,"Assign topics, events and stories to individual writers or reporters for coverage."
