kind,id,occupation_title,task_text
onet,3334,Occupational health and safety technicians,Collect data related to ecological or human health risks at brownfield sites.
micro,2481,Recreation and fitness studies teachers postsecondary,Create a checklist for selecting fitness activities for diverse learners — Develop a standardized checklist to ensure inclusivity.
onet,12938,Food cooking machine operators and tenders,Notify or signal other workers to operate equipment or when processing is complete.Related occupatio — Notify or signal other workers to operate equipment or when processing is complete.
onet,4698,Elementary school teachers except special education,"Perform administrative duties, such as school library assistance, hall and cafeteria monitoring, and — Perform administrative duties, such as school library assistance, hall and cafeteria monitoring, and bus loading and unloading."
onet,3907,Forestry and conservation science teachers postsecondary,"Conduct research in a particular field of knowledge and publish findings in books, professional jour — Conduct research in a particular field of knowledge and publish findings in books, professional journals, or electronic media."
onet,2786,Geoscientists except hydrologists and geographers,"Study historical climate change indicators found in locations, such as ice sheets or rock formations — Study historical climate change indicators found in locations, such as ice sheets or rock formations to develop climate change models."
micro,1654,Chemical technicians,Review chemical safety protocols — Ensure all lab personnel are updated on safety guidelines.
onet,14355,Ophthalmic laboratory technicians,Tint lenses according to customer specifications.Related occupations — Tint lenses according to customer specifications.
onet,12989,Rolling machine setters operators and tenders metal and plastic,"Select rolls, dies, roll stands, and chucks from data charts to form specified contours and to fabri — Select rolls, dies, roll stands, and chucks from data charts to form specified contours and to fabricate products."
onet,3447,Healthcare social workers,"Counsel clients and patients in individual and group sessions to help them overcome dependencies, re — Counsel clients and patients in individual and group sessions to help them overcome dependencies, recover from illness, and adjust to life."
micro,4828,Maids and housekeeping cleaners,Clean kitchen areas — Clean and sanitize kitchen facilities
micro,4685,Food preparation workers,Set up meal delivery schedules — Plan and schedule deliveries to ensure timely service.
onet,5876,Audio and video technicians,"Compress, digitize, duplicate, and store audio and video data."
onet,12041,Automotive service technicians and mechanics,"Repair or replace parts such as pistons, rods, gears, valves, and bearings.Related occupations — Repair or replace parts such as pistons, rods, gears, valves, and bearings."
micro,114,Industrial production managers,Analyze production metrics — Collect and interpret key performance indicators to assess efficiency.
micro,8988,Rail yard engineers dinkey operators and hostlers,Analyze labor productivity metrics — Calculate and interpret productivity data for material moving staff.
onet,6187,Podiatrists,Correct deformities by means of plaster casts and strapping.
onet,14024,Gas plant operators,"Calculate gas ratios to detect deviations from specifications, using testing apparatus.Related occup — Calculate gas ratios to detect deviations from specifications, using testing apparatus."
onet,9523,Switchboard operators including answering service,Stamp messages with time and date and file them appropriately.
onet,13346,Layout workers metal and plastic,"Plan locations and sequences of cutting, drilling, bending, rolling, punching, and welding operation — Plan locations and sequences of cutting, drilling, bending, rolling, punching, and welding operations, using compasses, protractors, dividers, and rules."
onet,7402,Dental assistants,"Fabricate and fit orthodontic appliances and materials for patients, such as retainers, wires, or ba — Fabricate and fit orthodontic appliances and materials for patients, such as retainers, wires, or bands."
micro,7421,Electrical power-line installers and repairers,Update customer communication logs — Document interactions and service updates with customers.
onet,10224,Medical secretaries and administrative assistants,"Maintain medical records, technical library, or correspondence files."
onet,14974,Rail yard engineers dinkey operators and hostlers,"Report arrival and departure times, train delays, work order completion, and time on duty.Related oc — Report arrival and departure times, train delays, work order completion, and time on duty."
onet,9294,Sales representatives of services except advertising insurance financial services and travel,Negotiate prices or terms of sales or service agreements.
micro,9495,Managers all other,Evaluate vendor performance — Review vendor contracts and service delivery.
onet,3792,Mathematical science teachers postsecondary,Write grant proposals to procure external research funding.
micro,705,Web and digital interface designers,Update design documentation — Ensure all design specs and assets are up to date.
micro,6870,Derrick operators oil and gas,Support with safety audit preparation — Assist in organizing and compiling safety audit materials.
onet,2696,Atmospheric and space scientists,Develop computer programs to collect meteorological data or to present meteorological information.
onet,1331,Computer systems analysts,"Use object-oriented programming languages, as well as client and server applications development pro — Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology."
onet,9447,Sales engineers,"Sell products requiring extensive technical expertise and support for installation and use, such as  — Sell products requiring extensive technical expertise and support for installation and use, such as material handling equipment, numerical-control machinery, or computer systems."
micro,9215,Crane and tower operators,Ensure compliance with regulations — Verify adherence to local and international safety regulations.
micro,8982,Locomotive engineers,Review regulatory compliance — Ensure all operations meet current industry regulations and standards.
onet,4454,English language and literature teachers postsecondary,Review manuscripts for publication in professional journals.
micro,1558,Anthropologists and archeologists,Data entry and processing — Input and organize collected anthropological and archeological data into databases.
onet,3615,Lawyers,"Prepare legal briefs and opinions, and file appeals in state and federal courts of appeal."
onet,15267,Conveyor operators and tenders,"Contact workers in work stations or other departments to request movement of materials, products, or — Contact workers in work stations or other departments to request movement of materials, products, or machinery, or to notify them of incoming shipments and their estimated delivery times."
onet,4051,Area ethnic and cultural studies teachers postsecondary,"Evaluate and grade students' class work, assignments, and papers."
onet,10299,Desktop publishers,"Import text and art elements, such as electronic clip art or electronic files from photographs that  — Import text and art elements, such as electronic clip art or electronic files from photographs that have been scanned or produced with a digital camera, using computer software."
micro,7444,Medical equipment repairers,Inspect medical equipment — Check all critical components of medical devices for wear or damage.
onet,13356,Layout workers metal and plastic,Inspect machined parts to verify conformance to specifications.Related occupations — Inspect machined parts to verify conformance to specifications.
micro,7116,Electrical and electronics repairers powerhouse substation and relay,Test relay functionality — Verify relay operation under various load conditions.
micro,1378,Physicists,Ethical review — Assess ethical considerations in research methods and findings.
onet,7022,Ophthalmic medical technicians,"Measure visual acuity, including near, distance, pinhole, or dynamic visual acuity, using appropriat — Measure visual acuity, including near, distance, pinhole, or dynamic visual acuity, using appropriate tests."
onet,13897,Nuclear power reactor operators,"Record operating data, such as the results of surveillance tests.Related occupations — Record operating data, such as the results of surveillance tests."
onet,12440,Electrical power-line installers and repairers,"Clean, tin, and splice corresponding conductors by twisting ends together or by joining ends with me — Clean, tin, and splice corresponding conductors by twisting ends together or by joining ends with metal clamps and soldering connections."
micro,5556,Communications equipment operators all other,Monitor equipment performance — Track key performance indicators for communications devices.
onet,5927,Broadcast technicians,Set up and operate portable field transmission equipment outside the studio.
micro,6974,Underground mining machine operators all other,Generate performance reports — Compile operator performance metrics for management review.
onet,14407,Semiconductor processing technicians,"Inspect materials, components, or products for surface defects and measure circuitry, using electron — Inspect materials, components, or products for surface defects and measure circuitry, using electronic test equipment, precision measuring instruments, microscope, and standard procedures."
micro,8706,Cleaning washing and metal pickling equipment operators and tenders,"Inspect washing equipment for cleanliness — Visually assess washing machines for dirt and debris, ensuring they meet safety standards."
onet,12009,Automotive glass installers and repairers,Install replacement glass in vehicles.Related occupations — Install replacement glass in vehicles.
micro,83,Administrative services managers,Schedule team meetings — Create and send meeting invitations with agenda details
micro,4744,Dishwashers,Clean Dishwasher After Use — Remove food residues and rinse the dishwasher to prevent buildup.
onet,7013,Veterinary technologists and technicians,Monitor medical supplies and place orders when inventory is low.
onet,3234,Social science research assistants,Track laboratory supplies and expenses such as participant reimbursement.
onet,142,Sales managers,"Direct, coordinate, and review sales and service accounting and record-keeping, as well as receiving — Direct, coordinate, and review sales and service accounting and record-keeping, as well as receiving and shipping."
onet,5629,Choreographers,Read and study story lines and musical scores to determine how to translate ideas and moods into dan — Read and study story lines and musical scores to determine how to translate ideas and moods into dance movements.
onet,9236,Insurance sales agents,Calculate premiums and establish payment method.
micro,8705,Adhesive bonding machine operators and tenders,Train new operators — Conduct hands-on training sessions for new adhesive bonding machine users.
onet,7111,Orthotists and prosthetists,Update skills and knowledge by attending conferences and seminars.
onet,459,Education administrators kindergarten through secondary,"Plan and lead professional development activities for teachers, administrators, and support staff."
onet,3248,Forest and conservation technicians,"Perform reforestation or forest renewal, including nursery and silviculture operations, site prepara — Perform reforestation or forest renewal, including nursery and silviculture operations, site preparation, seeding and tree planting programs, cone collection, and tree improvement."
onet,2240,Mechanical drafters,Modify and revise designs to correct operating deficiencies or to reduce production problems.
micro,1072,Mechanical drafters,Generate cost estimation report — Calculate and present cost estimates for the mechanical project.
onet,7925,Crossing guards and flaggers,Inform drivers of detour routes through construction sites.
micro,932,Environmental engineers,Monitor local environmental regulations — Track updates to environmental policies affecting architecture.
onet,5262,Teaching assistants postsecondary,Provide assistance to faculty members or staff with laboratory or field research.
micro,6624,Reinforcing iron and rebar workers,Record material usage — Track the quantity and type of reinforcement materials used.
onet,11398,Hazardous materials removal workers,Organize or track the locations of hazardous items in landfills.
onet,9090,First-line supervisors of non-retail sales workers,"Keep records pertaining to purchases, sales, and requisitions."
onet,4770,Secondary school teachers except special and career/technical education,Prepare students for later grades by encouraging them to explore learning opportunities and to perse — Prepare students for later grades by encouraging them to explore learning opportunities and to persevere with challenging tasks.
onet,2975,Anthropologists and archeologists,Teach or mentor undergraduate and graduate students in anthropology or archeology.
onet,959,Management analysts,"Interview personnel and conduct on-site observation to ascertain unit functions, work performed, and — Interview personnel and conduct on-site observation to ascertain unit functions, work performed, and methods, equipment, and personnel used."
micro,5946,Postal service mail carriers,Report delivery performance — Generate weekly performance reports for postal operations.
micro,2552,Middle school teachers except special and career/technical education,Prepare lesson presentations — Create engaging slides for classroom instruction
onet,6555,Emergency medicine physicians,Select and prescribe medications to address patient needs.
micro,6865,Derrick operators oil and gas,Review regulatory compliance documents — Ensure all compliance documents are up-to-date and accurate.
onet,4057,Area ethnic and cultural studies teachers postsecondary,"Conduct research in a particular field of knowledge and publish findings in professional journals, b — Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media."
onet,3163,Geological technicians except hydrologic technicians,"Plot information from aerial photographs, well logs, section descriptions, or other databases."
onet,337,Compensation and benefits managers,"Analyze statistical data and reports to identify and determine causes of personnel problems, and dev — Analyze statistical data and reports to identify and determine causes of personnel problems, and develop recommendations for improvement of organization's personnel policies and practices."
micro,5931,Postal service clerks,Manage call center — Answer routine inquiries via phone
onet,2171,Petroleum engineers,"Supervise the removal of drilling equipment, the removal of any waste, and the safe return of land t — Supervise the removal of drilling equipment, the removal of any waste, and the safe return of land to structural stability when wells or pockets are exhausted."
onet,1419,Computer network architects,Develop and implement solutions for network problems.
onet,8291,Hosts and hostesses restaurant lounge and coffee shop,Confer with other staff to help plan establishments' menus.
onet,3897,Forestry and conservation science teachers postsecondary,"Maintain student attendance records, grades, and other required records."
onet,15371,Stockers and order fillers,"Issue or distribute materials, products, parts, and supplies to customers or coworkers, based on inf — Issue or distribute materials, products, parts, and supplies to customers or coworkers, based on information from incoming requisitions."
micro,6084,Desktop publishers,Review document accessibility — Verify that documents meet accessibility standards
micro,5669,Brokerage clerks,Prepare financial statements — Compile and format monthly financial reports.
onet,1075,Accountants and auditors,"Examine and evaluate financial and information systems, recommending controls to ensure system relia — Examine and evaluate financial and information systems, recommending controls to ensure system reliability and data integrity."
onet,3533,Community health workers,Refer community members to needed health services.
onet,6435,Nurse practitioners,"Analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to — Analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses."
onet,1394,Computer network support specialists,Test repaired items to ensure proper operation.
micro,2519,Preschool teachers except special education,Coordinate with parents — Communicate with families about student progress and activities.
micro,396,Property appraisers and assessors,Analyze property values — Use historical data to estimate current property values.
onet,617,Lodging managers,"Arrange telephone answering services, deliver mail and packages, or answer questions regarding locat — Arrange telephone answering services, deliver mail and packages, or answer questions regarding locations for eating and entertainment."
onet,2548,Microbiologists,"Monitor and perform tests on water, food, and the environment to detect harmful microorganisms or to — Monitor and perform tests on water, food, and the environment to detect harmful microorganisms or to obtain information about sources of pollution, contamination, or infection."
onet,3661,Arbitrators mediators and conciliators,Set up appointments for parties to meet for mediation.
onet,13921,Power distributors and dispatchers,"Record and compile operational data, such as chart or meter readings, power demands, or usage and op — Record and compile operational data, such as chart or meter readings, power demands, or usage and operating times, using transmission system maps."
onet,2576,Conservation scientists,"Plan soil management or conservation practices, such as crop rotation, reforestation, permanent vege — Plan soil management or conservation practices, such as crop rotation, reforestation, permanent vegetation, contour plowing, or terracing, to maintain soil or conserve water."
onet,4267,Education teachers postsecondary,Write grant proposals to procure external research funding.
micro,2915,Graphic designers,Conduct client feedback analysis — Analyze client feedback and suggest design improvements.
onet,4108,Geography teachers postsecondary,Advise students on academic and vocational curricula and on career issues.
onet,10074,Meter readers utilities,Connect and disconnect utility services at specific locations.
onet,7425,Medical equipment preparers,Record sterilizer test results.
onet,4665,Kindergarten teachers except special education,"Provide students with disabilities with assistive devices, supportive technology, and assistance acc — Provide students with disabilities with assistive devices, supportive technology, and assistance accessing facilities, such as restrooms."
onet,4218,Health specialties teachers postsecondary,Write grant proposals to procure external research funding.
micro,5112,Barbers,Client feedback collection — Gather feedback through online forms after service completion.
onet,3887,Biological science teachers postsecondary,"Perform administrative duties, such as serving as department head."
onet,943,Project management specialists,Monitor the performance of project team members to provide performance feedback.
micro,6396,Floor sanders and finishers,Inspect sanders for wear — Check sanders for wear and tear during daily operations.
micro,9027,Subway and streetcar operators,Track subway ridership data — Collect and analyze subway ridership statistics to inform service planning.
onet,11209,Solar photovoltaic installers,"Identify methods for laying out, orienting, and mounting modules or arrays to ensure efficient insta — Identify methods for laying out, orienting, and mounting modules or arrays to ensure efficient installation, electrical configuration, or system maintenance."
micro,5756,Hotel motel and resort desk clerks,Process employee scheduling updates — Update staff shifts based on availability
onet,14482,Computer numerically controlled tool programmers,Observe machines on trial runs or conduct computer simulations to ensure that programs and machinery — Observe machines on trial runs or conduct computer simulations to ensure that programs and machinery will function properly and produce items that meet specifications.
onet,4556,Recreation and fitness studies teachers postsecondary,"Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction."
onet,11881,Electrical and electronics repairers commercial and industrial equipment,Determine feasibility of using standardized equipment or develop specifications for equipment requir — Determine feasibility of using standardized equipment or develop specifications for equipment required to perform additional functions.
micro,5508,Sales and related workers all other,Conduct client follow-ups — Send personalized follow-up emails after meetings.
onet,11411,Highway maintenance workers,"Remove litter and debris from roadways, including debris from rock and mud slides."
micro,240,Education administrators postsecondary,Maintain updated policy documents — Ensure all district policies are current and accessible.
onet,570,Gambling managers,"Establish policies on issues, such as the type of gambling offered and the odds, the extension of cr — Establish policies on issues, such as the type of gambling offered and the odds, the extension of credit, or the serving of food and beverages."
onet,4301,Criminal justice and law enforcement teachers postsecondary,"Prepare and deliver lectures to undergraduate or graduate students on topics such as criminal law, d — Prepare and deliver lectures to undergraduate or graduate students on topics such as criminal law, defensive policing, and investigation techniques."
onet,3820,Engineering teachers postsecondary,"Evaluate and grade students' class work, laboratory work, assignments, and papers."
onet,2504,Soil and plant scientists,"Study soil characteristics to classify soils on the basis of factors such as geographic location, la — Study soil characteristics to classify soils on the basis of factors such as geographic location, landscape position, or soil properties."
onet,15090,Captains mates and pilots of water vessels,"Supervise crews in cleaning or maintaining decks, superstructures, or bridges.Related occupations — Supervise crews in cleaning or maintaining decks, superstructures, or bridges."
micro,3285,Film and video editors,Project budget tracking — Track expenses and allocate resources for the project.
micro,6222,Farmworkers and laborers crop nursery and greenhouse,Maintain greenhouse lighting — Check and adjust grow lights for optimal plant growth.
micro,1752,Life physical and social science technicians all other,Equipment calibration — Calibrate and maintain scientific instruments regularly.
micro,4998,Ushers lobby attendants and ticket takers,Verify guest check-in status — Confirm each guest's arrival and update lobby records accordingly.
onet,7246,Nursing assistants,"Transport patients to treatment units, testing units, operating rooms, or other areas, using wheelch — Transport patients to treatment units, testing units, operating rooms, or other areas, using wheelchairs, stretchers, or moveable beds."
micro,1022,Petroleum engineers,Review regulatory compliance — Check compliance with industry standards for the project.
micro,9158,Transportation inspectors,Verify material handling procedures — Check that materials are being handled according to safety and regulatory standards.
