kind,id,occupation_title,task_text
onet,10567,Forest and conservation workers,"Perform fire protection or suppression duties, such as constructing fire breaks or disposing of brus — Perform fire protection or suppression duties, such as constructing fire breaks or disposing of brush."
micro,3707,Physicians pathologists,Assess patient satisfaction — Collect and analyze patient feedback to improve care quality.
micro,7194,Automotive glass installers and repairers,Measure glass thickness during installation — Use calipers to measure glass thickness to ensure proper fit and strength.
micro,5795,Loan interviewers and clerks,Monitor loan defaults — Track and analyze loan default trends for loan clerks.
onet,13504,Pressers textile garment and related materials,"Shrink, stretch, or block articles by hand to conform to original measurements, using forms, blocks, — Shrink, stretch, or block articles by hand to conform to original measurements, using forms, blocks, and steam."
micro,9239,Hoist and winch operators,Update equipment manuals — Revise and update hoist and winch operator manuals with new guidelines.
onet,9720,Correspondence clerks,Complete form letters in response to requests or problems identified by correspondence.
onet,8778,Funeral attendants,"Obtain doctors' signatures on death certificate and complete other paperwork, such as insurance clai — Obtain doctors' signatures on death certificate and complete other paperwork, such as insurance claims forms."
micro,1645,Biological technicians,Attendance tracking — Monitor and log technician work hours and project assignments.
onet,8194,Waiters and waitresses,Collect payments from customers.
onet,15262,Conveyor operators and tenders,Press console buttons to deflect packages to predetermined accumulators or reject lines.Related occu — Press console buttons to deflect packages to predetermined accumulators or reject lines.
onet,9002,Exercise trainers and group fitness instructors,Advise clients about proper clothing and shoes.
micro,3571,Nurse midwives,Training material preparation — Create and organize training modules for new nurse midwives.
onet,3148,Environmental science and protection technicians including health,"Analyze potential environmental impacts of production process changes, and recommend steps to mitiga — Analyze potential environmental impacts of production process changes, and recommend steps to mitigate negative impacts."
onet,2312,Electro-mechanical and mechatronics technologists and technicians,"Read blueprints, schematics, diagrams, or technical orders to determine methods and sequences of ass — Read blueprints, schematics, diagrams, or technical orders to determine methods and sequences of assembly."
onet,13556,Shoe and leather workers and repairers,"Inspect articles for defects, and remove damaged or worn parts, using hand tools.Related occupations — Inspect articles for defects, and remove damaged or worn parts, using hand tools."
onet,9396,Real estate sales agents,Present purchase offers to sellers for consideration.
onet,10731,Carpet installers,Draw building diagrams and record dimensions.
onet,15393,Stockers and order fillers,"Examine and inspect stock items for wear or defects, reporting any damage to supervisors.Related occ — Examine and inspect stock items for wear or defects, reporting any damage to supervisors."
onet,14476,Computer numerically controlled tool operators,"Clean machines, tooling, or parts, using solvents or solutions and rags.Related occupations — Clean machines, tooling, or parts, using solvents or solutions and rags."
onet,11053,Paperhangers,"Remove old paper, using water, steam machines, or solvents and scrapers."
micro,6341,Brickmasons and blockmasons,Assess block durability — Test and record the strength of different block combinations.
onet,13060,Lathe and turning machine tool setters operators and tenders metal and plastic,"Study blueprints, layouts or charts, and job orders for information on specifications and tooling in — Study blueprints, layouts or charts, and job orders for information on specifications and tooling instructions, and to determine material requirements and operational sequences."
micro,4209,Massage therapists,Marketing materials creation — Develop brochures and social media content for massage services.
onet,11069,Pipelayers,Tap and drill holes into pipes to introduce auxiliary lines or devices.
