kind,id,occupation_title,task_text
micro,9222,Dredge operators,Update safety protocols — Revise safety procedures based on current site conditions.
onet,5931,Broadcast technicians,Develop budgets.
onet,3983,Environmental science teachers postsecondary,"Compile, administer, and grade examinations, or assign this work to others."
onet,12702,First-line supervisors of production and operating workers,"Recommend or implement measures to motivate employees and to improve production methods, equipment p — Recommend or implement measures to motivate employees and to improve production methods, equipment performance, product quality, or efficiency."
micro,5584,Billing and posting clerks,Resolve billing discrepancies — Investigate and correct invoicing errors
onet,4802,Career/technical education teachers secondary school,"Instruct students individually and in groups, using various teaching methods, such as lectures, disc — Instruct students individually and in groups, using various teaching methods, such as lectures, discussions, and demonstrations."
onet,11964,Aircraft mechanics and service technicians,"Clean, refuel, and change oil in line service aircraft.Related occupations — Clean, refuel, and change oil in line service aircraft."
onet,3196,Hydrologic technicians,Provide real time data to emergency management and weather service personnel during flood events.
onet,12884,Food and tobacco roasting baking and drying machine operators and tenders,"Set temperature and time controls, light ovens, burners, driers, or roasters, and start equipment, s — Set temperature and time controls, light ovens, burners, driers, or roasters, and start equipment, such as conveyors, cylinders, blowers, driers, or pumps."
onet,5193,Library technicians,Retrieve information from central databases for storage in a library's computer.
micro,7921,Model makers metal and plastic,Audit material waste — Track and analyze material usage and waste rates
micro,5666,Brokerage clerks,Process expense reports — Review and approve expense submissions according to company policy.
onet,8593,Gambling dealers,Participate in games for gambling establishments to provide the minimum complement of players at a t — Participate in games for gambling establishments to provide the minimum complement of players at a table.
onet,12755,Electrical electronic and electromechanical assemblers except coil winders tapers and finishers,"Apply solutions or paints to wired electrical components, using hand tools, and bake components.Rela — Apply solutions or paints to wired electrical components, using hand tools, and bake components."
micro,2806,Educational instruction and library workers all other,Support teacher training sessions — Prepare materials and conduct training for new teaching staff.
onet,9947,Human resources assistants except payroll and timekeeping,"Search employee files to obtain information for authorized persons and organizations, such as credit — Search employee files to obtain information for authorized persons and organizations, such as credit bureaus and finance companies."
onet,843,Cost estimators,"Prepare estimates used by management for purposes such as planning, organizing, and scheduling work."
onet,8647,Ushers lobby attendants and ticket takers,Lead tours and answer visitors' questions about the exhibits.
micro,9593,Labor relations specialists,Update policy documentation — Ensure all labor policies are up-to-date and accessible to relevant teams.
micro,6944,Roof bolters mining,Document bolt installation procedures — Compile and organize step-by-step instructions for installing roof bolts.
onet,13730, Fabric and apparel patternmakers,"Create a master pattern for each size within a range of garment sizes, using charts, drafting instru — Create a master pattern for each size within a range of garment sizes, using charts, drafting instruments, computers, or grading devices."
onet,8983,Childcare workers,"Organize and participate in recreational activities and outings, such as games and field trips."
micro,7488,Precision instrument and equipment repairers all other,Generate maintenance reports — Compile and analyze maintenance data for precision instruments.
onet,9412,Real estate sales agents,"Accompany buyers during visits to and inspections of property, advising them on the suitability and  — Accompany buyers during visits to and inspections of property, advising them on the suitability and value of the homes they are visiting."
onet,8250,Dining room and cafeteria attendants and bartender helpers,"Clean and polish counters, shelves, walls, furniture, or equipment in food service areas or other ar — Clean and polish counters, shelves, walls, furniture, or equipment in food service areas or other areas of restaurants and mop or vacuum floors."
micro,4949,Animal caretakers,Clean animal enclosures — Ensure enclosures are sanitized and free of hazards each day.
onet,13019,Cutting punching and press machine setters operators and tenders metal and plastic,"Grind out burrs or sharp edges, using portable grinders, speed lathes, or polishing jacks.Related oc — Grind out burrs or sharp edges, using portable grinders, speed lathes, or polishing jacks."
onet,1267,Loan officers,Submit applications to credit analysts for verification and recommendation.
onet,12028,Automotive service technicians and mechanics,Confer with customers to obtain descriptions of vehicle problems and to discuss work to be performed — Confer with customers to obtain descriptions of vehicle problems and to discuss work to be performed and future repair requirements.
onet,10637,First-line supervisors of construction trades and extraction workers,"Record information, such as personnel, production, or operational data on specified forms or reports — Record information, such as personnel, production, or operational data on specified forms or reports."
micro,6463,Paving surfacing and tamping equipment operators,Clean and maintain tamping equipment — Ensure tamping tools are cleaned and inspected daily to prevent wear and contamination.
onet,11048,Paperhangers,"Fill holes, cracks, and other surface imperfections preparatory to covering surfaces."
onet,10766,Tile and stone setters,Apply a sealer to make grout stain- and water-resistant.
