kind,id,occupation_title,task_text
onet,11926,Security and fire alarm systems installers,"Mount and fasten control panels, door and window contacts, sensors, or video cameras, and attach ele — Mount and fasten control panels, door and window contacts, sensors, or video cameras, and attach electrical and telephone wiring to connect components."
onet,14195,Cutting and slicing machine setters operators and tenders,"Cut stock manually to prepare for machine cutting, using tools such as knives, cleavers, handsaws, o — Cut stock manually to prepare for machine cutting, using tools such as knives, cleavers, handsaws, or hammers and chisels."
micro,8846,Air traffic controllers,Train new controllers — Conduct briefings and simulations for new personnel.
micro,1980,Religious workers all other,Prepare community outreach materials — Design and draft informational content for community engagement.
onet,10932,Drywall and ceiling tile installers,"Mount tile, using adhesives, or by nailing, screwing, stapling, or wire-tying lath directly to struc — Mount tile, using adhesives, or by nailing, screwing, stapling, or wire-tying lath directly to structural frameworks."
onet,7372,Physical therapist aides,"Participate in patient care tasks, such as assisting with passing food trays, feeding residents, or  — Participate in patient care tasks, such as assisting with passing food trays, feeding residents, or bathing residents on bed rest."
onet,12480,Medical equipment repairers,"Disassemble malfunctioning equipment and remove, repair, or replace defective parts, such as motors, — Disassemble malfunctioning equipment and remove, repair, or replace defective parts, such as motors, clutches, or transformers."
onet,7552,First-line supervisors of police and detectives,"Monitor and evaluate the job performance of subordinates, and authorize promotions and transfers."
micro,888,Civil engineers,Conduct site inspections — Inspect site for compliance and quality
micro,5167,Skincare specialists,Prepare service checklists — Create standardized checklists for skincare consultations and treatments.
onet,2270,Civil engineering technologists and technicians,Prepare reports and document project activities and data.
onet,12484,Medical equipment repairers,"Plan and carry out work assignments, using blueprints, schematic drawings, technical manuals, wiring — Plan and carry out work assignments, using blueprints, schematic drawings, technical manuals, wiring diagrams, or liquid or air flow sheets, following prescribed regulations, directives, or other instructions as required."
onet,2176,Petroleum engineers,Conduct engineering research experiments to improve or modify mining and oil machinery and operation — Conduct engineering research experiments to improve or modify mining and oil machinery and operations.
micro,9051,Sailors and marine oilers,"Maintain communication equipment — Inspect and service radios, phones, and satellite systems"
micro,4599,First-line supervisors of food preparation and serving workers,Update food preparation protocols — Review and update standard operating procedures for food preparation.
onet,11798,Telecommunications equipment installers and repairers except line installers,"Install updated software and programs that maintain existing software or provide requested features, — Install updated software and programs that maintain existing software or provide requested features, such as time-correlated call routing."
micro,2737,Museum technicians and conservators,Conservation report writing — Compile and format conservation reports for internal and external audiences.
micro,7590,Helpers installation maintenance and repair workers,Assess installation status — Check existing installation systems for wear and tear.
micro,5926,Meter readers utilities,Support customer inquiries — Answer common meter-related questions from customers via phone or email.
micro,8126,Sewing machine operators,"Inspect sewing machine for wear — Check for thread breaks, needle damage, and overall machine condition."
onet,5535,Producers and directors,Write and submit proposals to bid on contracts for projects.
onet,14751,Air traffic controllers,"Review records or reports for clarity and completeness and maintain records or reports, as required  — Review records or reports for clarity and completeness and maintain records or reports, as required under federal law."
micro,5992,Weighers measurers checkers and samplers recordkeeping,Data export preparation — Prepare measurement and sampling data for reporting.
micro,7760,Food and tobacco roasting baking and drying machine operators and tenders,Update maintenance logs for roasting and drying machines — Log all maintenance activities and part replacements.
onet,5075,Tutors,"Collaborate with students, parents, teachers, school administrators, or counselors to determine stud — Collaborate with students, parents, teachers, school administrators, or counselors to determine student needs, develop tutoring plans, or assess student progress."
onet,9390,Real estate brokers,"Appraise property values, assessing income potential when relevant."
onet,7884,Private detectives and investigators,"Observe and document activities of individuals to detect unlawful acts or to obtain evidence for cas — Observe and document activities of individuals to detect unlawful acts or to obtain evidence for cases, using binoculars and still or video cameras."
onet,6842,Radiologic technologists and technicians,Assist with on-the-job training of new employees or students or provide input to supervisors regardi — Assist with on-the-job training of new employees or students or provide input to supervisors regarding training performance.
onet,733,Funeral home managers,"Consult with families or friends of the deceased to arrange funeral details, such as obituary notice — Consult with families or friends of the deceased to arrange funeral details, such as obituary notice wording, casket selection, or plans for services."
micro,4542,Lifeguards ski patrol and other recreational protective service workers,Conduct risk assessments — Assess potential hazards for lifeguards ski patrol and recreational workers.
onet,1107,Property appraisers and assessors,Verify that property matches legal descriptions or certifications.
onet,5713,Broadcast announcers and radio disc jockeys,"Identify stations, and introduce or close shows, ad-libbing or using memorized or read scripts."
onet,8971,Childcare workers,Dress children and change diapers.
onet,2005,Health and safety engineers except mining safety engineers and inspectors,Develop industry standards of product safety.
onet,35,General and operations managers,Prepare staff work schedules and assign specific duties.
onet,8009,First-line supervisors of food preparation and serving workers,Present bills and accept payments.
onet,12119,Rail car repairers,"Repair, fabricate, and install steel or wood fittings, using blueprints, shop sketches, and instruct — Repair, fabricate, and install steel or wood fittings, using blueprints, shop sketches, and instruction manuals."
onet,13421,Prepress technicians and workers,Examine photographic images for obvious imperfections prior to plate making.Related occupations — Examine photographic images for obvious imperfections prior to plate making.
onet,3000,Anthropologists and archeologists,"Study objects and structures recovered by excavation to identify, date, and authenticate them and to — Study objects and structures recovered by excavation to identify, date, and authenticate them and to interpret their significance."
micro,1869,Mental health and substance abuse social workers,Track client progress — Monitor and record client progress in mental health and substance abuse programs.
onet,4645,Kindergarten teachers except special education,Meet with parents and guardians to discuss their children's progress and to determine their prioriti — Meet with parents and guardians to discuss their children's progress and to determine their priorities for their children and their resource needs.
onet,14567,Molders shapers and casters except metal and plastic,Read work orders or examine parts to determine parts or sections of products to be produced.Related  — Read work orders or examine parts to determine parts or sections of products to be produced.
onet,5000,Adult basic education adult secondary education and English as a second language instructors,"Prepare objectives and outlines for courses of study, following curriculum guidelines or requirement — Prepare objectives and outlines for courses of study, following curriculum guidelines or requirements of states and schools."
micro,7458,Musical instrument repairers and tuners,Clean and calibrate equipment — Clean and calibrate tuning equipment to ensure accurate sound quality.
micro,3630,Dermatologists,Provide dermatology quiz questions — Create and review a set of questions for dermatology assessments.
onet,798,Claims adjusters examiners and investigators,Collect evidence to support contested claims in court.
