kind,id,occupation_title,task_text
micro,8151,Shoe and leather workers and repairers,Update safety guidelines — Review and update safety protocols based on new regulations and best practices.
micro,6736,Helpers pipelayers plumbers pipefitters and steamfitters,Prepare project schedule for pipe installation — Develop and share a timeline for pipefitting project phases with stakeholders.
onet,8213,Waiters and waitresses,"Prepare hot, cold, and mixed drinks for patrons, and chill bottles of wine."
micro,4873,Pesticide handlers sprayers and applicators vegetation,Coordinate with environmental compliance officers — Report pesticide usage and environmental impact to regulatory bodies.
onet,6231,Physical therapists,Participate in community or community agency activities or help to formulate public policy.
micro,5388,Securities commodities and financial services sales agents,Identify new sales opportunities — Scan market data for untapped niches or emerging opportunities.
onet,7177,Genetic counselors,"Explain diagnostic procedures such as chorionic villus sampling (CVS), ultrasound, fetal blood sampl — Explain diagnostic procedures such as chorionic villus sampling (CVS), ultrasound, fetal blood sampling, and amniocentesis."
onet,11545,Earth drillers except oil and gas,Verify depths and alignments of boring positions.
micro,4420,Detectives and criminal investigators,Maintain equipment logs — Log and update investigative equipment usage
micro,9403,Medical and health services managers,Monitor patient satisfaction scores — Collect and analyze patient feedback to track service quality.
onet,9379,Real estate brokers,Obtain agreements from property owners to place properties for sale with real estate firms.
micro,804,Landscape architects,Prepare a sustainability assessment — Assess environmental impact and propose eco-friendly design solutions.
micro,4398,Correctional officers and jailers,Conduct background checks — Perform comprehensive background investigations on new inmates to ensure safety.
onet,1608,Web and digital interface designers,Communicate with network personnel or Web site hosting agencies to address hardware or software issu — Communicate with network personnel or Web site hosting agencies to address hardware or software issues affecting Web sites.
micro,7000,Roustabouts oil and gas,Track project budget — Monitor and report on project expenditures against budget.
micro,8348,Woodworking machine setters operators and tenders except sawing,Tender machines based on operator availability — Coordinate machine tenders with available operators to optimize workflow.
onet,266,Industrial production managers,Monitor permit requirements for updates.
onet,8995,Exercise trainers and group fitness instructors,"Teach and demonstrate use of gymnastic and training equipment, such as trampolines and weights."
micro,9263,Laborers and freight stock and material movers hand,Conduct equipment inspection — Inspect material handling equipment for safety and functionality.
micro,6096,Insurance claims and policy processing clerks,Generate client communication summaries — Create concise summaries for client correspondence
onet,719,Emergency management directors,"Keep informed of activities or changes that could affect the likelihood of an emergency, response ef — Keep informed of activities or changes that could affect the likelihood of an emergency, response efforts, or plan implementation."
onet,9675,Tellers,Resolve problems or discrepancies concerning customers' accounts.
micro,7441,Camera and photographic equipment repairers,Test camera battery life — Assess battery performance and replace depleted batteries promptly.
onet,9696,Brokerage clerks,"Correspond with customers and confer with coworkers to answer inquiries, discuss market fluctuations — Correspond with customers and confer with coworkers to answer inquiries, discuss market fluctuations, or resolve account problems."
micro,3363,Dentists all other specialists,Update patient records — Maintain accurate and up-to-date patient information across systems.
onet,11763,Radio cellular and tower equipment installers and repairers,"Test equipment functions such as signal strength and quality, transmission capacity, interference, a — Test equipment functions such as signal strength and quality, transmission capacity, interference, and signal delay, using equipment such as oscilloscopes, circuit analyzers, frequency meters, and wattmeters."
micro,3268,Camera operators television video and film,Review production schedule — Check and update the shooting schedule to align with the director's vision.
onet,12497,Musical instrument repairers and tuners,Compare instrument pitches with tuning tool pitches to tune instruments.Related occupations — Compare instrument pitches with tuning tool pitches to tune instruments.
onet,7773,Fish and game wardens,Provide assistance to other local law enforcement agencies as required.
onet,3495,Probation officers and correctional treatment specialists,"Develop liaisons and networks with other parole officers, community agencies, correctional instituti — Develop liaisons and networks with other parole officers, community agencies, correctional institutions, psychiatric facilities, and aftercare agencies to plan for helping offenders with life adjustments."
