kind,id,occupation_title,task_text
onet,2949,Urban and regional planners,"Design, promote, or administer government plans or policies affecting land use, zoning, public utili — Design, promote, or administer government plans or policies affecting land use, zoning, public utilities, community facilities, housing, or transportation."
onet,11391,Hazardous materials removal workers,"Record numbers of containers stored at disposal sites, specifying amounts or types of equipment or w — Record numbers of containers stored at disposal sites, specifying amounts or types of equipment or waste disposed."
onet,9816,File clerks,Operate mechanized files that rotate to bring needed records to a particular location.
onet,2961,Urban and regional planners,Review and evaluate environmental impact reports pertaining to private or public planning projects o — Review and evaluate environmental impact reports pertaining to private or public planning projects or programs.
onet,14107,Crushing grinding and polishing machine setters operators and tenders,"Dislodge and clear jammed materials or other items from machinery and equipment, using hand tools.Re — Dislodge and clear jammed materials or other items from machinery and equipment, using hand tools."
micro,1534,Sociologists,Fieldwork location mapping — Create a map of optimal sociological research locations
onet,3400,Rehabilitation counselors,"Arrange for physical, mental, academic, vocational, and other evaluations to obtain information for  — Arrange for physical, mental, academic, vocational, and other evaluations to obtain information for assessing clients' needs and developing rehabilitation plans."
micro,5162,Skincare specialists,Create educational content — Develop short guides on skincare topics for client education.
onet,12346,Home appliance repairers,"Measure, cut, and thread pipe, and connect it to feeder lines and equipment or appliances, using rul — Measure, cut, and thread pipe, and connect it to feeder lines and equipment or appliances, using rules and hand tools."
onet,2034,Industrial engineers,"Schedule deliveries based on production forecasts, material substitutions, storage and handling faci — Schedule deliveries based on production forecasts, material substitutions, storage and handling facilities, and maintenance requirements."
micro,175,Training and development managers,Track training completion — Monitor progress and completion rates of training programs.
onet,12945,Extruding and drawing machine setters operators and tenders metal and plastic,"Determine setup procedures and select machine dies and parts, according to specifications.Related oc — Determine setup procedures and select machine dies and parts, according to specifications."
onet,13416,Prepress technicians and workers,"Maintain, adjust, and clean equipment, and perform minor repairs.Related occupations — Maintain, adjust, and clean equipment, and perform minor repairs."
micro,5413,Sales representatives wholesale and manufacturing except technical and scientific products,Generate sales forecasts — Produce monthly sales forecasts based on historical data.
onet,8831,Hairdressers hairstylists and cosmetologists,"Order, display, and maintain supplies."
onet,9581,Billing and posting clerks,"Perform general administrative tasks, such as answering telephones, scheduling appointments, and ord — Perform general administrative tasks, such as answering telephones, scheduling appointments, and ordering supplies or equipment."
micro,5120,Hairdressers hairstylists and cosmetologists,Collect client feedback — Gather and analyze client feedback for improvement
onet,15431,Wellhead pumpers,Repair gas and oil meters and gauges.Related occupations — Repair gas and oil meters and gauges.
micro,1053,Electrical and electronics drafters,Generate bill of materials — Compile a list of required components for a project.
micro,9241,Industrial truck and tractor operators,Update operator training logs — Record daily operations and maintenance activities.
micro,8394,Power plant operators,Monitor real-time power output — Track and analyze generator performance metrics
onet,13308,Welding soldering and brazing machine setters operators and tenders,"Select, position, align, and bolt jigs, holding fixtures, guides, or stops onto machines, using meas — Select, position, align, and bolt jigs, holding fixtures, guides, or stops onto machines, using measuring instruments and hand tools."
micro,1122,Electrical and electronic engineering technologists and technicians,Generate technical specifications — Create detailed specs for new electrical components.
onet,8789,Morticians undertakers and funeral arrangers,Close caskets and lead funeral corteges to churches or burial sites.
onet,13394,Tool grinders filers and sharpeners,"Study blueprints or layouts of metal workpieces to determine grinding procedures, and to plan machin — Study blueprints or layouts of metal workpieces to determine grinding procedures, and to plan machine setups and operational sequences."
onet,9111,Cashiers,"Answer customers' questions, and provide information on procedures or policies."
micro,8565,Extruding forming pressing and compacting machine setters operators and tenders,Parameter logging for batch consistency — Log forming parameters for each production batch.
onet,324,Compensation and benefits managers,"Manage the design and development of tools to assist employees in benefits selection, and to guide m — Manage the design and development of tools to assist employees in benefits selection, and to guide managers through compensation decisions."
onet,11481,Derrick operators oil and gas,"Weigh clay, and mix with water and chemicals to make drilling mud, using portable mixers."
onet,13319,Welding soldering and brazing machine setters operators and tenders,"Start, monitor, and adjust robotic welding production lines.Related occupations — Start, monitor, and adjust robotic welding production lines."
micro,4492,Private detectives and investigators,Client briefing — Prepare a client briefing with key findings and recommendations.
micro,6703,Helpers electricians,Document electrical system changes — Record modifications to electrical systems for future reference.
micro,586,Computer and information research scientists,Identify funding opportunities — Search for grants and funding sources relevant to the research.
onet,13029,Drilling and boring machine tool setters operators and tenders metal and plastic,"Select and set cutting speeds, feed rates, depths of cuts, and cutting tools, according to machining — Select and set cutting speeds, feed rates, depths of cuts, and cutting tools, according to machining instructions or knowledge of metal properties."
onet,11695,First-line supervisors of mechanics installers and repairers,"Requisition materials and supplies, such as tools, equipment, or replacement parts."
onet,1041,Training and development specialists,"Monitor, evaluate, or record training activities or program effectiveness."
micro,777,Mathematical science occupations all other,Analyze mathematical data trends — Identify patterns in numerical datasets using statistical methods.
onet,1630,Web and digital interface designers,"Research and apply innovative solutions for product design, visuals, and user experience to meet the — Research and apply innovative solutions for product design, visuals, and user experience to meet the needs of individual Web development projects."
onet,2052,Marine engineers and naval architects,"Design and oversee testing, installation, and repair of marine apparatus and equipment."
micro,8954,Taxi drivers,Generate route optimization reports — Compile weekly route performance data for taxi operators
micro,8654,Semiconductor processing technicians,Prepare material handling logs — Compile and verify inventory movement records.
onet,7106,Orthotists and prosthetists,"Construct and fabricate appliances, or supervise others constructing the appliances."
micro,2020,Administrative law judges adjudicators and hearing officers,Monitor judicial performance metrics — Track and analyze judges' decision patterns and compliance rates.
micro,8564,Extruding forming pressing and compacting machine setters operators and tenders,Production log documentation — Record daily production data for forming and pressing operations.
micro,7395,Millwrights,Training new technicians — Prepare training materials for new millwright hires.
micro,3001,Athletes and sports competitors,Design athlete fan engagement campaigns — Plan interactive campaigns to increase fan participation and loyalty.
micro,4375,Forest fire inspectors and prevention specialists,Analyze past fire incidents — Review historical fire data to identify patterns and improve prevention strategies.
micro,202,Construction managers,Conduct safety inspections — Inspect site safety compliance and report findings.
onet,13015,Cutting punching and press machine setters operators and tenders metal and plastic,"Sharpen dulled blades, using bench grinders, abrasive wheels, or lathes.Related occupations — Sharpen dulled blades, using bench grinders, abrasive wheels, or lathes."
onet,1550,Software quality assurance analysts and testers,"Design test plans, scenarios, scripts, or procedures."
onet,12212,Tire repairers and changers,Identify tire size and ply and inflate tires accordingly.Related occupations — Identify tire size and ply and inflate tires accordingly.
onet,11367,Fence erectors,"Attach fence rail supports to posts, using hammers and pliers."
onet,4485,History teachers postsecondary,"Compile, administer, and grade examinations, or assign this work to others."
onet,7857,Animal control workers,"Investigate reports of animal attacks or animal cruelty, interviewing witnesses, collecting evidence — Investigate reports of animal attacks or animal cruelty, interviewing witnesses, collecting evidence, and writing reports."
micro,5561,Communications equipment operators all other,Document incident reports — Record and analyze incidents affecting communications equipment.
micro,4130,Orderlies,Vital signs recording — Take and log patient vital signs using digital tools
onet,9615,Gambling cage workers,"Supply currency, coins, chips, or gaming checks to other departments as needed."
onet,378,Training and development managers,"Coordinate established courses with technical and professional courses provided by community schools — Coordinate established courses with technical and professional courses provided by community schools, and designate training procedures."
onet,3686,Judges magistrate judges and magistrates,"Conduct preliminary hearings to decide issues, such as whether there is reasonable and probable caus — Conduct preliminary hearings to decide issues, such as whether there is reasonable and probable cause to hold defendants in felony cases."
micro,1194,Engineering technologists and technicians except drafters all other,Analyze project performance metrics — Collect and interpret performance data for engineering projects.
micro,7230,Farm equipment mechanics and service technicians,Train technicians on new tools — Provide hands-on training to technicians on new farm equipment.
micro,3610,Cardiologists,Assess patient risk factors — Identify and categorize key risk factors for cardiovascular patients.
onet,8016,First-line supervisors of food preparation and serving workers,"Analyze operational problems, such as theft and wastage, and establish procedures to alleviate these — Analyze operational problems, such as theft and wastage, and establish procedures to alleviate these problems."
onet,2000,Health and safety engineers except mining safety engineers and inspectors,Interview employers and employees to obtain information about work environments and workplace incide — Interview employers and employees to obtain information about work environments and workplace incidents.
onet,1354,Information security analysts,Review violations of computer security procedures and discuss procedures with violators to ensure vi — Review violations of computer security procedures and discuss procedures with violators to ensure violations are not repeated.
micro,3564,Nurse midwives,Vaccination record management — Develop a digital system to track vaccine administrations for nurse midwives.
onet,1967,Environmental engineers,"Develop site-specific health and safety protocols, such as spill contingency plans or methods for lo — Develop site-specific health and safety protocols, such as spill contingency plans or methods for loading or transporting waste."
micro,1273,Zoologists and wildlife biologists,Review recent field research findings — Summarize key observations from the latest wildlife survey data.
onet,6019,Film and video editors,"Cut shot sequences to different angles at specific points in scenes, making each individual cut as f — Cut shot sequences to different angles at specific points in scenes, making each individual cut as fluid and seamless as possible."
micro,3217,Broadcast technicians,Prepare on-air introductions — Conduct warm-up interviews and introductions for each segment.
onet,10702,Carpenters,"Install rough door and window frames, subflooring, fixtures, or temporary supports in structures und — Install rough door and window frames, subflooring, fixtures, or temporary supports in structures undergoing construction or repair."
micro,9257,Laborers and freight stock and material movers hand,Assess labor availability — Review shift schedules and labor capacity for upcoming shifts.
onet,4510,Philosophy and religion teachers postsecondary,"Prepare course materials, such as syllabi, homework assignments, and handouts."
micro,8752,Molders shapers and casters except metal and plastic,Track material waste rates — Record and analyze material waste during molding processes.
micro,5137,Manicurists and pedicurists,Social media promotion — Create and schedule posts promoting services
onet,13406,Tool grinders filers and sharpeners,"Duplicate workpiece contours, using tracer attachments.Related occupations — Duplicate workpiece contours, using tracer attachments."
