kind,id,occupation_title,task_text
onet,10151,Production planning and expediting clerks,"Maintain files, such as maintenance records, bills of lading, or cost reports."
micro,6556,Insulation workers mechanical,Generate maintenance schedules — Create a schedule for routine insulation maintenance
onet,12710,Aircraft structure surfaces rigging and systems assemblers,"Attach brackets, hinges, or clips to secure or support components or subassemblies, using bolts, scr — Attach brackets, hinges, or clips to secure or support components or subassemblies, using bolts, screws, rivets, chemical bonding, or welding."
onet,1195,Financial risk specialists,"Conduct statistical analyses to quantify risk, using statistical analysis software or econometric mo — Conduct statistical analyses to quantify risk, using statistical analysis software or econometric models."
onet,15460,Tank car truck and ship loaders,"Monitor product movement to and from storage tanks, coordinating activities with other workers to en — Monitor product movement to and from storage tanks, coordinating activities with other workers to ensure constant product flow."
onet,3879,Biological science teachers postsecondary,Collaborate with colleagues to address teaching and research issues.
micro,3857,Magnetic resonance imaging technologists,Patient communication — Explain MRI procedures to patients to reduce anxiety.
onet,8515,First-line supervisors of personal service workers,Train workers in proper operational procedures and functions and explain company policies.
micro,4881,Tree trimmers and pruners,Compare tool performance — Track how different trimmers perform on various plants.
micro,8020,Heat treating equipment setters operators and tenders metal and plastic,"Monitor heat treating process parameters — Track and log key process parameters such as temperature, pressure, and time."
onet,892,Labor relations specialists,"Recommend collective bargaining strategies, goals, or objectives."
micro,1183,Calibration technologists and technicians,Verify calibration certificates — Confirm that certificates are accurate and up-to-date.
onet,5584,Umpires referees and other sports officials,"Officiate at sporting events, games, or competitions, to maintain standards of play and to ensure th — Officiate at sporting events, games, or competitions, to maintain standards of play and to ensure that game rules are observed."
micro,237,Education administrators postsecondary,Update staff training materials — Review and refresh training resources for new staff.
onet,3906,Forestry and conservation science teachers postsecondary,Maintain regularly scheduled office hours to advise and assist students.
onet,7760,Detectives and criminal investigators,"Identify case issues and evidence needed, based on analysis of charges, complaints, or allegations o — Identify case issues and evidence needed, based on analysis of charges, complaints, or allegations of law violations."
onet,1767,Cartographers and photogrammetrists,"Revise existing maps and charts, making all necessary corrections and adjustments."
micro,4969,Gambling dealers,Game performance tracking — Monitor and record game statistics for performance analysis.
onet,4103,Geography teachers postsecondary,"Supervise undergraduate or graduate teaching, internship, and research work."
micro,3731,Radiologists,Audit radiation dose levels — Monitor and report on radiation exposure metrics for patients and staff.
micro,5319,Counter and rental clerks,Prepare daily reports — Compile and summarize daily operations for counter and rental clerks.
onet,15321,Cleaners of vehicles and equipment,"Sweep, shovel, or vacuum loose debris or salvageable scrap into containers and remove containers fro — Sweep, shovel, or vacuum loose debris or salvageable scrap into containers and remove containers from work areas."
onet,10262,Secretaries and administrative assistants except legal medical and executive,"Coordinate conferences, meetings, or special events, such as luncheons or graduation ceremonies."
onet,13062,Lathe and turning machine tool setters operators and tenders metal and plastic,"Replace worn tools, and sharpen dull cutting tools and dies, using bench grinders or cutter-grinding — Replace worn tools, and sharpen dull cutting tools and dies, using bench grinders or cutter-grinding machines."
onet,9709,Correspondence clerks,"Prepare documents and correspondence, such as damage claims, credit and billing inquiries, invoices, — Prepare documents and correspondence, such as damage claims, credit and billing inquiries, invoices, and service complaints."
onet,394,Farmers ranchers and other agricultural managers,Analyze soil to determine types or quantities of fertilizer required for maximum crop production.
onet,13240,Multiple machine tool setters operators and tenders metal and plastic,"Record operational data, such as pressure readings, lengths of strokes, feed rates, or speeds.Relate — Record operational data, such as pressure readings, lengths of strokes, feed rates, or speeds."
micro,532,Tax preparers,Coordinate with accountants — Communicate with external accountants for complex tax issues.
onet,7864,Animal control workers,"Prepare for prosecutions related to animal treatment, and give evidence in court."
micro,8234,Textile winding twisting and drawing out machine setters operators and tenders,Troubleshoot winding irregularities — Identify and resolve issues causing winding defects.
onet,1585,Web developers,"Maintain understanding of current Web technologies or programming practices through continuing educa — Maintain understanding of current Web technologies or programming practices through continuing education, reading, or participation in professional conferences, workshops, or groups."
onet,10245,Secretaries and administrative assistants except legal medical and executive,Locate and attach appropriate files to incoming correspondence requiring replies.
micro,1334,Epidemiologists,Prepare case study summaries — Document and summarize real-world epidemiological cases.
micro,9393,Fundraising managers,Update donor database — Ensure donor information is current and accurate
micro,5697,Court municipal and license clerks,Update filing procedures with new regulations — Review and apply changes to filing standards
micro,9326,Pump operators except wellhead pumpers,Analyze operator feedback — Collect and analyze feedback from pump operators for improvement.
micro,3768,Acupuncturists,Regulatory compliance check — Verify that acupuncturist practices meet current healthcare regulations.
micro,8368,Woodworkers all other,Organize tool inventory — Maintain an up-to-date inventory of all woodworking equipment
onet,4096,Geography teachers postsecondary,"Prepare and deliver lectures to undergraduate or graduate students on topics such as urbanization, e — Prepare and deliver lectures to undergraduate or graduate students on topics such as urbanization, environmental systems, and cultural geography."
onet,15025,Railroad conductors and yardmasters,Supervise workers in the inspection and maintenance of mechanical equipment to ensure efficient and  — Supervise workers in the inspection and maintenance of mechanical equipment to ensure efficient and safe train operation.
micro,8200,Textile cutting machine setters operators and tenders,Verify cutting machine setup — Check that all textile cutting machines are properly aligned and calibrated before operation.
micro,220,Education and childcare administrators preschool and daycare,Prepare for staff onboarding — Compile onboarding materials and schedule orientation sessions.
micro,5318,Counter and rental clerks,Manage customer feedback — Collect and categorize customer feedback from rentals.
onet,11298,Helpers pipelayers plumbers pipefitters and steamfitters,"Clean shop, work area, and machines, using solvent and rags."
onet,3697,Paralegals and legal assistants,File pleadings with court clerks.
micro,7801,Food processing workers all other,Track energy consumption — Monitor and record energy usage during production cycles.
micro,5847,Reservation and transportation ticket agents and travel clerks,Process reservation requests — Handle incoming reservation inquiries and update reservation statuses
onet,13233,Multiple machine tool setters operators and tenders metal and plastic,"Remove burrs, sharp edges, rust, or scale from workpieces, using files, hand grinders, wire brushes, — Remove burrs, sharp edges, rust, or scale from workpieces, using files, hand grinders, wire brushes, or power tools."
