kind,id,occupation_title,task_text
micro,6576,Paperhangers,Quality inspection — Inspect completed paperhanging work for compliance and standards.
onet,3968,Chemistry teachers postsecondary,"Perform administrative duties, such as serving as a department head."
micro,5003,Ushers lobby attendants and ticket takers,Monitor lobby wait times — Track and report guest wait times in real time.
micro,1690,Geological technicians except hydrologic technicians,Document geological survey findings — Compile and update records of all geological survey activities.
onet,7183,Genetic counselors,Identify funding sources and write grant proposals for eligible programs or services.
micro,6026,Medical secretaries and administrative assistants,Schedule daily meetings — Create and send meeting invites to relevant participants.
onet,6633,Pediatricians general,"Prescribe or administer treatment, therapy, medication, vaccination, and other specialized medical c — Prescribe or administer treatment, therapy, medication, vaccination, and other specialized medical care to treat or prevent illness, disease, or injury in infants and children."
onet,9724,Court municipal and license clerks,"Perform administrative tasks, such as answering telephone calls, filing court documents, or maintain — Perform administrative tasks, such as answering telephone calls, filing court documents, or maintaining office supplies or equipment."
onet,1500,Network and computer systems administrators,Analyze equipment performance records to determine the need for repair or replacement.
onet,7128,Health information technologists and medical registrars,Develop in-service educational materials.
micro,8485,Chemical equipment operators and tenders,Inspect PPE compliance — Check personal protective equipment usage and condition among operators.
onet,11941,Aircraft mechanics and service technicians,Inspect completed work to certify that maintenance meets standards and that aircraft are ready for o — Inspect completed work to certify that maintenance meets standards and that aircraft are ready for operation.
onet,11012,Insulation workers mechanical,"Apply, remove, and repair insulation on industrial equipment, pipes, ductwork, or other mechanical s — Apply, remove, and repair insulation on industrial equipment, pipes, ductwork, or other mechanical systems such as heat exchangers, tanks, and vessels, to help control noise and maintain temperatures."
micro,4191,Physical therapist aides,Prepare therapy equipment — Organize and pack physical therapy tools before each session
onet,6919,Dietetic technicians,"Observe and monitor patient food intake and body weight, and report changes, progress, and dietary p — Observe and monitor patient food intake and body weight, and report changes, progress, and dietary problems to dietician."
onet,12101,Mobile heavy equipment mechanics except engines,"Examine parts for damage or excessive wear, using micrometers and gauges.Related occupations — Examine parts for damage or excessive wear, using micrometers and gauges."
onet,2388,Industrial engineering technologists and technicians,"Prepare layouts, drawings, or sketches of machinery or equipment, such as shop tooling, scale layout — Prepare layouts, drawings, or sketches of machinery or equipment, such as shop tooling, scale layouts, or new equipment design, using drafting equipment or computer-aided design (CAD) software."
onet,13954,Stationary engineers and boiler operators,"Operate or tend stationary engines, boilers, and auxiliary equipment, such as pumps, compressors, or — Operate or tend stationary engines, boilers, and auxiliary equipment, such as pumps, compressors, or air-conditioning equipment, to supply and maintain steam or heat for buildings, marine vessels, or pneumatic tools."
onet,12305,Heating air conditioning and refrigeration mechanics and installers,"Measure, cut, thread, or bend pipe or tubing, using pipe fitter's tools.Related occupations — Measure, cut, thread, or bend pipe or tubing, using pipe fitter's tools."
onet,8622,Motion picture projectionists,Set up and inspect curtain and screen controls.
micro,8099,Print binding and finishing workers,Inventory management for binding supplies — Monitor stock levels of binding materials to avoid shortages.
micro,4914,First-line supervisors of gambling services workers,Prepare performance reports — Compile data and prepare reports for management review.
onet,11049,Paperhangers,Measure surfaces or review work orders to estimate the quantities of materials needed.
