kind,id,occupation_title,task_text
micro,9125,Automotive and watercraft service attendants,Assist in route planning for service visits — Help attendants plan efficient routes for multiple service appointments.
onet,14437,Photographic process workers and processing machine operators,"Load circuit boards, racks or rolls of film, negatives, or printing paper into processing or printin — Load circuit boards, racks or rolls of film, negatives, or printing paper into processing or printing machines."
onet,5831,Writers and authors,Follow appropriate procedures to get copyrights for completed work.
micro,7288,Bicycle repairers,"Inspect bicycle frame integrity — Check for cracks, loose bolts, or wear on the frame before installation."
onet,8462,Tree trimmers and pruners,"Spray trees to treat diseased or unhealthy trees, including mixing chemicals and calibrating spray e — Spray trees to treat diseased or unhealthy trees, including mixing chemicals and calibrating spray equipment."
onet,1969,Environmental engineers,Prepare or present public briefings on the status of environmental engineering projects.
onet,10901,Operating engineers and other construction equipment operators,Keep records of material or equipment usage or problems encountered.
micro,3582,Nurse practitioners,Conduct patient follow-ups — Send reminders for upcoming appointments and medication refills.
micro,2750,Library technicians,Assist students with research materials — Help students locate and organize library resources for assignments.
onet,2045,Marine engineers and naval architects,Evaluate performance of craft during dock and sea trials to determine design changes and conformance — Evaluate performance of craft during dock and sea trials to determine design changes and conformance with national and international standards.
micro,8963,Motor vehicle operators all other,Analyze vehicle maintenance schedules — Use AI to predict and schedule maintenance for motor vehicles
onet,2425,Calibration technologists and technicians,Analyze test data to identify defects or determine calibration requirements.
micro,7324,Control and valve installers and repairers except mechanical door,"Inspect control valves — Check for leaks, corrosion, and proper operation of control valves."
micro,6630,Roofers,Plan roof maintenance schedule — Create a timeline for roof repairs and inspections.
micro,3397,Pharmacists,Compile latest drug guidelines — Review and summarize recent regulatory updates for pharmacists.
onet,13992,Chemical plant and system operators,"Move control settings to make necessary adjustments on equipment units affecting speeds of chemical  — Move control settings to make necessary adjustments on equipment units affecting speeds of chemical reactions, quality, or yields."
onet,9057,Residential advisors,Accompany and supervise students during meals.
micro,6858,Construction and related workers all other,Communicate with stakeholders — Update clients or sponsors on project status.
onet,2482,Food scientists and technologists,"Study methods to improve aspects of foods, such as chemical composition, flavor, color, texture, nut — Study methods to improve aspects of foods, such as chemical composition, flavor, color, texture, nutritional value, and convenience."
onet,15302,Industrial truck and tractor operators,"Move controls to drive gasoline- or electric-powered trucks, cars, or tractors and transport materia — Move controls to drive gasoline- or electric-powered trucks, cars, or tractors and transport materials between loading, processing, and storage areas."
onet,9653,Procurement clerks,"Compare prices, specifications, and delivery dates to determine the best bid among potential supplie — Compare prices, specifications, and delivery dates to determine the best bid among potential suppliers."
onet,8302,First-line supervisors of housekeeping and janitorial workers,Issue supplies and equipment to workers.
onet,6038,Chiropractors,Perform a series of manual adjustments to the spine or other articulations of the body to correct th — Perform a series of manual adjustments to the spine or other articulations of the body to correct the musculoskeletal system.
micro,7580,Signal and track switch repairers,Calibrate measurement tools — Calibrate multimeters and test switches to ensure accurate readings.
micro,6937,Continuous mining machine operators,Perform equipment diagnostics — Conduct diagnostics to identify potential issues before they cause failure.
onet,12320,Home appliance repairers,Observe and examine appliances during operation to detect specific malfunctions such as loose parts  — Observe and examine appliances during operation to detect specific malfunctions such as loose parts or leaking fluid.
onet,4257,Education teachers postsecondary,"Initiate, facilitate, and moderate classroom discussions."
micro,5772,Interviewers except eligibility and loan,Update interview policies — Review and revise interview procedures to improve consistency.
micro,8955,Taxi drivers,Assess competitor taxi services — Research and analyze competitor taxi offerings and pricing
onet,3991,Environmental science teachers postsecondary,"Serve on academic or administrative committees that deal with institutional policies, departmental m — Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues."
onet,7105,Orthotists and prosthetists,"Repair, rebuild, and modify prosthetic and orthopedic appliances."
micro,9294,Stockers and order fillers,Order fill readiness assessment — Review pending orders for material availability and prepare shipment documentation.
micro,4593,First-line supervisors of food preparation and serving workers,Prepare shift schedules — Create and update daily shift assignments based on staff availability and workload.
onet,777,Buyers and purchasing agents,"Coordinate or direct activities of workers engaged in cutting, transporting, storing, or milling pro — Coordinate or direct activities of workers engaged in cutting, transporting, storing, or milling products and maintaining records."
onet,1116,Budget analysts,"Examine budget estimates for completeness, accuracy, and conformance with procedures and regulations — Examine budget estimates for completeness, accuracy, and conformance with procedures and regulations."
onet,6327,Exercise physiologists,"Teach group exercise for low-, medium-, or high-risk clients to improve participant strength, flexib — Teach group exercise for low-, medium-, or high-risk clients to improve participant strength, flexibility, endurance, or circulatory functioning."
micro,4531,Lifeguards ski patrol and other recreational protective service workers,Assess emergency response readiness — Evaluate the current protocols and equipment for lifeguards ski patrol and recreational protective service workers.
onet,9284,Sales representatives of services except advertising insurance financial services and travel,Consult with clients after sales or contract signings to resolve problems and provide ongoing suppor — Consult with clients after sales or contract signings to resolve problems and provide ongoing support.
micro,5559,Communications equipment operators all other,Generate maintenance schedules — Create and distribute schedules for equipment upkeep.
onet,11519,Service unit operators oil and gas,Perforate well casings or sidewalls of boreholes with explosive charges.
onet,14613,Tire builders,"Align treads with guides, start drums to wind treads onto plies, and slice ends.Related occupations — Align treads with guides, start drums to wind treads onto plies, and slice ends."
onet,3405,Rehabilitation counselors,Develop diagnostic procedures to determine clients' needs.
micro,1739,Forensic science technicians,Prepare forensic reports — Draft comprehensive forensic reports for legal proceedings.
micro,4211,Massage therapists,Scheduling coordination — Coordinate with other therapists or providers to avoid scheduling conflicts.
micro,3253,Photographers,Edit photo edits — Review and refine images for consistency and quality
micro,5653,Financial clerks all other,Schedule daily team meetings — Coordinate timings and send invites for weekly team check-ins
micro,9288,Packers and packagers hand,Packing procedure review — Review and update packing instructions based on recent efficiency data.
micro,5169,Baggage porters and bellhops,Assist baggage porters with loading and unloading luggage — Support baggage porters in efficiently handling and transferring luggage between vehicles and storage areas.
onet,347,Human resources managers,Plan and conduct new employee orientation to foster positive attitude toward organizational objectiv — Plan and conduct new employee orientation to foster positive attitude toward organizational objectives.
micro,2472,Family and consumer sciences teachers postsecondary,Collaborate on lesson planning with colleagues — Share resources and strategies with teaching peers.
onet,10266,Data entry keyers,"Compile, sort, and verify the accuracy of data before it is entered."
micro,3038,Choreographers,Review current choreography projects — Assess recent projects for creative direction and performance readiness
onet,11057,Paperhangers,"Remove paint, varnish, dirt, and grease from surfaces, using paint remover and water soda solutions."
micro,1565,Anthropologists and archeologists,Publication research — Search for existing publications related to the field for reference material.
onet,6388,Nurse anesthetists,"Select, order, or administer anesthetics, adjuvant drugs, accessory drugs, fluids or blood products  — Select, order, or administer anesthetics, adjuvant drugs, accessory drugs, fluids or blood products as necessary."
onet,7924,Crossing guards and flaggers,Discuss traffic routing plans and control-point locations with superiors.
onet,15110,Motorboat operators,"Clean boats and repair hulls and superstructures, using hand tools, paint, and brushes.Related occup — Clean boats and repair hulls and superstructures, using hand tools, paint, and brushes."
onet,12818,Timing device assemblers and adjusters,"Adjust sizes or positioning of timepiece parts to achieve specified fit or function, using calipers, — Adjust sizes or positioning of timepiece parts to achieve specified fit or function, using calipers, fixtures, and loupes."
onet,8368,Janitors and cleaners except maids and housekeeping cleaners,Steam-clean or shampoo carpets.
onet,3221,Social science research assistants,"Verify the accuracy and validity of data entered in databases, correcting any errors."
onet,8752,Crematory operators,"Place corpses into crematory machines to reduce remains to bone fragments using flame, heat, or alka — Place corpses into crematory machines to reduce remains to bone fragments using flame, heat, or alkaline hydrolysis."
onet,8859,Makeup artists theatrical and performance,"Evaluate environmental characteristics, such as venue size and lighting plans, to determine makeup r — Evaluate environmental characteristics, such as venue size and lighting plans, to determine makeup requirements."
onet,10977,Glaziers,"Fabricate or install metal sashes or moldings for glass installation, using aluminum or steel framin — Fabricate or install metal sashes or moldings for glass installation, using aluminum or steel framing."
onet,8933,Concierges,Pick up and deliver items or run errands for guests.
onet,14149,Mixing and blending machine setters operators and tenders,"Clean and maintain equipment, using hand tools.Related occupations — Clean and maintain equipment, using hand tools."
onet,11595,Explosives workers ordnance handling experts and blasters,Signal crane operators to move equipment.
micro,1937,Community health workers,Track disease outbreaks — Monitor and report on potential disease outbreaks in the community.
onet,3191,Hydrologic technicians,"Investigate the properties, origins, or activities of glaciers, ice, snow, or permafrost."
micro,7789,Food cooking machine operators and tenders,Ensure food safety compliance — Verify that all cooking processes meet health and safety regulations.
micro,1903,Health education specialists,Evaluate impact on community health — Measure changes in community health metrics after education programs.
onet,10345,Mail clerks and mail machine operators except postal service,Inspect mail machine output for defects and determine how to eliminate causes of any defects.
onet,12518,Musical instrument repairers and tuners,Wash metal instruments in lacquer-stripping and cyanide solutions to remove lacquer and tarnish.Rela — Wash metal instruments in lacquer-stripping and cyanide solutions to remove lacquer and tarnish.
micro,4637,Cooks private household,Set kitchen timer — Configure timers for cooking and meal prep.
onet,9464,Telemarketers,Conduct client or market surveys to obtain information about potential customers.
micro,6585,Pipelayers,Scan for safety hazards — Identify potential hazards like loose fittings or blocked access.
micro,7989,Welders cutters solderers and brazers,"Inspect welding cutter quality — Check for defects, ensure proper alignment, and verify solder quality on each cutter."
micro,1909,Probation officers and correctional treatment specialists,Prepare progress reports for supervisors — Compile and format reports summarizing probationer and treatment outcomes.
