kind,id,occupation_title,task_text
micro,9181,Transportation workers all other,Maintain vehicle schedules — Update and schedule transportation vehicles based on real-time demand.
micro,5078,Funeral attendants,"Assist with personal grooming — Help funeral attendees with hair, makeup, and clothing adjustments."
micro,847,Agricultural engineers,Create a training module for new engineers — Design and deliver educational content on engineering fundamentals
onet,993,Fundraisers,Compile or develop materials to submit to granting or other funding organizations.
micro,5466,Real estate sales agents,Conduct client satisfaction surveys — Design and distribute surveys to gauge client feedback.
micro,7874,Lathe and turning machine tool setters operators and tenders metal and plastic,Clean and organize work area — Maintain a clean and organized workspace to ensure safety and efficiency.
micro,8605,Dental laboratory technicians,Monitor equipment calibration — Verify calibration of dental machines and record results
micro,3275,Camera operators television video and film,Conduct equipment checklists — Perform daily equipment inspections before each shoot.
onet,6908,Paramedics,Assess nature and extent of illness or injury to establish and prioritize medical procedures.
micro,5864,Information and record clerks all other,Prepare annual reports — Compile financial and operational data for annual reporting.
onet,8673,Costume attendants,"Create worksheets for dressing lists, show notes, or costume checks."
micro,3427,Podiatrists,Generate patient education materials — Create informative brochures for podiatry procedures.
micro,5547,Telephone operators,Train new operators — Conduct onboarding sessions and provide training materials.
onet,1490,Database architects,Provide technical support to junior staff or clients.
onet,2662,Astronomers,Present research findings at scientific conferences and in papers written for scientific journals.
onet,930,Logisticians,"Plan, organize, and execute logistics support activities, such as maintenance planning, repair analy — Plan, organize, and execute logistics support activities, such as maintenance planning, repair analysis, and test equipment recommendations."
onet,1350,Information security analysts,Monitor current reports of computer viruses to determine when to update virus protection systems.
micro,2996,Athletes and sports competitors,Prepare athlete press releases — Draft concise and compelling press release content for athletes.
onet,11064,Pipelayers,"Connect pipe pieces and seal joints, using welding equipment, cement, or glue."
micro,4357,Firefighters,Conduct fire prevention workshops — Organize and deliver workshops to educate the community on fire prevention.
micro,4990,Gambling service workers all other,Update financial records — Ensure accurate tracking and reporting of gambling service revenues.
micro,6113,Office clerks general,Prepare meeting notes — Compile and summarize key points from daily meetings.
onet,5610,Dancers,"Prepare pointe shoes, by sewing or other means, for use in rehearsals and performance."
onet,5053,Substitute teachers short-term,Take class attendance and maintain attendance records.
