kind,id,occupation_title,task_text
onet,5208,Farm and home management educators,Act as an advocate for farmers or farmers' groups.
onet,14978,Rail yard engineers dinkey operators and hostlers,"Provide assistance in aligning drawbars, using available equipment to lift, pull, or push on the dra — Provide assistance in aligning drawbars, using available equipment to lift, pull, or push on the drawbars."
onet,926,Logisticians,"Develop and implement technical project management tools, such as plans, schedules, and responsibili — Develop and implement technical project management tools, such as plans, schedules, and responsibility and compliance matrices."
onet,11017,Insulation workers mechanical,Install sheet metal around insulated pipes with screws to protect the insulation from weather condit — Install sheet metal around insulated pipes with screws to protect the insulation from weather conditions or physical damage.
onet,68,Legislators,"Attend receptions, dinners, and conferences to meet people, exchange views and information, and deve — Attend receptions, dinners, and conferences to meet people, exchange views and information, and develop working relationships."
onet,11977,Aircraft mechanics and service technicians,"Cure bonded structures, using portable or stationary curing equipment.Related occupations — Cure bonded structures, using portable or stationary curing equipment."
micro,3832,Nuclear medicine technologists,Analyze recent research trends — Identify and summarize recent studies relevant to nuclear medicine practices.
onet,13181,Patternmakers metal and plastic,Apply plastic-impregnated fabrics or coats of sealing wax or lacquer to patterns used to produce pla — Apply plastic-impregnated fabrics or coats of sealing wax or lacquer to patterns used to produce plastic.
onet,12297,Heating air conditioning and refrigeration mechanics and installers,"Repair or replace defective equipment, components, or wiring.Related occupations — Repair or replace defective equipment, components, or wiring."
onet,6918,Paramedics,Perform emergency pharmacological interventions.
onet,5430,Graphic designers,"Produce still and animated graphics for on-air and taped portions of television news broadcasts, usi — Produce still and animated graphics for on-air and taped portions of television news broadcasts, using electronic video equipment."
onet,30,Chief executives,"Administer programs for selection of sites, construction of buildings, or provision of equipment or  — Administer programs for selection of sites, construction of buildings, or provision of equipment or supplies."
micro,6429,Cement masons and concrete finishers,Training new hires — Conduct hands-on training for cement masons and finishers.
onet,3755,Computer science teachers postsecondary,"Initiate, facilitate, and moderate classroom discussions."
onet,14014,Gas plant operators,"Adjust temperature, pressure, vacuum, level, flow rate, or transfer of gas to maintain processes at  — Adjust temperature, pressure, vacuum, level, flow rate, or transfer of gas to maintain processes at required levels or to correct problems."
onet,2152,Nuclear engineers,"Design or direct nuclear research projects to develop, test, modify, or discover new uses for theore — Design or direct nuclear research projects to develop, test, modify, or discover new uses for theoretical models."
onet,12398,Millwrights,"Troubleshoot equipment, electrical components, hydraulics, or other mechanical systems.Related occup — Troubleshoot equipment, electrical components, hydraulics, or other mechanical systems."
onet,5775,Public relations specialists,"Develop plans or materials to communicate organizational activities that are beneficial to the envir — Develop plans or materials to communicate organizational activities that are beneficial to the environment, public safety, or other important social issues."
micro,7213,Bus and truck mechanics and diesel engine specialists,Diagnose engine performance — Identify and troubleshoot engine performance issues.
micro,9520,Claims adjusters examiners and investigators,Analyze claims data trends — Use data analysis tools to identify patterns in claims adjuster performance.
onet,14734,Air traffic controllers,Transfer control of departing flights to traffic control centers and accept control of arriving flig — Transfer control of departing flights to traffic control centers and accept control of arriving flights.
onet,12107,Mobile heavy equipment mechanics except engines,"Assemble gear systems, and align frames and gears.Related occupations — Assemble gear systems, and align frames and gears."
micro,2070,Title examiners abstractors and searchers,Verify citation accuracy — Check citations in examiner submissions for correct formatting and sources.
onet,2490,Food scientists and technologists,Evaluate food processing and storage operations and assist in the development of quality assurance p — Evaluate food processing and storage operations and assist in the development of quality assurance programs for such operations.
micro,4821,Maids and housekeeping cleaners,Clean restroom fixtures — Disinfect and clean all restroom fixtures
onet,3898,Forestry and conservation science teachers postsecondary,"Keep abreast of developments in the field by reading current literature, talking with colleagues, an — Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences."
micro,6514,Tapers,Update tapers inventory records — Log and update inventory levels for tapers in the project database.
micro,359,Training and development specialists,Prepare case studies — Curate real-world examples relevant to Business and Financial Operations.
micro,8792,Production workers all other,Document quality control procedures — Update and maintain documentation for quality control checks.
onet,4977,Special education teachers secondary school,Provide interpretation and transcription of regular classroom materials through Braille and sign lan — Provide interpretation and transcription of regular classroom materials through Braille and sign language.
onet,11160,Sheet metal workers,"Lay out, measure, and mark dimensions and reference lines on material, such as roofing panels, using — Lay out, measure, and mark dimensions and reference lines on material, such as roofing panels, using calculators, scribes, dividers, squares, or rulers."
onet,648,Natural sciences managers,"Prepare and administer budgets, approve and review expenditures, and prepare financial reports."
onet,6162,Pharmacists,Update or troubleshoot pharmacy information databases.
micro,5461,Real estate sales agents,Update property listings — Ensure all listing details are current and accurate.
micro,3140,Editors,Generate article summaries — Create concise summaries of long articles
micro,1399,Chemists,Assist in grant proposal writing — Draft sections of the proposal using structured templates.
onet,15117,Ship engineers,"Start engines to propel ships, and regulate engines and power transmissions to control speeds of shi — Start engines to propel ships, and regulate engines and power transmissions to control speeds of ships, according to directions from captains or bridge computers."
micro,447,Personal financial advisors,Update client financial goals — Align client objectives with current financial strategies.
onet,824,Compliance officers,Report law or regulation violations to appropriate boards or agencies.
onet,5987,Photographers,"Employ a variety of specialized photographic materials and techniques, including infrared and ultrav — Employ a variety of specialized photographic materials and techniques, including infrared and ultraviolet films, macro photography, photogrammetry and sensitometry."
onet,3618,Judicial law clerks,"Prepare briefs, legal memoranda, or statements of issues involved in cases, including appropriate su — Prepare briefs, legal memoranda, or statements of issues involved in cases, including appropriate suggestions or recommendations."
onet,5994,Camera operators television video and film,"Confer with directors, sound and lighting technicians, electricians, and other crew members to discu — Confer with directors, sound and lighting technicians, electricians, and other crew members to discuss assignments and determine filming sequences, desired effects, camera movements, and lighting requirements."
onet,1130,Credit analysts,Prepare reports that include the degree of risk involved in extending credit or lending money.
onet,11054,Paperhangers,"Apply thinned glue to waterproof porous surfaces, using brushes, rollers, or pasting machines."
onet,9374,Models,"Follow strict routines of diet, sleep, and exercise to maintain appearance."
onet,3354,Educational guidance and career counselors and advisors,"Plan and conduct orientation programs and group conferences to promote the adjustment of individuals — Plan and conduct orientation programs and group conferences to promote the adjustment of individuals to new life experiences, such as starting college."
micro,5385,Securities commodities and financial services sales agents,Monitor social media sentiment — Track and analyze public sentiment around securities and financial services.
micro,7265,Motorcycle mechanics,Inspect motorcycle frame — Check for damage or wear on the frame before installation.
micro,7677,Fiberglass laminators and fabricators,Test fabricator settings regularly — Verify that fabricators are operating within specified parameters.
onet,14532,Cooling and freezing equipment operators and tenders,"Inspect and flush lines with solutions or steam, and spray equipment with sterilizing solutions.Rela — Inspect and flush lines with solutions or steam, and spray equipment with sterilizing solutions."
onet,6812,Nuclear medicine technologists,"Dispose of radioactive materials and store radiopharmaceuticals, following radiation safety procedur — Dispose of radioactive materials and store radiopharmaceuticals, following radiation safety procedures."
onet,14312,Dental laboratory technicians,Mold wax over denture setups to form the full contours of artificial gums.Related occupations — Mold wax over denture setups to form the full contours of artificial gums.
micro,2967,Actors,Develop character profiles — Create detailed character profiles for upcoming projects
micro,1392,Atmospheric and space scientists,Monitor funding opportunities — Track and report on new funding opportunities for atmospheric studies.
micro,2772,Instructional coordinators,Manage student enrollment — Track and process student registration data
micro,4111,Home health and personal care aides,Organize personal belongings — Help arrange the resident's belongings for easy access.
micro,4813,Janitors and cleaners except maids and housekeeping cleaners,Clean outdoor areas — Maintain landscaping and outdoor spaces to prevent debris buildup.
onet,6759,Clinical laboratory technologists and technicians,"Cultivate, isolate, or assist in identifying microbial organisms or perform various tests on these m — Cultivate, isolate, or assist in identifying microbial organisms or perform various tests on these microorganisms."
onet,12325,Home appliance repairers,"Provide repair cost estimates, and recommend whether appliance repair or replacement is a better cho — Provide repair cost estimates, and recommend whether appliance repair or replacement is a better choice."
onet,2697,Atmospheric and space scientists,"Prepare weather reports or maps for analysis, distribution, or use in weather broadcasts, using comp — Prepare weather reports or maps for analysis, distribution, or use in weather broadcasts, using computer graphics."
onet,5493,Set and exhibit designers,"Coordinate the transportation of sets that are built off-site, and coordinate their setup at the sit — Coordinate the transportation of sets that are built off-site, and coordinate their setup at the site of use."
onet,2358,Environmental engineering technologists and technicians,Work with customers to assess the environmental impact of proposed construction or to develop pollut — Work with customers to assess the environmental impact of proposed construction or to develop pollution prevention programs.
onet,164,Public relations managers,"Observe and report on social, economic, and political trends that might affect employers."
onet,2022,Industrial engineers,Record or oversee recording of information to ensure currency of engineering drawings and documentat — Record or oversee recording of information to ensure currency of engineering drawings and documentation of production problems.
micro,759,Data scientists,Data cleaning — Remove duplicates and handle missing values from raw datasets.
onet,8140,Food preparation workers,Package take-out foods or serve food to customers.
onet,3518,Social and human service assistants,Consult with supervisor concerning programs for individual families.
onet,5013,Adult basic education adult secondary education and English as a second language instructors,"Provide information, guidance, and preparation for the General Equivalency Diploma (GED) examination — Provide information, guidance, and preparation for the General Equivalency Diploma (GED) examination."
onet,7331,Occupational therapy aides,Assist educational specialists or clinical psychologists in administering situational or diagnostic  — Assist educational specialists or clinical psychologists in administering situational or diagnostic tests to measure client's abilities or progress.
onet,605,Lodging managers,"Inspect guest rooms, public areas, and grounds for cleanliness and appearance."
onet,2433,Calibration technologists and technicians,"Operate metalworking machines to fabricate housings, jigs, fittings, or fixtures."
onet,14089,Separating filtering clarifying precipitating and still machine setters operators and tenders,"Measure or weigh materials to be refined, mixed, transferred, stored, or otherwise processed.Related — Measure or weigh materials to be refined, mixed, transferred, stored, or otherwise processed."
onet,5421,Graphic designers,Confer with clients to discuss and determine layout design.
onet,4212,Health specialties teachers postsecondary,Advise students on academic and vocational curricula and on career issues.
onet,9533,Telephone operators,Operate paging systems or other systems of bells or buzzers to notify recipients of incoming calls.
micro,7340,Mechanical door repairers,Update repair manuals — Document steps and parts used for installations
onet,9826,Hotel motel and resort desk clerks,"Record guest comments or complaints, referring customers to managers as necessary."
micro,3224,Broadcast technicians,Audit broadcast compliance — Ensure all broadcasts meet regulatory and content guidelines.
micro,4784,First-line supervisors of housekeeping and janitorial workers,Document incident reports — Collect and organize incident logs for analysis and improvement planning.
onet,11515,Service unit operators oil and gas,Close and seal wells no longer in use.
onet,11346,Elevator and escalator installers and repairers,"Adjust safety controls, counterweights, door mechanisms, and components such as valves, ratchets, se — Adjust safety controls, counterweights, door mechanisms, and components such as valves, ratchets, seals, and brake linings."
onet,4168,Psychology teachers postsecondary,Act as advisers to student organizations.
onet,3393,Rehabilitation counselors,Monitor and record clients' progress to ensure that goals and objectives are met.
micro,2263,Geography teachers postsecondary,Monitor student progress — Track and analyze geography exam performance data.
onet,4568,Recreation and fitness studies teachers postsecondary,Compile bibliographies of specialized materials for outside reading assignments.
onet,990,Fundraisers,Create or update donor databases.
micro,4010,Opticians dispensing,Office supply tracking — Monitor usage of office supplies and reorder as needed.
micro,1951,Community and social service specialists all other,Track donor engagement — Monitor and engage with donors through personalized communication.
micro,1473,Survey researchers,Develop a survey validation protocol — Create step-by-step guidelines to validate the reliability of physical science survey responses.
onet,11322,Construction and building inspectors,"Review and interpret plans, blueprints, site layouts, specifications, or construction methods to ens — Review and interpret plans, blueprints, site layouts, specifications, or construction methods to ensure compliance to legal requirements and safety regulations."
micro,495,Credit counselors,Assess client credit scores — Review and interpret credit reports for accuracy and actionable insights.
onet,9065,First-line supervisors of retail sales workers,Provide customer service by greeting and assisting customers and responding to customer inquiries an — Provide customer service by greeting and assisting customers and responding to customer inquiries and complaints.
micro,5681,Correspondence clerks,Manage vendor communications — Send and track follow-ups with suppliers and partners.
micro,1581,Historians,Interview historians — Schedule and conduct interviews with historians for expert insights.
micro,9555,Cost estimators,Identify cost drivers — Analyze historical project data to pinpoint key cost factors.
micro,4113,Home health and personal care aides,"Adjust environment settings — Modify lighting, temperature, and other environmental factors for comfort."
onet,8772,Funeral attendants,Issue and store funeral equipment.
micro,8129,Sewing machine operators,Train new sewing machine operators — Conduct hands-on training sessions on machine operation and safety.
onet,3166,Geological technicians except hydrologic technicians,Plan and direct activities of workers who operate equipment to collect data.
onet,5890,Audio and video technicians,"Obtain, set up, and load videotapes for scheduled productions or broadcasts."
onet,5381,Fashion designers,Confer with sales and management executives or with clients to discuss design ideas.
onet,10874,Paving surfacing and tamping equipment operators,"Place strips of material, such as cork, asphalt, or steel into joints, or place rolls of expansion-j — Place strips of material, such as cork, asphalt, or steel into joints, or place rolls of expansion-joint material on machines that automatically insert material."
micro,1638,Food science technicians,Calibration procedure check — Verify calibration of analytical instruments used in food science.
micro,8235,Textile winding twisting and drawing out machine setters operators and tenders,Test drawing out consistency — Ensure consistent yarn draw-out quality across runs.
onet,12338,Home appliance repairers,"Set appliance thermostats, and check to ensure that they are functioning properly.Related occupation — Set appliance thermostats, and check to ensure that they are functioning properly."
micro,287,Entertainment and recreation managers except gambling,Analyze entertainment industry trends — Track and report on emerging trends in the entertainment sector.
onet,238,Financial managers,"Establish procedures for custody or control of assets, records, loan collateral, or securities to en — Establish procedures for custody or control of assets, records, loan collateral, or securities to ensure safekeeping."
onet,8174,Fast food and counter workers,"Brew coffee and tea, and fill containers with requested beverages."
micro,7439,Camera and photographic equipment repairers,Inspect camera lenses — Check for damage or wear on all camera lenses during routine checks.
onet,13647,Textile bleaching and dyeing machine operators and tenders,Test solutions used to process textile goods to detect variations from standards.Related occupations — Test solutions used to process textile goods to detect variations from standards.
micro,2479,Recreation and fitness studies teachers postsecondary,Develop a case study on a successful recreation program — Research and summarize a real-world example of effective recreation service.
onet,12303,Heating air conditioning and refrigeration mechanics and installers,Perform mechanical overhauls and refrigerant reclaiming.Related occupations — Perform mechanical overhauls and refrigerant reclaiming.
onet,10803,Cement masons and concrete finishers,"Cut metal division strips, and press them into terrazzo base so that top edges form desired design o — Cut metal division strips, and press them into terrazzo base so that top edges form desired design or pattern."
onet,11710,Computer automated teller and office machine repairers,Reassemble machines after making repairs or replacing parts.
micro,1486,Industrial-organizational psychologists,Prepare presentation for leadership — Compile findings into a clear executive summary.
onet,4884,Special education teachers kindergarten and elementary school,"Maintain accurate and complete student records as required by laws, district policies, or administra — Maintain accurate and complete student records as required by laws, district policies, or administrative regulations."
onet,11027, Painters construction and maintenance,"Apply primers or sealers to prepare new surfaces, such as bare wood or metal, for finish coats."
micro,8338,Sawing machine setters operators and tenders wood,Monitor machine performance — Track key performance indicators for sawing machines during operation.
onet,1717,Architects except landscape and naval,"Prepare information regarding design, structure specifications, materials, color, equipment, estimat — Prepare information regarding design, structure specifications, materials, color, equipment, estimated costs, or construction time."
micro,877,Chemical engineers,Organize team meeting agendas — Create and distribute agendas for chemical engineering team meetings.
onet,13860,Sawing machine setters operators and tenders wood,Operate panelboards of saw or conveyor systems to move stock through processes or to cut stock to sp — Operate panelboards of saw or conveyor systems to move stock through processes or to cut stock to specified dimensions.
micro,4826,Maids and housekeeping cleaners,Document cleaning procedures — Record and update cleaning procedures for future reference
onet,6280,Respiratory therapists,"Conduct tests, such as electrocardiograms (EKGs), stress testing, or lung capacity tests, to evaluat — Conduct tests, such as electrocardiograms (EKGs), stress testing, or lung capacity tests, to evaluate patients' cardiopulmonary functions."
onet,5733,Broadcast announcers and radio disc jockeys,Describe or demonstrate products that viewers may purchase through specific shows or in stores.
onet,2818,Hydrologists,"Investigate properties, origins, and activities of glaciers, ice, snow, and permafrost."
onet,8892,Shampooers,Sweep hair from the salon floor.
micro,6610,Plasterers and stucco masons,Compare plaster standards with specifications — Review project standards against actual plaster work to ensure compliance.
onet,50,Legislators,"Appoint nominees to leadership posts, or approve such appointments."
micro,5233,Recreation workers,Monitor client feedback — Collect and analyze client feedback to improve services.
onet,2523,Biochemists and biophysicists,"Study physical principles of living cells or organisms and their electrical or mechanical energy, ap — Study physical principles of living cells or organisms and their electrical or mechanical energy, applying methods and knowledge of mathematics, physics, chemistry, or biology."
micro,3401,Pharmacists,Conduct client consultations — Assist patients with medication adherence and side effects.
onet,10385,Office machine operators except computer,"Sort, assemble, and proof completed work."
onet,9546,Bill and account collectors,"Persuade customers to pay amounts due on credit accounts, damage claims, or nonpayable checks, or to — Persuade customers to pay amounts due on credit accounts, damage claims, or nonpayable checks, or to return merchandise."
micro,4262,Pharmacy aides,Patient follow-up scheduling — Automatically schedule follow-up appointments based on patient status.
