kind,id,occupation_title,task_text
onet,1165,Personal financial advisors,Analyze financial information obtained from clients to determine strategies for meeting clients' fin — Analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.
onet,11438,Rail-track laying and maintenance equipment operators,String and attach wire-guidelines machine to rails so that tracks or rails can be aligned or leveled — String and attach wire-guidelines machine to rails so that tracks or rails can be aligned or leveled.
micro,8006,Welding soldering and brazing machine setters operators and tenders,Clean workspaces — Remove debris and clean surfaces after welding and brazing operations.
micro,3901,Dietetic technicians,Assist with meal planning for patients — Help dietetic technicians create balanced meal plans for clients based on dietary requirements.
micro,1300,Conservation scientists,Create educational materials for local communities — Design and produce outreach content to engage local stakeholders in conservation efforts.
onet,8641,Ushers lobby attendants and ticket takers,Assist patrons by giving directions to points in or outside of the facility or providing information — Assist patrons by giving directions to points in or outside of the facility or providing information about local attractions.
onet,3604,Lawyers,"Study Constitution, statutes, decisions, regulations, and ordinances of quasi-judicial bodies to det — Study Constitution, statutes, decisions, regulations, and ordinances of quasi-judicial bodies to determine ramifications for cases."
micro,5675,Brokerage clerks,Update internal documentation — Ensure all internal documents are current and accessible.
onet,5412,Floral designers,"Decorate, or supervise the decoration of, buildings, halls, churches, or other facilities for partie — Decorate, or supervise the decoration of, buildings, halls, churches, or other facilities for parties, weddings and other occasions."
micro,3998,Medical records specialists,Classify and tag medical imaging files — Apply consistent tags to imaging records for faster access.
onet,3096,Biological technicians,"Conduct research, or assist in the conduct of research, including the collection of information and  — Conduct research, or assist in the conduct of research, including the collection of information and samples, such as blood, water, soil, plants and animals."
onet,13773,Cabinetmakers and bench carpenters,"Attach parts or subassemblies together to form completed units, using glue, dowels, nails, screws, o — Attach parts or subassemblies together to form completed units, using glue, dowels, nails, screws, or clamps."
onet,6762,Cardiovascular technologists and technicians,"Conduct electrocardiogram (EKG), phonocardiogram, echocardiogram, stress testing, or other cardiovas — Conduct electrocardiogram (EKG), phonocardiogram, echocardiogram, stress testing, or other cardiovascular tests to record patients' cardiac activity, using specialized electronic test equipment, recording devices, or laboratory instruments."
micro,2092,Legal support workers all other,Review legal trends — Analyze industry legal trends to inform strategy.
onet,10064,Public safety telecommunicators,"Test and adjust communication and alarm systems, and report malfunctions to maintenance units."
micro,7345,Mechanical door repairers,Train new technicians — Demonstrate repair procedures and safety protocols
micro,4421,Fish and game wardens,Assess wildlife violations — Review reports of illegal fishing or hunting activities.
micro,6401,Floor sanders and finishers,Record sanding times — Log sanding duration for each project to track productivity.
onet,10110,Postal service mail carriers,Leave notices telling patrons where to collect mail that could not be delivered.
onet,9865,Library assistants clerical,Register new patrons and issue borrower identification cards that permit patrons to borrow books and — Register new patrons and issue borrower identification cards that permit patrons to borrow books and other materials.
onet,4211,Health specialties teachers postsecondary,"Serve on academic or administrative committees that deal with institutional policies, departmental m — Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues."
onet,13925,Power plant operators,"Take regulatory action, based on readings from charts, meters and gauges, at established intervals.R — Take regulatory action, based on readings from charts, meters and gauges, at established intervals."
onet,11579,Explosives workers ordnance handling experts and blasters,"Verify detonation of charges by observing control panels, or by listening for the sounds of blasts."
onet,13368,Plating machine setters operators and tenders metal and plastic,"Rinse coated objects in cleansing liquids and dry them with cloths, centrifugal driers, or by tumbli — Rinse coated objects in cleansing liquids and dry them with cloths, centrifugal driers, or by tumbling in sawdust-filled barrels."
micro,3335,Oral and maxillofacial surgeons,Patient referral coordination — Manage referrals to specialists and support services.
micro,7129,Electronic equipment installers and repairers motor vehicles,Calibrate vehicle diagnostic tools — Set up and test OBD-II scanners and other diagnostic equipment.
onet,1011,Fundraisers,"Coordinate transportation or delivery of materials, supplies, or donations for fundraising events."
micro,5091,Morticians undertakers and funeral arrangers,Preparation checklist creation — Generate and update a detailed preparation checklist for funeral services.
onet,7542,First-line supervisors of correctional officers,"Rate behavior of inmates, promoting acceptable attitudes and behaviors to those with low ratings."
onet,15046,Sailors and marine oilers,Maintain a ship's engines under the direction of the ship's engineering officers.Related occupations — Maintain a ship's engines under the direction of the ship's engineering officers.
onet,12391,Millwrights,"Level bedplate and establish centerline, using straightedge, levels, and transit.Related occupations — Level bedplate and establish centerline, using straightedge, levels, and transit."
micro,654,Network and computer systems administrators,Manage firewall rules — Update firewall configurations to block suspicious IP addresses.
onet,7720,Correctional officers and jailers,Participate in required job training.
micro,1042,Architectural and civil drafters,Prepare cost estimation report — Compile material and labor costs based on design specifications.
micro,6941,Continuous mining machine operators,Conduct equipment balance checks — Check and balance mining equipment for even wear and tear.
micro,801,Landscape architects,Draft project timeline — Create a Gantt chart or timeline for the landscape design implementation.
onet,5022,Self-enrichment teachers,Prepare students for further development by encouraging them to explore learning opportunities and t — Prepare students for further development by encouraging them to explore learning opportunities and to persevere with challenging tasks.
onet,14920,Shuttle drivers and chauffeurs,Complete accident reports when necessary.Related occupations — Complete accident reports when necessary.
micro,4568,Protective service workers all other,Collect customer feedback — Gather and categorize feedback from customers to improve service quality.
onet,3673,Judges magistrate judges and magistrates,Write decisions on cases.
onet,13500,Pressers textile garment and related materials,"Remove finished pieces from pressing machines and hang or stack them for cooling, or forward them fo — Remove finished pieces from pressing machines and hang or stack them for cooling, or forward them for additional processing."
onet,7350,Physical therapist assistants,"Perform clerical duties, such as taking inventory, ordering supplies, answering telephone, taking me — Perform clerical duties, such as taking inventory, ordering supplies, answering telephone, taking messages, or filling out forms."
micro,2625,Special education teachers secondary school,Assess student progress — Use formative assessments to track student understanding.
micro,1337,Medical scientists except epidemiologists,"Prepare presentation slides — Create concise, visually appealing slides for a medical conference."
micro,761,Data scientists,Model validation — Evaluate model performance using appropriate metrics.
onet,10429,First-line supervisors of farming fishing and forestry workers,"Assign tasks such as feeding and treatment of animals, and cleaning and maintenance of animal quarte — Assign tasks such as feeding and treatment of animals, and cleaning and maintenance of animal quarters."
micro,9479,Funeral home managers,Conduct staff performance reviews — Organize and analyze staff performance evaluations.
micro,4669,Cooks all other,Serve first course — Place appetizers on each guest's plate.
micro,9394,Fundraising managers,Prepare grant proposal — Draft sections of a grant application
onet,4601,Preschool teachers except special education,"Meet with parents and guardians to discuss their children's progress and needs, determine their prio — Meet with parents and guardians to discuss their children's progress and needs, determine their priorities for their children, and suggest ways that they can promote learning and development."
micro,2245,Area ethnic and cultural studies teachers postsecondary,Collaborate with colleagues — Coordinate with department members to align teaching strategies.
onet,8074,Cooks private household,"Keep records pertaining to menus, finances, and other business-related issues."
micro,6348,Stonemasons,Conduct site assessment — Inspect the construction site for safety hazards and structural integrity.
micro,8818,Aircraft cargo handling supervisors,Generate performance dashboards — Create visual dashboards to display key performance indicators for cargo handling.
onet,91,Advertising and promotions managers,"Read trade journals and professional literature to stay informed on trends, innovations, and changes — Read trade journals and professional literature to stay informed on trends, innovations, and changes that affect media planning."
micro,6911,Earth drillers except oil and gas,Generate drilling plan — Create detailed drilling strategy based on site data.
onet,4152,Psychology teachers postsecondary,"Develop and use multimedia course materials and other current technology, such as online courses."
onet,2543,Biochemists and biophysicists,"Investigate the nature, composition, or expression of genes or research how genetic engineering can  — Investigate the nature, composition, or expression of genes or research how genetic engineering can impact these processes."
micro,308,Management analysts,Prepare budget projections — Create forward-looking financial forecasts based on current data
onet,2716,Chemists,"Develop, improve, or customize products, equipment, formulas, processes, or analytical methods."
micro,7870,Lathe and turning machine tool setters operators and tenders metal and plastic,Inspect machine setup before operation — Check lathe and turning machine alignment and tooling before starting production.
onet,556,Food service managers,Create specialty dishes and develop recipes to be used in dining facilities.
onet,12406,Millwrights,"Inventory and store parts, tools, and equipment.Related occupations — Inventory and store parts, tools, and equipment."
onet,332,Compensation and benefits managers,Plan and conduct new-employee orientations to foster positive attitude toward organizational objecti — Plan and conduct new-employee orientations to foster positive attitude toward organizational objectives.
micro,4860,Landscaping and groundskeeping workers,Document safety incidents — Log any accidents or safety concerns during landscaping activities.
onet,4519,Philosophy and religion teachers postsecondary,"Supervise undergraduate or graduate teaching, internship, and research work."
micro,193,Farmers ranchers and other agricultural managers,Track water usage efficiency — Monitor and analyze water consumption across fields.
onet,8700,Locker room coatroom and dressing room attendants,Clean facilities such as floors or locker rooms.
micro,6470,Pile driver operators,Conduct daily site safety briefings — Ensure all operators review safety protocols before starting work
micro,4737,Dining room and cafeteria attendants and bartender helpers,"Prepare refreshments — Brew coffee, prepare juices, and set up drink stations."
micro,3751,Physicians all other,Conduct staff wellness check-ins — Send personalized wellness surveys to employees
micro,8221,Textile knitting and weaving machine setters operators and tenders,Document machine maintenance — Record maintenance activities for compliance and reference.
micro,5717,Customer service representatives,Prepare response templates — Create standardized replies for common customer issues
