kind,id,occupation_title,task_text
onet,14917,Shuttle drivers and chauffeurs,"Pick up or meet passengers according to requests, appointments, or schedules.Related occupations — Pick up or meet passengers according to requests, appointments, or schedules."
micro,2847,Special effects artists and animators,Character design — Design and iterate character models for visual effects
onet,7223,Nursing assistants,Turn or reposition bedridden patients.
onet,2114,Mechanical engineers,Solicit new business.
micro,7941,Foundry mold and coremakers,"Inspect foundry molds for wear — Check molds for cracks, deformation, and surface defects to ensure quality."
onet,10153,Shipping receiving and inventory clerks,"Examine shipment contents and compare with records, such as manifests, invoices, or orders, to verif — Examine shipment contents and compare with records, such as manifests, invoices, or orders, to verify accuracy."
micro,6676,Solar photovoltaic installers,Project timeline creation — Develop a timeline for solar installation phases.
onet,6569,Family medicine physicians,"Direct and coordinate activities of nurses, students, assistants, specialists, therapists, and other — Direct and coordinate activities of nurses, students, assistants, specialists, therapists, and other medical staff."
onet,4697,Elementary school teachers except special education,Organize and label materials and display students' work.
onet,5956,Lighting technicians,"Perform minor repairs or routine maintenance on lighting equipment, such as replacing lamps or damag — Perform minor repairs or routine maintenance on lighting equipment, such as replacing lamps or damaged color filters."
onet,14791,Flight attendants,"Determine special assistance needs of passengers, such as small children, the elderly, or persons wi — Determine special assistance needs of passengers, such as small children, the elderly, or persons with disabilities."
onet,13679,Textile knitting and weaving machine setters operators and tenders,Inspect machinery to determine whether repairs are needed.Related occupations — Inspect machinery to determine whether repairs are needed.
micro,2106,Computer science teachers postsecondary,Plan class activities — Design engaging and interactive class activities.
micro,6923,Explosives workers ordnance handling experts and blasters,Verify blaster calibration records — Check calibration logs to ensure blasters meet performance standards.
onet,2302,Electrical and electronic engineering technologists and technicians,"Produce electronics drawings or other graphics representing industrial control, instrumentation, sen — Produce electronics drawings or other graphics representing industrial control, instrumentation, sensors, or analog or digital telecommunications networks, using computer-aided design (CAD) software."
onet,14075,Separating filtering clarifying precipitating and still machine setters operators and tenders,"Dump, pour, or load specified amounts of refined or unrefined materials into equipment or containers — Dump, pour, or load specified amounts of refined or unrefined materials into equipment or containers for further processing or storage."
micro,8312,Model makers wood,Log material usage — Record daily wood usage in production logs.
micro,2748,Librarians and media collections specialists,Develop outreach programs — Plan events to engage community with library resources.
onet,13291,Welders cutters solderers and brazers,"Operate metal shaping, straightening, and bending machines, such as brakes and shears.Related occupa — Operate metal shaping, straightening, and bending machines, such as brakes and shears."
onet,14459,Computer numerically controlled tool operators,"Implement changes to machine programs, and enter new specifications, using computers.Related occupat — Implement changes to machine programs, and enter new specifications, using computers."
onet,4227,Nursing instructors and teachers postsecondary,"Prepare course materials, such as syllabi, homework assignments, and handouts."
onet,7549,First-line supervisors of police and detectives,"Inform personnel of changes in regulations and policies, implications of new or amended laws, and ne — Inform personnel of changes in regulations and policies, implications of new or amended laws, and new techniques of police work."
onet,12648,Riggers,"Control movement of heavy equipment through narrow openings or confined spaces, using chainfalls, gi — Control movement of heavy equipment through narrow openings or confined spaces, using chainfalls, gin poles, gallows frames, and other equipment."
onet,11644,Loading and moving machine operators underground mining,Advance machines to gather material and convey it into cars.
micro,3396,Optometrists,Update patient education materials — Revise and publish updated guides for patients.
micro,2999,Athletes and sports competitors,Create athlete event marketing materials — Design promotional content for athlete-sponsored events.
onet,1462,Database administrators,Select and enter codes to monitor database performance and to create production databases.
onet,5790,Editors,Confer with management and editorial staff members regarding placement and emphasis of developing ne — Confer with management and editorial staff members regarding placement and emphasis of developing news stories.
onet,5953,Lighting technicians,Notify supervisors when major lighting equipment repairs are needed.
onet,9446,Sales engineers,Train team members in the customer applications of technologies.
onet,4590,Career/technical education teachers postsecondary,"Participate in conferences, seminars, and training sessions to keep abreast of developments in the f — Participate in conferences, seminars, and training sessions to keep abreast of developments in the field, and integrate relevant information into training programs."
onet,1117,Budget analysts,Summarize budgets and submit recommendations for the approval or disapproval of funds requests.
micro,2381,Law teachers postsecondary,Review curriculum materials — Analyze current course content to ensure alignment with educational standards.
onet,4844,Special education teachers preschool,Instruct and monitor students in the use and care of equipment or materials to prevent injuries and  — Instruct and monitor students in the use and care of equipment or materials to prevent injuries and damage.
micro,6038,Secretaries and administrative assistants except legal medical and executive,Update contact records — Compile and verify all employee contact information in the CRM system.
onet,5140,Museum technicians and conservators,Estimate cost of restoration work.
onet,7452,Medical transcriptionists,"Receive patients, schedule appointments, and maintain patient records."
micro,7774,Food batchmakers,Record equipment maintenance — Log any maintenance or repairs performed on production equipment.
onet,8175,Fast food and counter workers,"Clean and organize eating, service, and kitchen areas."
onet,1429,Computer network architects,Communicate with system users to ensure accounts are set up properly or to diagnose and solve operat — Communicate with system users to ensure accounts are set up properly or to diagnose and solve operational problems.
onet,8965,Childcare workers,Maintain a safe play environment.
micro,4185,Physical therapist assistants,Conduct post-visit reviews — Review patient outcomes and provide feedback to care teams.
onet,14309,Dental laboratory technicians,"Apply porcelain paste or wax over prosthesis frameworks or setups, using brushes and spatulas.Relate — Apply porcelain paste or wax over prosthesis frameworks or setups, using brushes and spatulas."
onet,13202,Molding coremaking and casting machine setters operators and tenders metal and plastic,"Remove parts, such as dies, from machines after production runs are finished.Related occupations — Remove parts, such as dies, from machines after production runs are finished."
onet,245,Financial managers,Network within communities to find and attract new business.
onet,12857,Meat poultry and fish cutters and trimmers,Weigh meats and tag containers for weight and contents.Related occupations — Weigh meats and tag containers for weight and contents.
onet,15368,Packers and packagers hand,Transport packages to customers' vehicles.Related occupations — Transport packages to customers' vehicles.
onet,10286,Word processors and typists,Collate pages of reports and other documents.
micro,7165,Aircraft mechanics and service technicians,Update maintenance logs — Record service activities and part replacements in the logbook.
onet,2497,Soil and plant scientists,"Conduct experiments to develop new or improved varieties of field crops, focusing on characteristics — Conduct experiments to develop new or improved varieties of field crops, focusing on characteristics such as yield, quality, disease resistance, nutritional value, or adaptation to specific soils or climates."
micro,2803,Educational instruction and library workers all other,Assist with event planning — Organize and coordinate educational events for students.
onet,9944,Human resources assistants except payroll and timekeeping,Prepare and set up for new employee orientations.
micro,9134,Aircraft service attendants,Documentation of service procedures — Create and update standard operating procedures for aircraft service attendants.
micro,2326,Health specialties teachers postsecondary,Conduct classroom observations — Record and analyze teaching effectiveness.
micro,8709,Cleaning washing and metal pickling equipment operators and tenders,Sanitize work surfaces — Wipe down work areas to prevent cross-contamination and maintain hygiene.
micro,8350,Woodworking machine setters operators and tenders except sawing,Document machine setup procedures — Create and update standard operating procedures for machine setters.
onet,11189,Structural iron and steel workers,Hold rivets while riveters use air hammers to form heads on rivets.
micro,5340,Parts salespersons,Conduct market research — Research customer preferences and market trends.
onet,11678,Helpers extraction workers,Organize materials to prepare for use.
onet,656,Postmasters and mail superintendents,Resolve customer complaints.
micro,3827,Nuclear medicine technologists,Assist with equipment calibration — Perform routine checks and log calibration results for imaging devices.
micro,9419,Natural sciences managers,Monitor publication progress — Track submission status and required revisions for scientific papers.
onet,5904,Broadcast technicians,"Report equipment problems, ensure that repairs are made, and make emergency repairs to equipment whe — Report equipment problems, ensure that repairs are made, and make emergency repairs to equipment when necessary and possible."
onet,4766,Career/technical education teachers middle school,"Attend professional meetings, educational conferences, and teacher training workshops to maintain an — Attend professional meetings, educational conferences, and teacher training workshops to maintain and improve professional competence."
micro,766,Data scientists,Hyperparameter tuning — Optimize model hyperparameters using automated search.
onet,2150,Nuclear engineers,"Perform experiments that will provide information about acceptable methods of nuclear material usage — Perform experiments that will provide information about acceptable methods of nuclear material usage, nuclear fuel reclamation, or waste disposal."
onet,7332,Occupational therapy aides,Sanitize equipment.
micro,2417,English language and literature teachers postsecondary,Create assessment rubrics — Design clear rubrics for evaluating student essays and presentations.
micro,4133,Orderlies,Patient transport coordination — Confirm and document transport schedules with the transport team
onet,8574,Gambling dealers,Greet customers and make them feel welcome.
micro,2311,Social sciences teachers postsecondary all other,Compile references for research papers — Gather and organize credible sources for upcoming research projects.
micro,8199,Textile bleaching and dyeing machine operators and tenders,Analyze production yield data — Examine yield data from bleaching and dyeing processes to identify optimization opportunities.
onet,11940,Security and fire alarm systems installers,Provide customers with cost estimates for equipment installation.Related occupations — Provide customers with cost estimates for equipment installation.
onet,8460,Tree trimmers and pruners,"Water, root-feed, and fertilize trees."
onet,8219,Waiters and waitresses,Check with customers to see if they want to apply any rewards to their purchase.
onet,2639,Epidemiologists,Write grant applications to fund epidemiologic research.
micro,2464,Family and consumer sciences teachers postsecondary,Design interactive lesson plans — Incorporate digital tools to create engaging classroom activities.
micro,2488,Career/technical education teachers postsecondary,Develop assessment rubrics — Create clear rubrics for student evaluations
micro,3354,Prosthodontists,Prepare patient education materials — Create clear instructions for patients on prosthetic care.
onet,10719,Carpet installers,"Roll out, measure, mark, and cut carpeting to size with a carpet knife, following floor sketches and — Roll out, measure, mark, and cut carpeting to size with a carpet knife, following floor sketches and allowing extra carpet for final fitting."
micro,5522,First-line supervisors of office and administrative support workers,Facilitate training sessions — Organize and lead training or development workshops for staff.
onet,3534,Community health workers,Attend community meetings or health fairs to understand community issues or build relationships with — Attend community meetings or health fairs to understand community issues or build relationships with community members.
micro,4973,Gambling and sports book writers and runners,Interview a book writer — Conduct interviews with authors to understand their writing process and challenges.
onet,13786,Cabinetmakers and bench carpenters,"Apply Masonite, formica, or vinyl surfacing materials.Related occupations — Apply Masonite, formica, or vinyl surfacing materials."
onet,1529,Computer programmers,Collaborate with computer manufacturers and other users to develop new programming methods.
micro,2794,Teaching assistants except postsecondary,Provide attendance updates — Compile and share daily attendance summaries with staff.
onet,1291,Loan officers,Review accounts to determine write-offs for collection agencies.
onet,7588,First-line supervisors of firefighting and prevention workers,Study and interpret fire safety codes to establish procedures for issuing permits to handle hazardou — Study and interpret fire safety codes to establish procedures for issuing permits to handle hazardous or flammable substances.
micro,399,Property appraisers and assessors,Update appraisal methodologies — Review industry standards and update appraisal techniques.
onet,2483,Food scientists and technologists,"Develop food standards and production specifications, safety and sanitary regulations, and waste man — Develop food standards and production specifications, safety and sanitary regulations, and waste management and water supply specifications."
