kind,id,occupation_title,task_text
micro,1112,Civil engineering technologists and technicians,Assess environmental impact — Evaluate and report on the environmental effects of ongoing projects.
onet,11632,Loading and moving machine operators underground mining,"Observe hand signals, grade stakes, or other markings when operating machines."
onet,12448,Telecommunications line installers and repairers,"String cables between structures and lines from poles, towers, or trenches, and pull lines to proper — String cables between structures and lines from poles, towers, or trenches, and pull lines to proper tension."
onet,790,Claims adjusters examiners and investigators,"Interview or correspond with claimants, witnesses, police, physicians, or other relevant parties to  — Interview or correspond with claimants, witnesses, police, physicians, or other relevant parties to determine claim settlement, denial, or review."
micro,5405,Sales representatives wholesale and manufacturing technical and scientific products,Analyze lead sources — Track and evaluate the effectiveness of different lead generation methods.
onet,9741,Court municipal and license clerks,"Perform general office duties, such as taking or transcribing dictation, typing or proofreading corr — Perform general office duties, such as taking or transcribing dictation, typing or proofreading correspondence, distributing or filing official forms, or scheduling appointments."
micro,9405,Medical and health services managers,Track inventory levels — Monitor medical supplies and reorder as needed.
onet,2678,Physicists,"Perform complex calculations as part of the analysis and evaluation of data, using computers."
micro,2663,Substitute teachers short-term,Prepare lesson plans — Create engaging lesson plans for substitute teaching sessions.
onet,11397,Hazardous materials removal workers,"Process e-waste, such as computer components containing lead or mercury."
onet,9261,Securities commodities and financial services sales agents,Explain stock market terms or trading practices to clients.
micro,2700,Teachers and instructors all other,Prepare for exams — Organize study guides and practice tests.
micro,1310,Foresters,Conduct site assessment — Evaluate forest conditions and identify key physical and social factors.
micro,6471,Pile driver operators,Perform equipment inspection checklist — Inspect pile driver machinery for wear and safety compliance
onet,2720,Chemists,"Write technical papers or reports or prepare standards and specifications for processes, facilities, — Write technical papers or reports or prepare standards and specifications for processes, facilities, products, or tests."
onet,14563,Etchers and engravers,"Sandblast exposed areas of glass to cut designs in surfaces, using spray guns.Related occupations — Sandblast exposed areas of glass to cut designs in surfaces, using spray guns."
onet,11921,Audiovisual equipment installers and repairers,"Tune or adjust equipment and instruments to obtain optimum visual or auditory reception, according t — Tune or adjust equipment and instruments to obtain optimum visual or auditory reception, according to specifications, manuals, and drawings."
onet,5690,Musicians and singers,"Practice performances, individually or in rehearsal with other musicians, to master individual piece — Practice performances, individually or in rehearsal with other musicians, to master individual pieces of music or to maintain and improve skills."
micro,8035,Layout workers metal and plastic,Audit material waste — Track and analyze waste generated from metal and plastic processing.
