kind,id,occupation_title,task_text
onet,1694,Statisticians,"Plan data collection methods for specific projects, and determine the types and sizes of sample grou — Plan data collection methods for specific projects, and determine the types and sizes of sample groups to be used."
onet,11211,Solar photovoltaic installers,"Program, adjust, or configure inverters and controls for desired set points and operating modes."
micro,1044,Architectural and civil drafters,Coordinate with construction team — Facilitate communication between architects and contractors.
onet,7580,First-line supervisors of firefighting and prevention workers,Evaluate fire station procedures to ensure efficiency and enforcement of departmental regulations.
micro,7179,Automotive body and related repairers,"Clean and organize body shop workspace — Remove tools, parts, and debris from the body repair area."
micro,5489,Telemarketers,Assist in lead qualification — Develop criteria to filter qualified leads automatically.
onet,14141,Mixing and blending machine setters operators and tenders,Dump or pour specified amounts of materials into machinery or equipment.Related occupations — Dump or pour specified amounts of materials into machinery or equipment.
micro,2033,Arbitrators mediators and conciliators,Conduct pre-mediation interviews — Interview relevant witnesses to gather testimonies for arbitration.
micro,4997,Motion picture projectionists,Maintain projector lenses — Clean and replace projector lenses regularly to avoid image distortion.
micro,585,Computer and information research scientists,Translate findings into summaries — Write concise summaries of research outcomes for stakeholders.
onet,3368,Educational guidance and career counselors and advisors,Establish contacts with employers to create internship and employment opportunities for students.
micro,7960,Molding coremaking and casting machine setters operators and tenders metal and plastic,Update maintenance logs — Document machine maintenance and repairs.
onet,3021,Historians,"Conserve and preserve manuscripts, records, and other artifacts."
micro,8342,Sawing machine setters operators and tenders wood,Prepare workstation layouts — Arrange tools and materials for efficient workflow on sawing machines.
onet,13054,Grinding lapping polishing and buffing machine tool setters operators and tenders metal and plastic,Maintain stocks of machine parts and machining tools.Related occupations — Maintain stocks of machine parts and machining tools.
micro,6330,Boilermakers,Conduct equipment safety training — Organize hands-on training for workers using Boilermakers equipment.
onet,9766,Credit authorizers checkers and clerks,"Contact former employers and other acquaintances to verify applicants' references, employment, healt — Contact former employers and other acquaintances to verify applicants' references, employment, health history, or social behavior."
micro,6642,Sheet metal workers,Calculate material costs per unit — Compute material expenses for a given sheet metal order
onet,7513,Phlebotomists,"Administer subcutaneous or intramuscular injects, in accordance with licensing restrictions."
micro,132,Purchasing managers,Update supplier contracts — Review and amend existing supplier agreements
micro,1743,Forensic science technicians,Maintain laboratory inventory — Track and manage forensic lab supplies and reagents.
onet,3387,Marriage and family therapists,"Write evaluations of parents and children for use by courts deciding divorce and custody cases, test — Write evaluations of parents and children for use by courts deciding divorce and custody cases, testifying in court if necessary."
micro,302,Management analysts,Review financial forecasts — Analyze last quarter's budget reports and identify variances
