kind,id,occupation_title,task_text
onet,13138,Pourers and casters metal,"Examine molds to ensure they are clean, smooth, and properly coated.Related occupations — Examine molds to ensure they are clean, smooth, and properly coated."
onet,1505,Network and computer systems administrators,"Load computer tapes and disks, and install software and printer paper or forms."
micro,1428,Environmental scientists and specialists including health,Identify emerging environmental health threats — Monitor new research for potential health risks.
onet,7314,Occupational therapy assistants,Order any needed educational or treatment supplies.
onet,5877,Audio and video technicians,"Install, adjust, and operate electronic equipment to record, edit, and transmit radio and television — Install, adjust, and operate electronic equipment to record, edit, and transmit radio and television programs, motion pictures, video conferencing, or multimedia presentations."
onet,1726,Architects except landscape and naval,Direct activities of technicians engaged in preparing drawings or specification documents.
micro,978,Materials engineers,Prepare training materials on materials — Develop educational content for engineers
onet,3913,Forestry and conservation science teachers postsecondary,Provide information to the public by leading workshops and training programs and by developing educa — Provide information to the public by leading workshops and training programs and by developing educational materials.
onet,12217,Tire repairers and changers,"Inspect tire casings for defects, such as holes or tears.Related occupations — Inspect tire casings for defects, such as holes or tears."
micro,3256,Photographers,Draft captions — Write short descriptions for social media posts
onet,2553,Microbiologists,"Prepare technical reports and recommendations, based upon research outcomes."
onet,8889,Shampooers,Launder and fold the towels that are used for drying customers' hair.
onet,10484,Animal breeders,"Arrange for sale of animals and eggs to hospitals, research centers, pet shops, and food processing  — Arrange for sale of animals and eggs to hospitals, research centers, pet shops, and food processing plants."
onet,13640,Textile bleaching and dyeing machine operators and tenders,"Confer with coworkers to get information about order details, processing plans, or problems that occ — Confer with coworkers to get information about order details, processing plans, or problems that occur."
micro,7233,Farm equipment mechanics and service technicians,Communicate with clients — Provide clear updates to clients about the status of their equipment installation.
micro,8430,Chemical plant and system operators,Monitor pressure gauges — Ensure all pressure readings are within safe operational limits.
onet,7357,Physical therapist aides,"Confer with physical therapy staff or others to discuss and evaluate patient information for plannin — Confer with physical therapy staff or others to discuss and evaluate patient information for planning, modifying, or coordinating treatment."
onet,13742, Fabric and apparel patternmakers,"Determine the best layout of pattern pieces to minimize waste of material, and mark fabric according — Determine the best layout of pattern pieces to minimize waste of material, and mark fabric accordingly."
micro,2644,Special education teachers all other,Record student observations — Document daily observations and progress notes for special education students.
onet,1159,Financial and investment analysts,"Present oral or written reports on general economic trends, individual corporations, and entire indu — Present oral or written reports on general economic trends, individual corporations, and entire industries."
onet,5865,Court reporters and simultaneous captioners,Respond to requests during court sessions to read portions of the proceedings already recorded.
onet,4918,Special education teachers middle school,Monitor teachers and teacher assistants to ensure that they adhere to inclusive special education pr — Monitor teachers and teacher assistants to ensure that they adhere to inclusive special education program requirements.
micro,8425,Water and wastewater treatment plant and system operators,Conduct safety inspections — Inspect workplace safety compliance and hazards.
onet,11927,Security and fire alarm systems installers,"Demonstrate systems for customers and explain details, such as the causes and consequences of false  — Demonstrate systems for customers and explain details, such as the causes and consequences of false alarms."
onet,15459,Tank car truck and ship loaders,"Observe positions of cars passing loading spouts, and swing spouts into the correct positions at the — Observe positions of cars passing loading spouts, and swing spouts into the correct positions at the appropriate times."
onet,1507,Network and computer systems administrators,"Maintain logs related to network functions, as well as maintenance and repair records."
onet,8014,First-line supervisors of food preparation and serving workers,"Control inventories of food, equipment, smallware, and liquor, and report shortages to designated pe — Control inventories of food, equipment, smallware, and liquor, and report shortages to designated personnel."
onet,403,Farmers ranchers and other agricultural managers,"Direct crop production operations, such as planning, tilling, planting, fertilizing, cultivating, sp — Direct crop production operations, such as planning, tilling, planting, fertilizing, cultivating, spraying, and harvesting."
onet,1444,Computer network architects,"Prepare or monitor project schedules, budgets, or cost control systems."
micro,8448,Gas plant operators,Document incident reports — Compile and update incident reports for continuous improvement.
micro,1201,Surveying and mapping technicians,Mapping creation — Create digital maps using collected survey data
onet,7485,Veterinary assistants and laboratory animal caretakers,Provide assistance with euthanasia of animals or disposal of corpses.
micro,9115,Parking attendants,Provide route guidance for drivers — Offer directions to different parking zones to reduce congestion.
micro,3333,Oral and maxillofacial surgeons,Research literature review — Search and summarize recent studies in oral and maxillofacial surgery.
onet,3372,Educational guidance and career counselors and advisors,"Sponsor extracurricular activities, such as clubs, student organizations, and academic contests."
