kind,id,occupation_title,task_text
onet,15290,Hoist and winch operators,Observe equipment gauges and indicators and hand signals of other workers to verify load positions o — Observe equipment gauges and indicators and hand signals of other workers to verify load positions or depths.
onet,15067,Captains mates and pilots of water vessels,"Direct courses and speeds of ships, based on specialized knowledge of local winds, weather, water de — Direct courses and speeds of ships, based on specialized knowledge of local winds, weather, water depths, tides, currents, and hazards."
onet,8987,Childcare workers,"Perform general personnel functions, such as supervision, training, and scheduling."
onet,4903,Special education teachers middle school,Develop and implement strategies to meet the needs of students with a variety of handicapping condit — Develop and implement strategies to meet the needs of students with a variety of handicapping conditions.
onet,7092,Opticians dispensing,"Assemble eyeglasses by cutting and edging lenses, and fitting the lenses into frames."
onet,9244,Securities commodities and financial services sales agents,Monitor markets or positions.
onet,4421,Communications teachers postsecondary,Write grant proposals to procure external research funding.
onet,6597,Neurologists,Order or interpret results of laboratory analyses of patients' blood or cerebrospinal fluid.
micro,9626,Geoscientists except hydrologists and geographers,Review geological maps — Analyze recent geological maps to identify new mineral deposits.
onet,13451,Print binding and finishing workers,"Install or adjust bindery machine devices, such as knives, guides, rollers, rounding forms, creasing — Install or adjust bindery machine devices, such as knives, guides, rollers, rounding forms, creasing rams, or clamps, to accommodate sheets, signatures, or books of specified sizes."
onet,13833,Patternmakers wood,Estimate costs for patternmaking jobs.Related occupations — Estimate costs for patternmaking jobs.
onet,5125,Museum technicians and conservators,Notify superior when restoration of artifacts requires outside experts.
onet,12385,Millwrights,"Insert shims, adjust tension on nuts and bolts, or position parts, using hand tools and measuring in — Insert shims, adjust tension on nuts and bolts, or position parts, using hand tools and measuring instruments, to set specified clearances between moving and stationary parts."
onet,7790,Fish and game wardens,Participate in firefighting efforts.
micro,1214,Animal scientists,Create animal nutrition guidelines — Develop evidence-based nutrition plans for laboratory animals.
micro,8228,Textile winding twisting and drawing out machine setters operators and tenders,Monitor drawing force — Track and adjust drawing force settings during operation.
micro,3859,Magnetic resonance imaging technologists,Software update management — Apply updates to MRI software to ensure compatibility.
onet,5572,Coaches and scouts,"Explain and demonstrate the use of sports and training equipment, such as trampolines or weights."
onet,5347,Fine artists including painters sculptors and illustrators,Teach artistic techniques to children or adults.
micro,1863,Healthcare social workers,"Coordinate with agencies — Liaise between social workers, local government, and nonprofits."
micro,3283,Film and video editors,Music licensing verification — Check licensing status of background music for compliance.
