kind,id,occupation_title,task_text
onet,2840,Survey researchers,"Conduct surveys and collect data, using methods such as interviews, questionnaires, focus groups, ma — Conduct surveys and collect data, using methods such as interviews, questionnaires, focus groups, market analysis surveys, public opinion polls, literature reviews, and file reviews."
onet,8045,Cooks fast food,Take food and drink orders and receive payment from customers.
onet,10562,Farmworkers farm ranch and aquacultural animals,"Maintain growth, feeding, production, and cost records."
onet,8795,Morticians undertakers and funeral arrangers,"Provide or arrange transportation between sites for the remains, mourners, pallbearers, clergy, or f — Provide or arrange transportation between sites for the remains, mourners, pallbearers, clergy, or flowers."
micro,3942,Surgical technologists,Sterilization Log Review — Review and update sterilization logs for compliance.
micro,8482,Chemical equipment operators and tenders,Document equipment maintenance logs — Record and organize maintenance activities for chemical processing equipment.
onet,14273,Jewelers and precious stone and metal workers,"Cut and file pieces of jewelry such as rings, brooches, bracelets, and lockets.Related occupations — Cut and file pieces of jewelry such as rings, brooches, bracelets, and lockets."
onet,15233,Transportation inspectors,Measure heights and widths of loads to ensure they will pass over bridges or through tunnels on sche — Measure heights and widths of loads to ensure they will pass over bridges or through tunnels on scheduled routes.
micro,371,Market research analysts and marketing specialists,"Prepare market report for stakeholders — Organize findings into a concise, visually appealing report."
micro,2162,Biological science teachers postsecondary,Student assessment analysis — Analyze assessment data to identify learning gaps.
micro,4710,Waiters and waitresses,Take orders — Collect and confirm customer orders
onet,8851,Makeup artists theatrical and performance,"Study production information, such as character descriptions, period settings, and situations, to de — Study production information, such as character descriptions, period settings, and situations, to determine makeup requirements."
micro,5842,Receptionists and information clerks,Coordinate travel arrangements — Book and confirm travel logistics for team members.
micro,1624,Agricultural technicians,Create safety report — Compile safety incidents and corrective actions.
micro,8573,Furnace kiln oven drier and kettle operators and tenders,Assess kettle kinetics performance — Evaluate the efficiency of kettle heating cycles for optimal results.
onet,5772,Public relations specialists,"Prepare or edit organizational publications, such as employee newsletters or stockholders' reports,  — Prepare or edit organizational publications, such as employee newsletters or stockholders' reports, for internal or external audiences."
onet,14271,Jewelers and precious stone and metal workers,"Smooth soldered joints and rough spots, using hand files and emery paper, and polish smoothed areas  — Smooth soldered joints and rough spots, using hand files and emery paper, and polish smoothed areas with polishing wheels or buffing wire."
onet,5014,Adult basic education adult secondary education and English as a second language instructors,Select and schedule class times to ensure maximum attendance.
micro,7705,Miscellaneous assemblers and fabricators,Update safety protocol manuals — Revise and distribute updated safety procedures for production staff
onet,15065,Sailors and marine oilers,"Clean and polish wood trim, brass, or other metal parts.Related occupations — Clean and polish wood trim, brass, or other metal parts."
micro,5354,Advertising sales agents,Create ad copy variations — Generate multiple versions of ad copy for different target audiences.
onet,11869,Electrical and electronics repairers commercial and industrial equipment,"Install repaired equipment in various settings, such as industrial or military establishments.Relate — Install repaired equipment in various settings, such as industrial or military establishments."
onet,14206,Extruding forming pressing and compacting machine setters operators and tenders,Synchronize speeds of sections of machines when producing products involving several steps or proces — Synchronize speeds of sections of machines when producing products involving several steps or processes.
onet,3459,Mental health and substance abuse social workers,"Collaborate with counselors, physicians, or nurses to plan or coordinate treatment, drawing on socia — Collaborate with counselors, physicians, or nurses to plan or coordinate treatment, drawing on social work experience and patient needs."
micro,590,Computer network support specialists,Monitor bandwidth usage across network segments — Track and analyze bandwidth consumption to optimize network performance.
onet,13765,Upholsterers,Attach bindings or apply solutions to edges of cut material to prevent raveling.Related occupations — Attach bindings or apply solutions to edges of cut material to prevent raveling.
onet,415,Construction managers,"Confer with supervisory personnel, owners, contractors, or design professionals to discuss and resol — Confer with supervisory personnel, owners, contractors, or design professionals to discuss and resolve matters, such as work procedures, complaints, or construction problems."
onet,11182,Structural iron and steel workers,"Pull, push, or pry structural steel members into approximate positions for bolting into place."
micro,5746,File clerks,Archive old files — Delete outdated documents and organize current records.
micro,1107,Civil engineering technologists and technicians,Perform site inspections — Conduct regular site visits to assess progress and compliance.
onet,2260,Aerospace engineering and operations technologists and technicians,"Fabricate and install parts and systems to be tested in test equipment, using hand tools, power tool — Fabricate and install parts and systems to be tested in test equipment, using hand tools, power tools, and test instruments."
onet,12143,Motorboat mechanics and service technicians,"Adjust generators and replace faulty wiring, using hand tools and soldering irons.Related occupation — Adjust generators and replace faulty wiring, using hand tools and soldering irons."
micro,6204,Graders and sorters agricultural products,Generate performance reports — Compile and analyze grading performance data for farmers and sorters.
onet,14038,Petroleum pump system operators refinery operators and gaugers,"Read automatic gauges at specified intervals to determine the flow rate of oil into or from tanks, a — Read automatic gauges at specified intervals to determine the flow rate of oil into or from tanks, and the amount of oil in tanks."
micro,1984,Religious workers all other,Review and update mission statements — Ensure alignment of religious work goals with community needs.
onet,11378,Fence erectors,"Construct and repair barriers, retaining walls, trellises, and other types of fences, walls, and gat — Construct and repair barriers, retaining walls, trellises, and other types of fences, walls, and gates."
onet,1346,Computer systems analysts,Supervise computer programmers or other systems analysts or serve as project leaders for particular  — Supervise computer programmers or other systems analysts or serve as project leaders for particular systems projects.
micro,3072,Musicians and singers,"Design promotional merchandise — Create designs for t-shirts, posters, and stickers"
onet,3967,Chemistry teachers postsecondary,Serve on committees or in professional societies.
micro,4202,Massage therapists,Treatment planning — Design personalized massage programs based on client needs.
micro,6949,Roof bolters mining,Update bolt inventory checklist — Maintain an up-to-date inventory of all bolts used in roofing projects.
onet,9883,Library assistants clerical,Operate and maintain audio-visual equipment.
micro,7373,Industrial machinery mechanics,Perform safety checks — Inspect work areas for hazards before starting repairs.
onet,3340,Educational guidance and career counselors and advisors,Provide crisis intervention to students when difficult situations occur at schools.
onet,7958,Transportation security screeners,Watch for potentially dangerous persons whose pictures are posted at checkpoints.
micro,5081,Funeral attendants,Maintain cleanliness — Ensure the area is tidy and respectful during the service.
micro,7158,Security and fire alarm systems installers,Update alarm system firmware — Apply the latest firmware updates to improve system reliability.
micro,3929,Psychiatric technicians,"Patient education material preparation — Create clear, easy-to-understand educational content for patients."
onet,2491,Food scientists and technologists,Demonstrate products to clients.
onet,6499,Anesthesiologists,Place invasive intravascular monitors into patients.
micro,7957,Molding coremaking and casting machine setters operators and tenders metal and plastic,Log operator and tenderer activities — Record setup times and materials used during casting operations.
onet,12998,Cutting punching and press machine setters operators and tenders metal and plastic,"Load workpieces, plastic material, or chemical solutions into machines.Related occupations — Load workpieces, plastic material, or chemical solutions into machines."
onet,12299,Heating air conditioning and refrigeration mechanics and installers,"Install, connect, or adjust thermostats, humidistats, or timers.Related occupations — Install, connect, or adjust thermostats, humidistats, or timers."
