kind,id,occupation_title,task_text
micro,8096,Print binding and finishing workers,Update binding standards — Review and revise binding specifications based on feedback.
onet,3367,Educational guidance and career counselors and advisors,"Compile and study occupational, educational, and economic information to assist counselees in determ — Compile and study occupational, educational, and economic information to assist counselees in determining and carrying out vocational and educational objectives."
onet,11351,Elevator and escalator installers and repairers,"Test newly installed equipment to ensure that it meets specifications, such as stopping at floors fo — Test newly installed equipment to ensure that it meets specifications, such as stopping at floors for set amounts of time."
onet,3122,Chemical technicians,Train new employees on topics such as the proper operation of laboratory equipment.
onet,11087,Plumbers pipefitters and steamfitters,"Attach pipes to walls, structures, or fixtures, such as radiators or tanks, using brackets, clamps,  — Attach pipes to walls, structures, or fixtures, such as radiators or tanks, using brackets, clamps, tools, or welding equipment."
onet,956,Management analysts,Analyze data gathered and develop solutions or alternative methods of proceeding.
onet,4751,Career/technical education teachers middle school,"Confer with parents or guardians, other teachers, counselors, and administrators to resolve students — Confer with parents or guardians, other teachers, counselors, and administrators to resolve students' behavioral and academic problems."
onet,9332,Sales representatives wholesale and manufacturing except technical and scientific products,Consult with clients after sales or contract signings to resolve problems and to provide ongoing sup — Consult with clients after sales or contract signings to resolve problems and to provide ongoing support.
micro,129,Purchasing managers,Prepare budget for procurement — Compile historical spending data and forecast future costs
micro,3640,Emergency medicine physicians,Monitor vital signs remotely — Track patient vitals using telemetry devices
onet,7621,Firefighters,"Create openings in buildings for ventilation or entrance, using axes, chisels, crowbars, electric sa — Create openings in buildings for ventilation or entrance, using axes, chisels, crowbars, electric saws, or core cutters."
micro,206,Construction managers,Coordinate site logistics — Plan and manage site transportation and resource allocation.
onet,3636,Administrative law judges adjudicators and hearing officers,"Determine existence and amount of liability according to current laws, administrative and judicial p — Determine existence and amount of liability according to current laws, administrative and judicial precedents, and available evidence."
onet,6148,Pharmacists,"Assess the identity, strength, or purity of medications."
micro,6099,Mail clerks and mail machine operators except postal service,Maintain mail machine — Clean and service the mail machine regularly to ensure proper operation.
onet,9873,Library assistants clerical,Take action to deal with disruptive or problem patrons.
onet,10576,Forest and conservation workers,"Prune or shear tree tops or limbs to control growth, increase density, or improve shape."
micro,3473,Recreational therapists,Administrative reporting — Generate reports on client engagement and outcomes.
micro,2183,Atmospheric earth marine and space sciences teachers postsecondary,"Prepare guest speaker invitations — Identify and invite experts in atmospheric, marine, and space sciences for guest lectures."
micro,365,Market research analysts and marketing specialists,Compare competitor pricing strategies — Gather and compare pricing data from multiple competitors.
onet,6745,Dental hygienists,Make impressions for study casts.
micro,5070,Crematory operators,Coordinate with mortuary staff — Communicate with mortuary personnel to confirm timing and requirements for the cremation.
onet,5780,Public relations specialists,Develop marketing campaigns for environmental technologies or services.
onet,10028,Couriers and messengers,Sort items to be delivered according to the delivery route.
onet,10617,Log graders and scalers,Arrange for hauling of logs to appropriate mill sites.
onet,12523,Watch and clock repairers,"Reassemble timepieces, replacing glass faces and batteries, before returning them to customers.Relat — Reassemble timepieces, replacing glass faces and batteries, before returning them to customers."
micro,9089,Ship engineers,Update operational training materials — Compile and review training content for current and upcoming crew members.
onet,11197,Solar photovoltaic installers,"Apply weather sealing to array, building, or support mechanisms."
onet,1799,Surveyors,"Locate and mark sites selected for geophysical prospecting activities, such as efforts to locate pet — Locate and mark sites selected for geophysical prospecting activities, such as efforts to locate petroleum or other mineral products."
onet,6274,Respiratory therapists,Explain treatment procedures to patients to gain cooperation and allay fears.
onet,4078,Economics teachers postsecondary,"Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction."
onet,12199,Recreational vehicle service technicians,"Connect water hoses to inlet pipes of plumbing systems, and test operation of toilets or sinks.Relat — Connect water hoses to inlet pipes of plumbing systems, and test operation of toilets or sinks."
onet,14145,Mixing and blending machine setters operators and tenders,Clean work areas.Related occupations — Clean work areas.
onet,6836,Radiologic technologists and technicians,"Record, process, and maintain patient data or treatment records and prepare reports."
micro,3431,Podiatrists,Analyze practice performance metrics — Review key performance indicators for podiatry services.
onet,2617,Foresters,"Provide advice and recommendations, as a consultant on forestry issues, to private woodlot owners, f — Provide advice and recommendations, as a consultant on forestry issues, to private woodlot owners, firefighters, government agencies or to companies."
micro,9376,Material moving workers all other,Assess material storage space utilization — Evaluate current storage layout for efficiency and space optimization.
micro,320,Meeting convention and event planners,Confirm attendee list accuracy — Verify the list of registered participants for the event.
onet,12840,Bakers,Order or receive supplies or equipment.Related occupations — Order or receive supplies or equipment.
onet,10601,Logging equipment operators,"Inspect equipment for safety prior to use, and perform necessary basic maintenance tasks."
onet,7291,Psychiatric aides,"Accompany patients to and from wards for medical or dental treatments, shopping trips, or religious  — Accompany patients to and from wards for medical or dental treatments, shopping trips, or religious or recreational events."
onet,7494,Veterinary assistants and laboratory animal caretakers,Administer anesthetics during surgery and monitor the effects on animals.
micro,8666,Photographic process workers and processing machine operators,Log processing machine performance — Record daily machine performance metrics for quality tracking.
onet,14850,Heavy and tractor-trailer truck drivers,"Perform emergency roadside repairs, such as changing tires or installing light bulbs, tire chains, o — Perform emergency roadside repairs, such as changing tires or installing light bulbs, tire chains, or spark plugs."
onet,8209,Waiters and waitresses,"Explain how various menu items are prepared, describing ingredients and cooking methods."
onet,14233,Furnace kiln oven drier and kettle operators and tenders,"Melt or refine metal before casting, calculating required temperatures, and observe metal color, adj — Melt or refine metal before casting, calculating required temperatures, and observe metal color, adjusting controls as necessary to maintain required temperatures."
micro,9252,Cleaners of vehicles and equipment,Verify loading zones — Confirm designated areas are ready for equipment placement.
onet,11113,Plasterers and stucco masons,Rough the undercoat surface with a scratcher so the finish coat will adhere.
micro,7920,Model makers metal and plastic,Generate production schedule — Plan daily and weekly production timelines
onet,9286,Sales representatives of services except advertising insurance financial services and travel,Create forms or agreements to complete sales.
onet,1047,Training and development specialists,"Keep up with developments in area of expertise by reading current journals, books, or magazine artic — Keep up with developments in area of expertise by reading current journals, books, or magazine articles."
