kind,id,occupation_title,task_text
micro,662,Computer programmers,Write unit tests — Develop and execute tests for new functions.
micro,111,Industrial production managers,Review production schedules — Analyze daily and weekly production schedules to identify bottlenecks and optimize workflow.
onet,1536,Software developers,"Store, retrieve, and manipulate data for analysis of system capabilities and requirements."
onet,7849,Transit and railroad police,"Investigate or direct investigations of freight theft, suspicious damage or loss of passengers' valu — Investigate or direct investigations of freight theft, suspicious damage or loss of passengers' valuables, or other crimes on railroad property."
micro,7344,Mechanical door repairers,"Record repair details — Document time, parts used, and customer feedback"
onet,15175,Automotive and watercraft service attendants,Activate fuel pumps and fill fuel tanks of vehicles with gasoline or diesel fuel to specified levels — Activate fuel pumps and fill fuel tanks of vehicles with gasoline or diesel fuel to specified levels.
onet,7110,Orthotists and prosthetists,"Train and supervise support staff, such as orthopedic and prosthetic assistants and technicians."
onet,11900,Electrical and electronics repairers powerhouse substation and relay,"Calibrate instruments, such as transmitters.Related occupations — Calibrate instruments, such as transmitters."
onet,11958,Aircraft mechanics and service technicians,Obtain fuel and oil samples and check them for contamination.Related occupations — Obtain fuel and oil samples and check them for contamination.
onet,3797,Architecture teachers postsecondary,"Prepare course materials, such as syllabi, homework assignments, and handouts."
onet,7309,Occupational therapy assistants,Transport patients to and from the occupational therapy work area.
micro,4328,First-line supervisors of security workers,Coordinate with local authorities — Communicate with law enforcement or emergency services during incidents
micro,5638,Procurement clerks,Prepare for procurement training sessions — Compile materials and schedule training for procurement team members.
micro,6728,Helpers pipelayers plumbers pipefitters and steamfitters,Inspect steam line integrity — Perform routine checks on steam lines to detect leaks or corrosion.
onet,13234,Multiple machine tool setters operators and tenders metal and plastic,"Perform minor machine maintenance, such as oiling or cleaning machines, dies, or workpieces, or addi — Perform minor machine maintenance, such as oiling or cleaning machines, dies, or workpieces, or adding coolant to machine reservoirs."
onet,14759,Airfield operations specialists,Initiate or conduct airport-wide coordination of snow removal on runways and taxiways.Related occupa — Initiate or conduct airport-wide coordination of snow removal on runways and taxiways.
micro,6404,Floor sanders and finishers,Document sander usage — Maintain logs of sander usage and maintenance intervals.
onet,3342,Educational guidance and career counselors and advisors,"Review transcripts to ensure that students meet graduation or college entrance requirements, and wri — Review transcripts to ensure that students meet graduation or college entrance requirements, and write letters of recommendation."
micro,5245,Residential advisors,Prepare service proposals — Draft personalized service proposals tailored to each client.
micro,3132,Editors,Draft press release — Create a press release for a new project
micro,1814,Rehabilitation counselors,Provide educational materials — Curate and deliver relevant rehabilitation resources to clients.
onet,7245,Nursing assistants,Record height or weight of patients.
onet,3378,Marriage and family therapists,"Collect information about clients, using techniques such as testing, interviewing, discussion, or ob — Collect information about clients, using techniques such as testing, interviewing, discussion, or observation."
onet,9026,Recreation workers,"Meet and collaborate with agency personnel, community organizations, and other professional personne — Meet and collaborate with agency personnel, community organizations, and other professional personnel to plan balanced recreational programs for participants."
onet,9902,Loan interviewers and clerks,Accept payment on accounts.
onet,10393,Office machine operators except computer,File and store completed documents.
onet,10261,Secretaries and administrative assistants except legal medical and executive,Manage projects or contribute to committee or team work.
micro,7174,Aircraft mechanics and service technicians,Document repair work orders — Create and store detailed repair work orders for each service task.
onet,10713,Carpenters,"Perform minor plumbing, welding, or concrete mixing work."
micro,6417,Tile and stone setters,Review customer feedback on installation quality — Collect and analyze customer feedback regarding the installation process.
onet,11275,Helpers electricians,"Operate heavy equipment, such as backhoes."
onet,12219,Tire repairers and changers,"Glue tire patches over ruptures in tire casings, using rubber cement.Related occupations — Glue tire patches over ruptures in tire casings, using rubber cement."
onet,11840,Electric motor power tool and related repairers,"Solder, wrap, and coat wires to ensure proper insulation."
micro,1327,Epidemiologists,Review vaccination coverage data — Analyze vaccination rates across populations.
onet,9557,Billing and posting clerks,"Prepare itemized statements, bills, or invoices and record amounts due for items purchased or servic — Prepare itemized statements, bills, or invoices and record amounts due for items purchased or services rendered."
onet,12788,Structural metal fabricators and fitters,"Straighten warped or bent parts, using sledges, hand torches, straightening presses, or bulldozers.R — Straighten warped or bent parts, using sledges, hand torches, straightening presses, or bulldozers."
micro,3403,Pharmacists,Update clinical protocols — Review and revise pharmacy protocols based on new evidence.
micro,4546,Transportation security screeners,Monitor screener performance metrics — Track KPIs such as clearance time and accuracy rates.
onet,8805,Barbers,Drape and pin protective cloths around customers' shoulders.
micro,9230,Hoist and winch operators,Train operators on safety protocols — Conduct refresher training sessions for hoist and winch operators.
onet,4195,Sociology teachers postsecondary,Provide professional consulting services to government or industry.
onet,2896,Clinical and counseling psychologists,"Select, administer, score, and interpret psychological tests to obtain information on individuals' i — Select, administer, score, and interpret psychological tests to obtain information on individuals' intelligence, achievements, interests, or personalities."
onet,4583,Career/technical education teachers postsecondary,"Supervise independent or group projects, field placements, laboratory work, or other training."
onet,11969,Aircraft mechanics and service technicians,"Locate and mark dimensions and reference lines on defective or replacement parts, using templates, s — Locate and mark dimensions and reference lines on defective or replacement parts, using templates, scribes, compasses, and steel rules."
micro,9503,Agents and business managers of artists performers and athletes,Analyze financial performance — Generate a weekly financial summary for artist performers and athletes.
onet,5825,Writers and authors,Conduct research and interviews to determine which of a product's selling features should be promote — Conduct research and interviews to determine which of a product's selling features should be promoted.
micro,9469,Funeral home managers,Review staff schedules — Check and adjust staff assignments to ensure adequate coverage.
onet,10256,Secretaries and administrative assistants except legal medical and executive,Establish work procedures or schedules and keep track of the daily work of clerical staff.
onet,939,Project management specialists,"Identify project needs such as resources, staff, or finances by reviewing project objectives and sch — Identify project needs such as resources, staff, or finances by reviewing project objectives and schedules."
onet,5319,Craft artists,Develop designs using specialized computer software.
micro,243,Education administrators postsecondary,Assist in grant application preparation — Gather required documents and format applications correctly.
onet,10019,Cargo and freight agents,"Pack goods for shipping, using tools such as staplers, strapping machines, and hammers."
onet,6691,Radiologists,"Provide counseling to radiologic patients to explain the processes, risks, benefits, or alternative  — Provide counseling to radiologic patients to explain the processes, risks, benefits, or alternative treatments."
onet,2190,Architectural and civil drafters,"Determine procedures and instructions to be followed, according to design specifications and quantit — Determine procedures and instructions to be followed, according to design specifications and quantity of required materials."
onet,11831,Electric motor power tool and related repairers,"Weld, braze, or solder electrical connections."
micro,2138,Engineering teachers postsecondary,Assess student performance — Analyze student assessments to identify learning gaps and adjust teaching methods.
onet,9000,Exercise trainers and group fitness instructors,"Administer emergency first aid, wrap injuries, treat minor chronic disabilities, or refer injured pe — Administer emergency first aid, wrap injuries, treat minor chronic disabilities, or refer injured persons to physicians."
onet,11559,Earth drillers except oil and gas,"Drill or bore holes in rock for blasting, grouting, anchoring, or building foundations."
micro,2170,Forestry and conservation science teachers postsecondary,Update teaching materials — Regularly refresh and update course materials with the latest research.
onet,5318,Craft artists,Plan and attend craft shows to market products.
onet,6048,Chiropractors,Take x-rays.
onet,9915,New accounts clerks,Process loan applications.
micro,4429,Fish and game wardens,Conduct risk assessments — Identify potential risks to wildlife habitats.
micro,6628,Roofers,"Inspect roof structure — Check for damage, cracks, or leaks on the roof."
onet,10628,First-line supervisors of construction trades and extraction workers,Coordinate work activities with other construction project activities.
micro,5527,First-line supervisors of office and administrative support workers,Schedule team training sessions — Coordinate and book training courses for staff development.
onet,1904,Computer hardware engineers,"Test and verify hardware and support peripherals to ensure that they meet specifications and require — Test and verify hardware and support peripherals to ensure that they meet specifications and requirements, by recording and analyzing test data."
onet,8759,Funeral attendants,Perform a variety of tasks during funerals to assist funeral directors and to ensure that services r — Perform a variety of tasks during funerals to assist funeral directors and to ensure that services run smoothly and as planned.
onet,3441,Healthcare social workers,Educate clients about end-of-life symptoms and options to assist them in making informed decisions.
micro,3147,Technical writers,Generate FAQ section — Develop a list of common questions and answers.
micro,7472,Watch and clock repairers,Calibrate chronometer — Verify timekeeping accuracy using a precision clock.
micro,8125,Pressers textile garment and related materials,Record energy consumption — Track power usage of pressers during operation.
onet,13350,Layout workers metal and plastic,"Lay out and fabricate metal structural parts such as plates, bulkheads, and frames.Related occupatio — Lay out and fabricate metal structural parts such as plates, bulkheads, and frames."
onet,4431,English language and literature teachers postsecondary,"Keep abreast of developments in the field by reading current literature, talking with colleagues, an — Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences."
onet,2179,Architectural and civil drafters,"Draft plans and detailed drawings for structures, installations, and construction projects, such as  — Draft plans and detailed drawings for structures, installations, and construction projects, such as highways, sewage disposal systems, and dikes, working from sketches or notes."
micro,7369,Industrial machinery mechanics,Document maintenance history — Record all maintenance activities and repairs in a digital log.
micro,9641,Travel agents,Monitor competitor pricing — Track and analyze competitor travel packages to identify opportunities.
onet,10480,Animal breeders,Examine animals to detect symptoms of illness or injury.
micro,4457,Transit and railroad police,Update transit safety protocols — Review current safety procedures and update them based on latest regulations.
micro,6416,Tile and stone setters,Verify safety compliance during installation — Ensure all safety protocols are followed during the tile and stone installation process.
micro,4158,Occupational therapy assistants,Monitor equipment usage — Check and maintain therapy equipment to ensure proper functionality.
micro,2027,Administrative law judges adjudicators and hearing officers,Monitor legislative changes — Track updates to administrative law statutes affecting judicial roles.
onet,748,Funeral home managers,Interview and hire new employees.
onet,3669,Arbitrators mediators and conciliators,Participate in court proceedings.
onet,2804,Hydrologists,"Study public water supply issues, including flood and drought risks, water quality, wastewater, and  — Study public water supply issues, including flood and drought risks, water quality, wastewater, and impacts on wetland habitats."
micro,5519,First-line supervisors of office and administrative support workers,Provide onboarding guidance — Assist new hires with orientation and role expectations.
onet,9047,Residential advisors,"Administer, coordinate, or recommend disciplinary and corrective actions."
onet,4400,Art drama and music teachers postsecondary,Mentor students.
onet,11605,Continuous mining machine operators,"Repair, oil, and adjust machines, and change cutting teeth, using wrenches."
micro,1137,Electro-mechanical and mechatronics technologists and technicians,Document safety training sessions — Record and archive training sessions for future reference.
onet,3610,Lawyers,Perform administrative and management functions related to the practice of law.
micro,4609,Cooks fast food,Inventory check — Review daily inventory to restock missing items.
micro,5042,Locker room coatroom and dressing room attendants,Ensure privacy and security protocols are followed — Check that attendees respect privacy in the coatroom.
onet,8603,Gambling and sports book writers and runners,Pay off or move bets as established by game rules and procedures.
micro,2738,Librarians and media collections specialists,Catalog new acquisitions — Organize and tag newly acquired books and media for efficient retrieval.
micro,518,Tax examiners and collectors and revenue agents,Generate tax compliance reports — Create summaries of tax compliance status for stakeholders.
micro,2564,Career/technical education teachers middle school,Evaluate teaching strategies — Assess effectiveness of different instructional methods.
micro,860,Bioengineers and biomedical engineers,Conduct a cost-benefit analysis of new bioengineering technologies — Evaluate economic impacts of emerging bioengineering solutions
micro,1084,Drafters all other,Prepare project reports — Compile findings and recommendations for stakeholders
onet,15414,Pump operators except wellhead pumpers,"Plan movement of products through lines to processing, storage, and shipping units, using knowledge  — Plan movement of products through lines to processing, storage, and shipping units, using knowledge of interconnections and capacities of pipelines, valve manifolds, pumps, and tankage."
micro,3084,Disc jockeys except radio,Generate sponsor proposals — Prepare tailored proposals for potential sponsors.
micro,6854,Construction and related workers all other,Review project progress — Analyze milestones achieved and identify bottlenecks.
onet,9702,Brokerage clerks,Monitor daily stock prices and compute fluctuations to determine the need for additional collateral  — Monitor daily stock prices and compute fluctuations to determine the need for additional collateral to secure loans.
micro,7973,Multiple machine tool setters operators and tenders metal and plastic,Conduct safety checks before operations — Ensure all operators follow safety protocols when setting up tools.
micro,6354,Stonemasons,Update safety signage — Maintain clear and compliant safety signs on-site.
onet,2622,Foresters,"Direct, and participate in, forest fire suppression."
micro,5485,Telemarketers,Generate sales forecasts — Predict revenue based on historical telemarketing data.
onet,3016,Historians,"Gather historical data from sources such as archives, court records, diaries, news files, and photog — Gather historical data from sources such as archives, court records, diaries, news files, and photographs, as well as from books, pamphlets, and periodicals."
onet,3391,Rehabilitation counselors,"Develop rehabilitation plans that fit clients' aptitudes, education levels, physical abilities, and  — Develop rehabilitation plans that fit clients' aptitudes, education levels, physical abilities, and career goals."
micro,2998,Athletes and sports competitors,Develop athlete career transition plans — Outline strategies for athletes moving into new roles after competition.
onet,9949,Human resources assistants except payroll and timekeeping,Interview job applicants to obtain and verify information used to screen and evaluate them.
onet,6568,Family medicine physicians,"Advise patients and community members concerning diet, activity, hygiene, and disease prevention."
micro,6164,Office and administrative support workers all other,Training materials — Curate and distribute internal training resources
onet,12770,Structural metal fabricators and fitters,Study engineering drawings and blueprints to determine materials requirements and task sequences.Rel — Study engineering drawings and blueprints to determine materials requirements and task sequences.
onet,13987,Water and wastewater treatment plant and system operators,Complete wastewater discharge monitoring reports and maintenance logs.Related occupations — Complete wastewater discharge monitoring reports and maintenance logs.
onet,6294,Speech-language pathologists,"Educate patients and family members about various topics, such as communication techniques or strate — Educate patients and family members about various topics, such as communication techniques or strategies to cope with or to avoid personal misunderstandings."
onet,8345,First-line supervisors of landscaping lawn service and groundskeeping workers,"Design or supervise the installation of sprinkler systems, calculating water pressure, or valve and  — Design or supervise the installation of sprinkler systems, calculating water pressure, or valve and pipe coverage needs."
micro,5442,Models,Document model performance benchmarks — Record key performance indicators for model comparisons.
onet,7173,Genetic counselors,"Assess patients' psychological or emotional needs, such as those relating to stress, fear of test re — Assess patients' psychological or emotional needs, such as those relating to stress, fear of test results, financial issues, and marital conflicts to make referral recommendations or assist patients in managing test outcomes."
onet,2712,Atmospheric and space scientists,"Conduct wind assessment, integration, or validation studies."
onet,1229,Financial examiners,"Plan, supervise, and review work of assigned subordinates."
onet,8413,Landscaping and groundskeeping workers,"Mow or edge lawns, using power mowers or edgers."
micro,335,Fundraisers,Review fundraising reports — Analyze past performance and identify improvement areas.
onet,11219,Helpers brickmasons blockmasons stonemasons and tile and marble setters,Erect scaffolding or other installation structures.
onet,14208,Extruding forming pressing and compacting machine setters operators and tenders,"Activate machines to shape or form products, such as candy bars, light bulbs, balloons, or insulatio — Activate machines to shape or form products, such as candy bars, light bulbs, balloons, or insulation panels."
micro,5157,Skincare specialists,Review client skincare routines — Analyze client profiles to recommend personalized skincare products.
micro,1797,Marriage and family therapists,Session planning — Organize and schedule therapy sessions based on client needs and therapist availability.
onet,12136,Motorboat mechanics and service technicians,"Perform routine engine maintenance on motorboats, such as changing oil and filters.Related occupatio — Perform routine engine maintenance on motorboats, such as changing oil and filters."
onet,3117,Chemical technicians,"Prepare chemical solutions for products or processes, following standardized formulas, or create exp — Prepare chemical solutions for products or processes, following standardized formulas, or create experimental formulas."
onet,11368,Fence erectors,"Assemble gates, and fasten gates into position, using hand tools."
onet,13016,Cutting punching and press machine setters operators and tenders metal and plastic,Operate forklifts to deliver materials.Related occupations — Operate forklifts to deliver materials.
onet,997,Fundraisers,Establish fundraising or participation goals for special events or specified time periods.
onet,9277,Travel agents,"Record and maintain information on clients, vendors, and travel packages."
micro,6805,Hazardous materials removal workers,Maintain equipment safety logs — Record and review equipment maintenance and safety inspections.
onet,4746,Career/technical education teachers middle school,Instruct and monitor students in the use and care of equipment and materials to prevent injuries and — Instruct and monitor students in the use and care of equipment and materials to prevent injuries and damage.
micro,5639,Procurement clerks,Maintain procurement records — Ensure all procurement documentation is up-to-date and organized.
micro,6282,Logging equipment operators,Field report documentation — Compile daily field operation notes
onet,4492,History teachers postsecondary,"Supervise undergraduate or graduate teaching, internship, and research work."
onet,9817,File clerks,Design forms related to filing systems.
onet,2736,Materials scientists,"Research methods of processing, forming, and firing materials to develop such products as ceramic de — Research methods of processing, forming, and firing materials to develop such products as ceramic dental fillings, unbreakable dinner plates, and telescope lenses."
onet,359,Human resources managers,"Analyze training needs to design employee development, language training, and health and safety prog — Analyze training needs to design employee development, language training, and health and safety programs."
onet,12958,Extruding and drawing machine setters operators and tenders metal and plastic,"Select nozzles, spacers, and wire guides, according to diameters and lengths of rods.Related occupat — Select nozzles, spacers, and wire guides, according to diameters and lengths of rods."
onet,8256,Dining room and cafeteria attendants and bartender helpers,Slice and pit fruit used to garnish drinks.
onet,8582,Gambling dealers,"Conduct gambling games, such as dice, roulette, cards, or keno, following all applicable rules and r — Conduct gambling games, such as dice, roulette, cards, or keno, following all applicable rules and regulations."
onet,6865,Magnetic resonance imaging technologists,"Explain magnetic resonance imaging (MRI) procedures to patients, patient representatives, or family  — Explain magnetic resonance imaging (MRI) procedures to patients, patient representatives, or family members."
onet,7911,Security guards,"Inspect and adjust security systems, equipment, or machinery to ensure operational use and to detect — Inspect and adjust security systems, equipment, or machinery to ensure operational use and to detect evidence of tampering."
onet,1110,Property appraisers and assessors,Forecast the value of property.
onet,7146,Athletic trainers,Clean and sanitize athletic training rooms.
onet,1924,Electrical engineers,"Inspect completed installations and observe operations to ensure conformance to design and equipment — Inspect completed installations and observe operations to ensure conformance to design and equipment specifications and compliance with operational, safety, or environmental standards."
onet,11753,Radio cellular and tower equipment installers and repairers,"Calibrate and align components, using scales, gauges, and other measuring instruments."
onet,15224,Transportation inspectors,Observe loading of freight to ensure that crews comply with procedures.Related occupations — Observe loading of freight to ensure that crews comply with procedures.
micro,2718,Curators,Create acquisition proposal template — Develop a standardized template for submission requests.
onet,5997,Camera operators television video and film,Set up and perform live shots for broadcast.
