kind,id,occupation_title,task_text
micro,4742,Dining room and cafeteria attendants and bartender helpers,Coordinate with kitchen staff — Communicate with kitchen team about meal preparation schedules.
micro,1475,Survey researchers,Track survey completion rates over time — Monitor and report on participant engagement and completion rates for physical science surveys.
onet,14361,Packaging and filling machine operators and tenders,"Monitor the production line, watching for problems such as pile-ups, jams, or glue that isn't sticki — Monitor the production line, watching for problems such as pile-ups, jams, or glue that isn't sticking properly."
onet,1418,Computer network architects,"Develop or recommend network security measures, such as firewalls, network security audits, or autom — Develop or recommend network security measures, such as firewalls, network security audits, or automated security probes."
onet,3312,Occupational health and safety technicians,Evaluate situations or make determinations when a worker has refused to work on the grounds that dan — Evaluate situations or make determinations when a worker has refused to work on the grounds that danger or potential harm exists.
onet,6471,Audiologists,Program and monitor cochlear implants to fit the needs of patients.
micro,6378,Carpet installers,Document job completion — Record details of completed work for billing purposes.
onet,1778,Surveyors,"Direct or conduct surveys to establish legal boundaries for properties, based on legal deeds and tit — Direct or conduct surveys to establish legal boundaries for properties, based on legal deeds and titles."
onet,8787,Morticians undertakers and funeral arrangers,Contact cemeteries to schedule the opening and closing of graves.
micro,1884,Social workers all other,Document case notes — Record detailed case information in compliance with documentation standards.
micro,5060,Embalmers,Document embalming procedures — Review and update standard operating procedures for embalming.
micro,6311,Logging workers all other,Track equipment usage — Log equipment usage by workers to monitor efficiency and maintenance needs.
onet,10018,Cargo and freight agents,Direct or participate in cargo loading to ensure completeness of load and even distribution of weigh — Direct or participate in cargo loading to ensure completeness of load and even distribution of weight.
micro,3997,Medical records specialists,Prepare for audits by organizing records — Structure and categorize records to meet audit requirements.
onet,12613,Commercial divers,"Perform activities related to underwater search and rescue, salvage, recovery, or cleanup operations — Perform activities related to underwater search and rescue, salvage, recovery, or cleanup operations."
onet,5364,Commercial and industrial designers,"Evaluate feasibility of design ideas, based on factors such as appearance, safety, function, service — Evaluate feasibility of design ideas, based on factors such as appearance, safety, function, serviceability, budget, production costs/methods, and market characteristics."
onet,11720,Computer automated teller and office machine repairers,"Clean, oil, or adjust mechanical parts to maintain machines' operating efficiency and to prevent bre — Clean, oil, or adjust mechanical parts to maintain machines' operating efficiency and to prevent breakdowns."
onet,1090,Accountants and auditors,"Compute taxes owed and prepare tax returns, ensuring compliance with payment, reporting, or other ta — Compute taxes owed and prepare tax returns, ensuring compliance with payment, reporting, or other tax requirements."
onet,14020,Gas plant operators,"Test gas, chemicals, and air during processing to assess factors such as purity and moisture content — Test gas, chemicals, and air during processing to assess factors such as purity and moisture content, and to detect quality problems or gas or chemical leaks."
onet,2604,Conservation scientists,"Develop water conservation or harvest plans, using weather information systems, irrigation informati — Develop water conservation or harvest plans, using weather information systems, irrigation information management systems, or other sources of daily evapotranspiration (ET) data."
micro,5216,Childcare workers,Observe social interactions — Note and evaluate the child's social behavior with peers.
onet,1875,Chemical engineers,"Develop processes to separate components of liquids or gases or generate electrical currents, using  — Develop processes to separate components of liquids or gases or generate electrical currents, using controlled chemical processes."
onet,8981,Childcare workers,"Discipline children and recommend or initiate other measures to control behavior, such as caring for — Discipline children and recommend or initiate other measures to control behavior, such as caring for own clothing and picking up toys and books."
onet,3654,Arbitrators mediators and conciliators,"Rule on exceptions, motions, or admissibility of evidence."
micro,6475,Pile driver operators,"Report daily productivity metrics — Compile data on productivity, downtime, and safety incidents"
onet,7359,Physical therapist aides,"Change linens, such as bed sheets and pillow cases."
micro,7137,Electronic equipment installers and repairers motor vehicles,Calibrate tire pressure sensors — Set up and calibrate tire pressure monitoring systems.
micro,7283,Outdoor power equipment and other small engine mechanics,Schedule training session — Organize a training session for technicians on outdoor power equipment maintenance.
micro,5936,Postal service clerks,Maintain filing system — Organize and archive documents
onet,4153,Psychology teachers postsecondary,Maintain regularly scheduled office hours to advise and assist students.
onet,7999,Chefs and head cooks,"Meet with customers to discuss menus for special occasions, such as weddings, parties, or banquets."
micro,1626,Agricultural technicians,Update equipment manuals — Revise and distribute updated manuals to technicians.
onet,14796,Flight attendants,Announce flight delays and descent preparations.Related occupations — Announce flight delays and descent preparations.
onet,15398,Stockers and order fillers,Transport packages to customers' vehicles.Related occupations — Transport packages to customers' vehicles.
micro,8931,Bus drivers transit and intercity,Review safety protocols — Assess current safety procedures and suggest improvements.
onet,6814,Nuclear medicine technologists,Maintain and calibrate radioisotope and laboratory equipment.
onet,168,Fundraising managers,Develop strategies to encourage new or increased contributions.
onet,6705,Radiologists,Establish and enforce radiation protection standards for patients and staff.
onet,11993,Automotive body and related repairers,Mix polyester resins and hardeners to be used in restoring damaged areas.Related occupations — Mix polyester resins and hardeners to be used in restoring damaged areas.
micro,1912,Probation officers and correctional treatment specialists,Analyze recidivism data for treatment effectiveness — Examine recidivism statistics and identify trends to improve treatment programs.
micro,802,Landscape architects,Conduct stakeholder interviews — Organize and summarize feedback from landscape stakeholders.
micro,6531,Glaziers,Calculate material costs — Compute total material expenses for a project.
micro,8484,Chemical equipment operators and tenders,Monitor chemical inventory levels — Track and report on chemical stock levels to prevent shortages or overstock.
onet,4034,Anthropology and archeology teachers postsecondary,"Plan, evaluate, and revise curricula, course content, and course materials and methods of instructio — Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction."
onet,10188,Executive secretaries and executive administrative assistants,"Open, sort, and distribute incoming correspondence, including faxes and email."
onet,9961,Receptionists and information clerks,Schedule appointments and maintain and update appointment calendars.
onet,734,Funeral home managers,"Schedule funerals, burials, or cremations."
micro,7370,Industrial machinery mechanics,Calibrate precision instruments — Adjust sensors and measurement tools to ensure accurate readings.
onet,6092,Orthodontists,Instruct dental officers and technical assistants in orthodontic procedures and techniques.
onet,9562,Billing and posting clerks,"Perform bookkeeping work, including posting data or keeping other records concerning costs of goods  — Perform bookkeeping work, including posting data or keeping other records concerning costs of goods or services or the shipment of goods."
onet,15232,Transportation inspectors,Post warning signs on vehicles containing explosives or flammable or radioactive materials.Related o — Post warning signs on vehicles containing explosives or flammable or radioactive materials.
onet,2901,Clinical and counseling psychologists,"Supervise and train interns, clinicians in training, and other counselors."
micro,4830,Building cleaning workers all other,Develop training modules — Create concise training content for building and grounds cleaning staff
onet,3939,Atmospheric earth marine and space sciences teachers postsecondary,Act as advisers to student organizations.
onet,78,Legislators,Speak to students to encourage and support the development of future political leaders.
onet,4759,Career/technical education teachers middle school,Prepare for assigned classes and show written evidence of preparation upon request of immediate supe — Prepare for assigned classes and show written evidence of preparation upon request of immediate supervisors.
onet,1906,Computer hardware engineers,"Provide technical support to designers, marketing and sales departments, suppliers, engineers and ot — Provide technical support to designers, marketing and sales departments, suppliers, engineers and other team members throughout the product development and implementation process."
micro,3856,Magnetic resonance imaging technologists,Training session facilitation — Lead onboarding training for new MRI technicians.
onet,8951,Tour and travel guides,Provide directions and other pertinent information to visitors.
onet,15068,Captains mates and pilots of water vessels,Prevent ships under navigational control from engaging in unsafe operations.Related occupations — Prevent ships under navigational control from engaging in unsafe operations.
onet,11790,Telecommunications equipment installers and repairers except line installers,Drive crew trucks to and from work areas.
onet,3388,Marriage and family therapists,Diagnose mental and emotional disorders in clients.
micro,921,Electronics engineers except computer,Validate simulation results — Cross-check results with published benchmark datasets
micro,4314,First-line supervisors of firefighting and prevention workers,Update safety training materials — Review and revise training documents for new safety procedures.
micro,7354,Heating air conditioning and refrigeration mechanics and installers,Test AC system functionality — Run system tests to ensure proper operation.
onet,13099,Machinists,Fit and assemble parts to make or repair machine tools.Related occupations — Fit and assemble parts to make or repair machine tools.
onet,3631,Judicial law clerks,Participate in conferences or discussions between trial attorneys and judges.
onet,9887,Loan interviewers and clerks,Verify and examine information and accuracy of loan application and closing documents.
onet,7492,Veterinary assistants and laboratory animal caretakers,Sell pet food or supplies to customers.
onet,13426,Printing press operators,"Start presses and pull proofs to check for ink coverage and density, alignment, and registration.Rel — Start presses and pull proofs to check for ink coverage and density, alignment, and registration."
onet,3515,Social and human service assistants,"Advise clients regarding food stamps, child care, food, money management, sanitation, or housekeepin — Advise clients regarding food stamps, child care, food, money management, sanitation, or housekeeping."
micro,985,Mechanical engineers,Train junior engineers on mechanical principles — Create and deliver training materials on mechanical design
onet,9448,Sales engineers,Provide information needed for the development of custom-made machinery.
onet,9224,Insurance sales agents,"Customize insurance programs to suit individual customers, often covering a variety of risks."
onet,10419,Statistical assistants,"Organize paperwork, such as survey forms or reports, for distribution or analysis."
onet,8330,First-line supervisors of landscaping lawn service and groundskeeping workers,"Inventory supplies of tools, equipment, or materials to ensure that sufficient supplies are availabl — Inventory supplies of tools, equipment, or materials to ensure that sufficient supplies are available and items are in usable condition."
onet,14102,Crushing grinding and polishing machine setters operators and tenders,Reject defective products and readjust equipment to eliminate problems.Related occupations — Reject defective products and readjust equipment to eliminate problems.
onet,14108,Crushing grinding and polishing machine setters operators and tenders,"Test samples of materials or products to ensure compliance with specifications, using test equipment — Test samples of materials or products to ensure compliance with specifications, using test equipment."
onet,8863,Makeup artists theatrical and performance,"Demonstrate products to clients, and provide instruction in makeup application."
onet,10218,Legal secretaries and administrative assistants,Review legal publications and perform database searches to identify laws and court decisions relevan — Review legal publications and perform database searches to identify laws and court decisions relevant to pending cases.
onet,6307,Speech-language pathologists,Conduct lessons or direct educational or therapeutic games to assist teachers dealing with speech pr — Conduct lessons or direct educational or therapeutic games to assist teachers dealing with speech problems.
onet,11685,Helpers extraction workers,Signal workers to start geological material extraction or boring.
onet,774,Buyers and purchasing agents,"Maintain records of business transactions and product inventories, reporting data to companies or go — Maintain records of business transactions and product inventories, reporting data to companies or government agencies as necessary."
onet,9630,Payroll and timekeeping clerks,"Compute wages and deductions, and enter data into computers."
micro,5985,Shipping receiving and inventory clerks,Organize shipping contracts — Ensure all contracts are current and easily accessible.
