kind,id,occupation_title,task_text
micro,849,Agricultural engineers,Monitor soil health metrics — Track and analyze soil nutrient levels over time
micro,3362,Dentists all other specialists,Prepare treatment plans — Assist specialists in creating detailed treatment plans for patients.
onet,8516,First-line supervisors of personal service workers,Meet with managers or other supervisors to stay informed of changes affecting operations.
onet,2070,Materials engineers,Evaluate technical specifications and economic factors relating to process or product design objecti — Evaluate technical specifications and economic factors relating to process or product design objectives.
onet,13051,Grinding lapping polishing and buffing machine tool setters operators and tenders metal and plastic,"Lift and position workpieces, manually or with hoists, and secure them in hoppers or on machine tabl — Lift and position workpieces, manually or with hoists, and secure them in hoppers or on machine tables, faceplates, or chucks, using clamps."
onet,11130,Roofers,Estimate materials and labor required to complete roofing jobs.
onet,14555,Etchers and engravers,"Print proofs or examine designs to verify accuracy of engraving, and rework engraving as required.Re — Print proofs or examine designs to verify accuracy of engraving, and rework engraving as required."
onet,5981,Photographers,Send film to photofinishing laboratories for processing.
micro,2642,Special education teachers all other,Assist with parent communication — Draft and send personalized communication to parents regarding student progress.
onet,5238,Instructional coordinators,"Develop instructional materials, such as lesson plans, handouts, or examinations."
micro,6044,Secretaries and administrative assistants except legal medical and executive,Prepare weekly team updates — Draft and distribute weekly summaries to team members.
onet,6360,Registered nurses,"Maintain accurate, detailed reports and records."
micro,4179,Physical therapist assistants,Provide patient education materials — Create and distribute informative resources for patients about their conditions and treatments.
onet,3111,Biological technicians,Examine animals and specimens to detect the presence of disease or other problems.
onet,8776,Funeral attendants,Obtain burial permits and register deaths.
micro,6906,Excavating and loading machine and dragline operators surface mining,Assist with emergency shutdown procedures — Operators practice and document emergency shutdown protocols.
onet,1014,Compensation benefits and job analysis specialists,"Administer employee insurance, pension, and savings plans, working with insurance brokers and plan c — Administer employee insurance, pension, and savings plans, working with insurance brokers and plan carriers."
micro,312,Management analysts,Prepare presentation slides — Organize and design slides for stakeholder meetings
micro,8028,Layout workers metal and plastic,Sort materials by type — Organize metal and plastic materials according to specifications.
onet,12074,Bus and truck mechanics and diesel engine specialists,"Maintain or repair vehicles with alternative fuel systems, including biodiesel, hybrid, or compresse — Maintain or repair vehicles with alternative fuel systems, including biodiesel, hybrid, or compressed natural gas vehicles."
micro,2735,Museum technicians and conservators,Collaboration with external experts — Coordinate with external conservation experts for site inspections.
onet,6230,Physical therapists,Conduct or support research and apply research findings to practice.
onet,5135,Museum technicians and conservators,"Coordinate exhibit installations, assisting with design, constructing displays, dioramas, display ca — Coordinate exhibit installations, assisting with design, constructing displays, dioramas, display cases, and models, and ensuring the availability of necessary materials."
micro,5622,Payroll and timekeeping clerks,Verify payroll tax calculations — Check tax withholdings and ensure compliance.
