kind,id,occupation_title,task_text
micro,7258,Motorboat mechanics and service technicians,Generate service recommendations — Provide recommendations based on inspection reports for future maintenance.
onet,13489,Laundry and dry-cleaning workers,"Match sample colors, applying knowledge of bleaching agent and dye properties, and types, constructi — Match sample colors, applying knowledge of bleaching agent and dye properties, and types, construction, conditions, and colors of articles."
onet,10808,Terrazzo workers and finishers,"Grind surfaces with a power grinder, or polish surfaces with polishing or surfacing machines."
onet,5270,Teaching assistants except postsecondary,"Present lectures and conduct discussions to increase students' knowledge and competence using visual — Present lectures and conduct discussions to increase students' knowledge and competence using visual aids, such as graphs, charts, videotapes, and slides."
onet,3428,Child family and school social workers,"Counsel individuals, groups, families, or communities regarding issues including mental health, pove — Counsel individuals, groups, families, or communities regarding issues including mental health, poverty, unemployment, substance abuse, physical abuse, rehabilitation, social adjustment, child care, or medical care."
micro,6486,Operating engineers and other construction equipment operators,Perform equipment performance analysis — Analyze key performance indicators of construction equipment.
onet,10521,Farmworkers and laborers crop nursery and greenhouse,"Participate in the inspection, grading, sorting, storage, and post-harvest treatment of crops."
onet,10922,Drywall and ceiling tile installers,"Suspend angle iron grids or channel irons from ceilings, using wire."
onet,13381,Plating machine setters operators and tenders metal and plastic,"Position objects to be plated in frames, or suspend them from positive or negative terminals of powe — Position objects to be plated in frames, or suspend them from positive or negative terminals of power supplies."
onet,11402,Highway maintenance workers,Set out signs and cones around work areas to divert traffic.
onet,15402,Gas compressor and gas pumping station operators,Adjust valves and equipment to obtain specified performance.Related occupations — Adjust valves and equipment to obtain specified performance.
onet,2990,Anthropologists and archeologists,"Develop intervention procedures, using techniques such as individual and focus group interviews, con — Develop intervention procedures, using techniques such as individual and focus group interviews, consultations, and participant observation of social interaction."
micro,640,Database architects,Perform performance benchmarking — Measure query performance and identify bottlenecks.
micro,5328,Counter and rental clerks,Collect customer satisfaction scores — Gather feedback from customers on their rental experience.
onet,14284,Jewelers and precious stone and metal workers,"Construct preliminary models of wax, metal, clay, or plaster, and form sample castings in molds.Rela — Construct preliminary models of wax, metal, clay, or plaster, and form sample castings in molds."
micro,3708,Physicians pathologists,Update insurance documentation — Ensure all insurance forms and claims are accurately filled out and submitted.
onet,5948,Lighting technicians,Disassemble and store equipment after performances.
onet,9115,Cashiers,"Maintain clean and orderly checkout areas, and complete other general cleaning duties, such as moppi — Maintain clean and orderly checkout areas, and complete other general cleaning duties, such as mopping floors and emptying trash cans."
onet,14491,Computer numerically controlled tool programmers,"Prepare geometric layouts from graphic displays, using computer-assisted drafting software or drafti — Prepare geometric layouts from graphic displays, using computer-assisted drafting software or drafting instruments and graph paper."
micro,5876,Cargo and freight agents,Process client inquiries — Handle client queries regarding shipment status and documentation.
micro,1533,Sociologists,Peer review checklist — Develop a checklist for reviewing sociological research
onet,15418,Pump operators except wellhead pumpers,"Tend vessels that store substances such as gases, liquids, slurries, or powdered materials, checking — Tend vessels that store substances such as gases, liquids, slurries, or powdered materials, checking levels of substances by using calibrated rods or by reading mercury gauges and tank charts."
onet,5741,News analysts reporters and journalists,"Gather information and develop perspectives about news subjects through research, interviews, observ — Gather information and develop perspectives about news subjects through research, interviews, observation, and experience."
onet,1319,Tax preparers,"Review financial records, such as income statements and documentation of expenditures to determine f — Review financial records, such as income statements and documentation of expenditures to determine forms needed to prepare tax returns."
micro,3410,Physician assistants,Update patient intake forms — Ensure all forms reflect current patient data and compliance standards.
onet,8832,Hairdressers hairstylists and cosmetologists,"Comb, brush, and spray hair or wigs to set style."
micro,6557,Insulation workers mechanical,Audit insulation materials procurement — Review insulation material purchases for cost and quality
onet,680,Property real estate and community association managers,"Solicit and analyze bids from contractors for repairs, renovations, and maintenance."
micro,3766,Acupuncturists,Patient feedback collection — Gather feedback from patients after acupuncturist sessions.
micro,3376,Dietitians and nutritionists,Assess meal planning options — Evaluate different meal plans for feasibility and nutritional balance.
micro,6623,Reinforcing iron and rebar workers,Conduct worker training — Educate workers on reinforcement techniques and safety.
micro,9395,Fundraising managers,Conduct donor survey — Design and distribute surveys to gather feedback
onet,2993,Anthropologists and archeologists,Formulate general rules that describe and predict the development and behavior of cultures and socia — Formulate general rules that describe and predict the development and behavior of cultures and social institutions.
onet,848,Cost estimators,"Visit site and record information about access, drainage and topography, and availability of utility — Visit site and record information about access, drainage and topography, and availability of utility services."
onet,8205,Waiters and waitresses,"Prepare tables for meals, including setting up items such as linens, silverware, and glassware."
micro,9597,Labor relations specialists,Prepare training materials — Develop training sessions for managers on labor relations best practices.
micro,8780,Helpers production workers,Train new production workers — Conduct hands-on training sessions on production tasks.
onet,14157,Cutters and trimmers hand,"Read work orders to determine dimensions, cutting locations, and quantities to cut.Related occupatio — Read work orders to determine dimensions, cutting locations, and quantities to cut."
