kind,id,occupation_title,task_text
onet,7983,School bus monitors,"Talk to children's parents or guardians about problematic behaviors, emotional or developmental prob — Talk to children's parents or guardians about problematic behaviors, emotional or developmental problems, or related issues."
onet,8595,Gambling and sports book writers and runners,Collect cards or tickets from players.
micro,4002,Opticians dispensing,Inventory management — Track and restock eyewear inventory levels.
onet,13377,Plating machine setters operators and tenders metal and plastic,Adjust controls to set temperatures of coating substances and speeds of machines and equipment.Relat — Adjust controls to set temperatures of coating substances and speeds of machines and equipment.
micro,1673,Environmental science and protection technicians including health,Coordinate with regulatory agencies — Communicate compliance requirements to relevant bodies.
onet,6950,Pharmacy technicians,"Deliver medications or pharmaceutical supplies to patients, nursing stations, or surgery."
micro,7527,Coin vending and amusement machine servicers and repairers,Update service manuals with AI insights — Revise service manuals based on recent maintenance and repair data.
onet,1863,Bioengineers and biomedical engineers,"Develop bioremediation processes to reduce pollution, protect the environment, or treat waste produc — Develop bioremediation processes to reduce pollution, protect the environment, or treat waste products."
micro,7305,Recreational vehicle service technicians,Update service manuals — Review and update maintenance procedures based on recent experiences.
micro,6534,Glaziers,Update project documentation — Maintain and update project plans and records.
micro,2235,Anthropology and archeology teachers postsecondary,Coordinate field trips — Organize logistics and communication for student field trips to archaeological sites.
onet,1991,Health and safety engineers except mining safety engineers and inspectors,"Conduct or coordinate worker training in areas such as safety laws and regulations, hazardous condit — Conduct or coordinate worker training in areas such as safety laws and regulations, hazardous condition monitoring, and use of safety equipment."
onet,8519,First-line supervisors of personal service workers,Resolve customer complaints regarding worker performance or services rendered.
micro,1304,Conservation scientists,Conduct field training sessions — Organize and lead training workshops for conservation field teams.
onet,10650,Boilermakers,Attach rigging and signal crane or hoist operators to lift heavy frame and plate sections or other p — Attach rigging and signal crane or hoist operators to lift heavy frame and plate sections or other parts into place.
onet,11688,First-line supervisors of mechanics installers and repairers,"Inspect, test, and measure completed work, using devices such as hand tools or gauges to verify conf — Inspect, test, and measure completed work, using devices such as hand tools or gauges to verify conformance to standards or repair requirements."
onet,6156,Pharmacists,Contact insurance companies to resolve billing issues.
onet,11081,Plumbers pipefitters and steamfitters,"Select pipe sizes, types, or related materials, such as supports, hangers, or hydraulic cylinders, a — Select pipe sizes, types, or related materials, such as supports, hangers, or hydraulic cylinders, according to specifications."
onet,15244,Passenger attendants,Count and verify tickets and seat reservations and record numbers of passengers boarding and disemba — Count and verify tickets and seat reservations and record numbers of passengers boarding and disembarking.
micro,6673,Solar photovoltaic installers,Client site visit scheduling — Coordinate and confirm dates for client site visits.
onet,1335,Computer systems analysts,Expand or modify system to serve new purposes or improve work flow.
micro,1849,Child family and school social workers,Organize family meetings — Schedule and facilitate regular meetings with families to discuss progress and concerns.
onet,8429,Pesticide handlers sprayers and applicators vegetation,"Mix pesticides, herbicides, or fungicides for application to trees, shrubs, lawns, or botanical crop — Mix pesticides, herbicides, or fungicides for application to trees, shrubs, lawns, or botanical crops."
onet,7914,Crossing guards and flaggers,"Direct or escort pedestrians across streets, stopping traffic, as necessary."
onet,15277,Crane and tower operators,"Inspect bundle packaging for conformance to regulations or customer requirements, and remove and bat — Inspect bundle packaging for conformance to regulations or customer requirements, and remove and batch packaging tickets."
micro,3065,Musicians and singers,Design a social media post — Draft engaging captions for Instagram posts
micro,6199,Graders and sorters agricultural products,Review grading criteria — Analyze current grading standards for agricultural products to ensure consistency and fairness.
onet,5129,Museum technicians and conservators,Classify and assign registration numbers to artifacts and supervise inventory control.
onet,15252,Conveyor operators and tenders,"Load, unload, or adjust materials or products on conveyors by hand, by using lifts, hoists, and scoo — Load, unload, or adjust materials or products on conveyors by hand, by using lifts, hoists, and scoops, or by opening gates, chutes, or hoppers."
micro,1297,Conservation scientists,Review recent conservation studies — Analyze recent peer-reviewed publications in life physical and social science to identify emerging trends.
onet,8008,First-line supervisors of food preparation and serving workers,"Assign duties, responsibilities, and work stations to employees in accordance with work requirements — Assign duties, responsibilities, and work stations to employees in accordance with work requirements."
onet,9215,Advertising sales agents,"Recommend appropriate sizes and formats for advertising, depending on medium used."
micro,8532,Cutters and trimmers hand,Train operators on new tools — Provide hands-on training for new cutting and trimming equipment.
micro,3234,Sound engineering technicians,Document technician notes — Record and store notes from sound engineering sessions.
