kind,id,occupation_title,task_text
micro,1158,Industrial engineering technologists and technicians,Create project timelines — Plan and track project milestones for engineering initiatives.
onet,11681,Helpers extraction workers,Clean and prepare sites for excavation or boring.
onet,2537,Biochemists and biophysicists,Develop or test new drugs or medications intended for commercial distribution.
micro,1678,Environmental science and protection technicians including health,Maintain records of environmental permits — Organize and update permit documentation.
onet,1753,Landscape architects,"Develop marketing materials, proposals, or presentations to generate new work opportunities."
onet,5371,Commercial and industrial designers,"Participate in new product planning or market research, including studying the potential need for ne — Participate in new product planning or market research, including studying the potential need for new products."
micro,3628,Dermatologists,Update continuing education requirements — Review and revise continuing education guidelines for dermatologists.
onet,9835,Hotel motel and resort desk clerks,"Arrange tours, taxis, or restaurant reservations for customers."
onet,9212,Advertising sales agents,"Draw up contracts for advertising work, and collect payments due."
micro,1332,Epidemiologists,Evaluate epidemiological models — Assess the accuracy and reliability of predictive models.
micro,6337,Brickmasons and blockmasons,Track block placement accuracy — Use measurement tools to ensure blocks are placed correctly on-site.
micro,192,Farmers ranchers and other agricultural managers,Audit compliance with regulations — Review compliance requirements for agricultural practices and report findings.
micro,3679,Obstetricians and gynecologists,Schedule specialist consultations — Coordinate appointments with obstetric and gynecological subspecialists.
onet,5633,Music directors and composers,"Direct groups at rehearsals and live or recorded performances to achieve desired effects such as ton — Direct groups at rehearsals and live or recorded performances to achieve desired effects such as tonal and harmonic balance dynamics, rhythm, and tempo."
micro,2582,Career/technical education teachers secondary school,Provide feedback to students — Collect and analyze student feedback for improvement.
micro,7420,Electrical power-line installers and repairers,Log repair hours — Record time spent on each repair task for billing and analysis.
micro,5969,Production planning and expediting clerks,Track production KPIs — Monitor key performance indicators for production efficiency.
onet,10180,Weighers measurers checkers and samplers recordkeeping,"Transport materials, products, or samples to processing, shipping, or storage areas, manually or usi — Transport materials, products, or samples to processing, shipping, or storage areas, manually or using conveyors, pumps, or hand trucks."
micro,5632,Procurement clerks,Update procurement policies — Review and revise internal procurement policies based on current needs.
