kind,id,occupation_title,task_text
micro,886,Civil engineers,Prepare project reports — Compile project findings and performance
micro,6005,Executive secretaries and executive administrative assistants,Prepare meeting minutes — Record key discussion points and action items from meetings.
onet,6968,Psychiatric technicians,Contact patients' relatives to arrange family conferences.
onet,10312,Insurance claims and policy processing clerks,Calculate amount of claim.
micro,8052,Tool grinders filers and sharpeners,Calibrate tool sharpeners — Ensure sharpening tools maintain consistent edge quality.
micro,3113,News analysts reporters and journalists,Analyze audience engagement — Track and evaluate reader interaction metrics for news stories.
onet,6914,Paramedics,"Observe, record, and report to physician the patient's condition or injury, the treatment provided,  — Observe, record, and report to physician the patient's condition or injury, the treatment provided, and reactions to drugs or treatment."
onet,2169,Petroleum engineers,"Simulate reservoir performance for different recovery techniques, using computer models."
onet,8774,Funeral attendants,"Embalm, dress, cosmeticize, and casket the deceased."
onet,13146,Pourers and casters metal,Pull levers to lift ladle stoppers and to allow molten steel to flow into ingot molds to specified h — Pull levers to lift ladle stoppers and to allow molten steel to flow into ingot molds to specified heights.
onet,10337,Mail clerks and mail machine operators except postal service,"Verify that items are addressed correctly, marked with the proper postage, and in suitable condition — Verify that items are addressed correctly, marked with the proper postage, and in suitable condition for processing."
onet,1052,Training and development specialists,"Supervise, evaluate, or refer instructors to skill development classes."
onet,7506,Phlebotomists,Document route of specimens from collection to laboratory analysis and diagnosis.
onet,1833,Agricultural engineers,Supervise food processing or manufacturing plant operations.
onet,10627,First-line supervisors of construction trades and extraction workers,"Assign work to employees, based on material or worker requirements of specific jobs."
micro,6961,Loading and moving machine operators underground mining,Generate daily safety briefings — Produce concise safety updates for underground teams via AI chatbots.
onet,7197,Surgical assistants,Operate sterilizing devices.
micro,2778,Teaching assistants postsecondary,Manage student records — Organize and update student information systems
micro,7077,Avionics technicians,Document maintenance history — Record and update maintenance logs for each avionics system.
micro,5499,Door-to-door sales workers news and street vendors and related workers,Compile a list of best sales practices from industry reports — Extract and organize the best sales practices from recent industry reports.
onet,8846,Makeup artists theatrical and performance,Apply makeup to enhance or alter the appearance of people appearing in productions such as movies.
onet,12434,Electrical power-line installers and repairers,"Splice or solder cables together or to overhead transmission lines, customer service lines, or stree — Splice or solder cables together or to overhead transmission lines, customer service lines, or street light lines, using hand tools, epoxies, or specialized equipment."
onet,15148,Bridge and lock tenders,"Inspect canal and bridge equipment, and areas, such as roadbeds, for damage or defects, reporting pr — Inspect canal and bridge equipment, and areas, such as roadbeds, for damage or defects, reporting problems to supervisors as necessary."
onet,5355,Special effects artists and animators,Implement and maintain configuration control systems.
onet,8022,First-line supervisors of food preparation and serving workers,"Assess nutritional needs of patients, plan special menus, supervise the assembly of regular and spec — Assess nutritional needs of patients, plan special menus, supervise the assembly of regular and special diet trays, and oversee the delivery of food trolleys to hospital patients."
micro,8420,Water and wastewater treatment plant and system operators,Generate maintenance reports — Compile maintenance logs and generate reports for plant management.
micro,2030,Arbitrators mediators and conciliators,Prepare mediation strategies — Draft potential negotiation approaches for a pending mediation.
onet,5608,Dancers,"Attend costume fittings, photography sessions, and makeup calls associated with dance performances."
micro,5334,Parts salespersons,Prepare product demos — Create and schedule demo sessions for new product launches.
micro,4488,Private detectives and investigators,Report writing — Compile findings into a structured investigative report.
onet,2340,Environmental engineering technologists and technicians,"Record laboratory or field data, including numerical data, test results, photographs, or summaries o — Record laboratory or field data, including numerical data, test results, photographs, or summaries of visual observations."
micro,5762,Interviewers except eligibility and loan,Prepare interview questions — Develop a list of questions tailored to the candidate's background.
micro,6926,Explosives workers ordnance handling experts and blasters,Coordinate with safety officers for blaster drills — Schedule and manage safety drills involving blasters.
micro,7525,Coin vending and amusement machine servicers and repairers,Train new technicians on coin machine operation — Provide hands-on training and documentation on machine setup and troubleshooting.
onet,8749,Crematory operators,Explain the cremation process to family or friends of the deceased.
micro,6488,Operating engineers and other construction equipment operators,Conduct equipment safety audits — Inspect construction equipment for compliance with safety standards.
onet,6866,Magnetic resonance imaging technologists,Calibrate magnetic resonance imaging (MRI) console or peripheral hardware.
onet,11642,Loading and moving machine operators underground mining,Stop gathering arms when cars are full.
onet,12131,Rail car repairers,Repair car upholstery.Related occupations — Repair car upholstery.
onet,5330,Fine artists including painters sculptors and illustrators,"Create sculptures, statues, and other three-dimensional artwork by using abrasives and tools to shap — Create sculptures, statues, and other three-dimensional artwork by using abrasives and tools to shape, carve, and fabricate materials such as clay, stone, wood, or metal."
