kind,id,occupation_title,task_text
onet,11708,First-line supervisors of mechanics installers and repairers,Develop or implement electronic maintenance programs or computer information management systems.
onet,12373,Maintenance workers machinery,Start machines and observe mechanical operation to determine efficiency and to detect problems.Relat — Start machines and observe mechanical operation to determine efficiency and to detect problems.
micro,168,Human resources managers,Coordinate team meetings — Schedule and follow up on regular team meetings to ensure productivity.
onet,4351,Social work teachers postsecondary,"Prepare and deliver lectures to undergraduate or graduate students on topics such as family behavior — Prepare and deliver lectures to undergraduate or graduate students on topics such as family behavior, child and adolescent mental health, or social intervention evaluation."
onet,4593,Career/technical education teachers postsecondary,Arrange for lectures by experts in designated fields.
onet,13195,Molding coremaking and casting machine setters operators and tenders metal and plastic,"Measure and visually inspect products for surface and dimension defects to ensure conformance to spe — Measure and visually inspect products for surface and dimension defects to ensure conformance to specifications, using precision measuring instruments."
micro,8513,Grinding and polishing workers hand,Record hand temperature (if applicable) — Take hand temperature readings during warm-up periods.
onet,5322,Fine artists including painters sculptors and illustrators,"Integrate and develop visual elements, such as line, space, mass, color, and perspective, to produce — Integrate and develop visual elements, such as line, space, mass, color, and perspective, to produce desired effects, such as the illustration of ideas, emotions, or moods."
micro,6318,First-line supervisors of construction trades and extraction workers,"Document daily site observations — Record observations, hazards, and observations in a standardized format."
micro,8193,Textile bleaching and dyeing machine operators and tenders,Log machine downtime reasons — Document and categorize reasons for machine downtime to improve maintenance planning.
onet,12006,Automotive glass installers and repairers,"Allow all glass parts installed with urethane ample time to cure, taking temperature and humidity in — Allow all glass parts installed with urethane ample time to cure, taking temperature and humidity into account."
onet,4760,Career/technical education teachers middle school,Prepare and implement remedial programs for students requiring extra help.
onet,5321,Fine artists including painters sculptors and illustrators,"Use materials such as pens and ink, watercolors, charcoal, oil, or computer software to create artwo — Use materials such as pens and ink, watercolors, charcoal, oil, or computer software to create artwork."
onet,9155,Counter and rental clerks,Keep records of transactions and of the number of customers entering an establishment.
onet,1625,Web and digital interface designers,"Maintain understanding of current Web technologies or programming practices through continuing educa — Maintain understanding of current Web technologies or programming practices through continuing education, reading, or participation in professional conferences, workshops, or groups."
onet,445,Education and childcare administrators preschool and daycare,"Review and interpret government codes and develop procedures to meet codes and to ensure facility sa — Review and interpret government codes and develop procedures to meet codes and to ensure facility safety, security, and maintenance."
onet,13199,Molding coremaking and casting machine setters operators and tenders metal and plastic,"Read specifications, blueprints, and work orders to determine setups, temperatures, and time setting — Read specifications, blueprints, and work orders to determine setups, temperatures, and time settings required to mold, form, or cast plastic materials, as well as to plan production sequences."
onet,2947,Sociologists,Mentor sociology students.
micro,7041,Computer automated teller and office machine repairers,Conduct safety inspections — Verify compliance with safety standards for office machines.
onet,4971,Special education teachers secondary school,Meet with parents and guardians to provide guidance in using community resources and to teach skills — Meet with parents and guardians to provide guidance in using community resources and to teach skills for dealing with students' impairments.
onet,11494,Rotary drill operators oil and gas,"Direct rig crews in drilling and other activities, such as setting up rigs and completing or servici — Direct rig crews in drilling and other activities, such as setting up rigs and completing or servicing wells."
micro,7784,Food cooking machine operators and tenders,Update user manuals — Review and update machine operation manuals for new users.
micro,8879,Ambulance drivers and attendants except emergency medical technicians,Driver performance evaluation — Compile driver performance metrics for review.
onet,3826,Engineering teachers postsecondary,Supervise students' laboratory work.
onet,5939,Sound engineering technicians,"Mix and edit voices, music, and taped sound effects for live performances and for prerecorded events — Mix and edit voices, music, and taped sound effects for live performances and for prerecorded events, using sound mixing boards."
onet,1058,Market research analysts and marketing specialists,"Conduct research on consumer opinions and marketing strategies, collaborating with marketing profess — Conduct research on consumer opinions and marketing strategies, collaborating with marketing professionals, statisticians, pollsters, and other professionals."
onet,6247,Radiation therapists,Photograph treated area of patient and process film.
onet,11033, Painters construction and maintenance,"Select and purchase tools or finishes for surfaces to be covered, considering durability, ease of ha — Select and purchase tools or finishes for surfaces to be covered, considering durability, ease of handling, methods of application, and customers' wishes."
micro,2251,Economics teachers postsecondary,Develop professional development plans — Create strategies for teacher growth and skill enhancement.
onet,12673,Helpers installation maintenance and repair workers,"Examine and test machinery, equipment, components, and parts for defects to ensure proper functionin — Examine and test machinery, equipment, components, and parts for defects to ensure proper functioning."
micro,7209,Automotive service technicians and mechanics,"Inspect suspension components — Examine shocks, struts, and bushings for damage."
onet,2493,Food scientists and technologists,Test processing equipment to ensure products are produced according to specifications.
onet,7089,Opticians dispensing,"Sell goods such as contact lenses, spectacles, sunglasses, and goods related to eyes, in general."
onet,9856,Library assistants clerical,"Locate library materials for patrons, including books, periodicals, tape cassettes, Braille volumes, — Locate library materials for patrons, including books, periodicals, tape cassettes, Braille volumes, and pictures."
onet,13468,Print binding and finishing workers,"Compress sewed or glued signatures, using hand presses or smashing machines.Related occupations — Compress sewed or glued signatures, using hand presses or smashing machines."
onet,13250,Tool and die makers,"Inspect finished dies for smoothness, contour conformity, and defects.Related occupations — Inspect finished dies for smoothness, contour conformity, and defects."
onet,1264,Loan officers,"Analyze applicants' financial status, credit, and property evaluations to determine feasibility of g — Analyze applicants' financial status, credit, and property evaluations to determine feasibility of granting loans."
onet,1846,Bioengineers and biomedical engineers,"Design or conduct follow-up experimentation, based on generated data, to meet established process ob — Design or conduct follow-up experimentation, based on generated data, to meet established process objectives."
onet,7374,Massage therapists,"Massage and knead muscles and soft tissues of the body to provide treatment for medical conditions,  — Massage and knead muscles and soft tissues of the body to provide treatment for medical conditions, injuries, or wellness maintenance."
onet,7959,Transportation security screeners,Contact leads or supervisors to discuss objects of concern that are not on prohibited object lists.
onet,6474,Audiologists,Work with multidisciplinary teams to assess and rehabilitate recipients of implanted hearing devices — Work with multidisciplinary teams to assess and rehabilitate recipients of implanted hearing devices through auditory training and counseling.
onet,8441,Pesticide handlers sprayers and applicators vegetation,"Use new technology and equipment, such as drones or GPS systems, to apply pesticides more accurately — Use new technology and equipment, such as drones or GPS systems, to apply pesticides more accurately and efficiently."
onet,3757,Computer science teachers postsecondary,"Participate in student recruitment, registration, and placement activities."
onet,2008,Health and safety engineers except mining safety engineers and inspectors,"Compile, analyze, and interpret statistical data related to occupational illnesses and accidents."
micro,1964,Clergy,Monitor donor relationships — Track donor interactions and engagement levels.
onet,12073,Bus and truck mechanics and diesel engine specialists,Align front ends and suspension systems.Related occupations — Align front ends and suspension systems.
micro,3141,Editors,Prepare multimedia assets — Organize and tag images and videos for editorial use
micro,2753,Library technicians,Organize reading lists for courses — Compile and group reading materials based on course requirements.
onet,8419,Landscaping and groundskeeping workers,"Maintain irrigation systems, including winterizing the systems and starting them up in spring."
micro,8456,Petroleum pump system operators refinery operators and gaugers,Update gauging calibration records — Verify and document gauge calibration results.
micro,510,Loan officers,Generate loan pricing proposals — Calculate and present competitive loan rates
onet,4873,Special education teachers kindergarten and elementary school,"Collaborate with other teachers or administrators to develop, evaluate, or revise kindergarten progr — Collaborate with other teachers or administrators to develop, evaluate, or revise kindergarten programs."
onet,3876,Biological science teachers postsecondary,Advise students on academic and vocational curricula and on career issues.
onet,10459,Agricultural inspectors,Inspect food products and processing procedures to determine whether products are safe to eat.
micro,7005,Helpers extraction workers,Track health and safety incidents — Compile and analyze records of health and safety incidents for construction and extraction sites.
micro,4548,Transportation security screeners,Assist in creating checklists — Develop standardized checklists for screening stages.
onet,7638,Firefighters,"Orient self in relation to fire, using compass and map, and collect supplies and equipment dropped b — Orient self in relation to fire, using compass and map, and collect supplies and equipment dropped by parachute."
onet,12619,Locksmiths and safe repairers,Move picklocks in cylinders to open door locks without keys.Related occupations — Move picklocks in cylinders to open door locks without keys.
onet,14462,Computer numerically controlled tool operators,Remove and replace dull cutting tools.Related occupations — Remove and replace dull cutting tools.
onet,14051,Chemical equipment operators and tenders,Observe safety precautions to prevent fires or explosions.Related occupations — Observe safety precautions to prevent fires or explosions.
micro,6512,Tapers,Record tapers maintenance schedule — Create a maintenance routine for tapers based on usage data.
onet,5405,Floral designers,"Trim material and arrange bouquets, wreaths, terrariums, and other items, using trimmers, shapers, w — Trim material and arrange bouquets, wreaths, terrariums, and other items, using trimmers, shapers, wire, pins, floral tape, foam, and other materials."
onet,15276,Crane and tower operators,"Review daily work or delivery schedules to determine orders, sequences of deliveries, or special loa — Review daily work or delivery schedules to determine orders, sequences of deliveries, or special loading instructions."
onet,13654,Textile cutting machine setters operators and tenders,"Place patterns on top of layers of fabric and cut fabric following patterns, using electric or manua — Place patterns on top of layers of fabric and cut fabric following patterns, using electric or manual knives, cutters, or computer numerically controlled cutting devices."
onet,6990,Veterinary technologists and technicians,"Perform laboratory tests on blood, urine, or feces, such as urinalyses or blood counts, to assist in — Perform laboratory tests on blood, urine, or feces, such as urinalyses or blood counts, to assist in the diagnosis and treatment of animal health problems."
onet,12575,Wind turbine service technicians,Assist in assembly of individual wind generators or construction of wind farms.Related occupations — Assist in assembly of individual wind generators or construction of wind farms.
onet,11847,Electric motor power tool and related repairers,Repair and operate battery-charging equipment.
micro,3590,Audiologists,Patient history review — Review and update patient medical history during appointments.
micro,98,Facilities managers,Coordinate emergency preparedness drills — Organize and conduct safety drills for staff.
onet,2173,Petroleum engineers,"Coordinate the installation, maintenance, and operation of mining and oil field equipment."
onet,6007,Camera operators television video and film,"Read charts and compute ratios to determine variables such as lighting, shutter angles, filter facto — Read charts and compute ratios to determine variables such as lighting, shutter angles, filter factors, and camera distances."
onet,12713,Aircraft structure surfaces rigging and systems assemblers,"Cut, trim, file, bend, or smooth parts to ensure proper fit and clearance.Related occupations — Cut, trim, file, bend, or smooth parts to ensure proper fit and clearance."
onet,5384,Fashion designers,Direct and coordinate workers involved in drawing and cutting patterns and constructing samples or f — Direct and coordinate workers involved in drawing and cutting patterns and constructing samples or finished garments.
onet,11065,Pipelayers,Install or repair sanitary or stormwater sewer structures or pipe systems.
onet,2668,Astronomers,Develop theories based on personal observations or on observations and theories of other astronomers — Develop theories based on personal observations or on observations and theories of other astronomers.
onet,10120,Postal service mail carriers,Sell stamps and money orders.
onet,2434,Calibration technologists and technicians,Order replacement parts for malfunctioning equipment.
onet,15400,Gas compressor and gas pumping station operators,Respond to problems by adjusting control room equipment or instructing other personnel to adjust equ — Respond to problems by adjusting control room equipment or instructing other personnel to adjust equipment at problem locations or in other control areas.
onet,10200,Executive secretaries and executive administrative assistants,"Meet with individuals, special interest groups, and others on behalf of executives, committees, and  — Meet with individuals, special interest groups, and others on behalf of executives, committees, and boards of directors."
onet,3529,Community health workers,"Advise clients or community groups on issues related to improving general health, such as diet or ex — Advise clients or community groups on issues related to improving general health, such as diet or exercise."
micro,1844,Counselors all other,Ethical guidelines review — Review and update ethical standards for community counseling practices.
onet,4048,Anthropology and archeology teachers postsecondary,Compile bibliographies of specialized materials for outside reading assignments.
onet,229,Computer and information systems managers,Control operational budget and expenditures.
onet,2456,Surveying and mapping technicians,"Trim, align, and join prints to form photographic mosaics, maintaining scaled distances between refe — Trim, align, and join prints to form photographic mosaics, maintaining scaled distances between reference points."
micro,883,Civil engineers,Monitor site conditions — Track weather and site risks
onet,5966,Photographers,"Use traditional or digital cameras, along with a variety of equipment, such as tripods, filters, and — Use traditional or digital cameras, along with a variety of equipment, such as tripods, filters, and flash attachments."
micro,3688,Pediatricians general,Prepare pediatric case presentations — Organize clinical cases into structured reports for teaching or conferences.
micro,9557,Cost estimators,Calculate labor hours — Estimate the number of labor hours required for each task.
onet,2109,Mechanical engineers,"Select or install combined heat units, power units, cogeneration equipment, or trigeneration equipme — Select or install combined heat units, power units, cogeneration equipment, or trigeneration equipment that reduces energy use or pollution."
micro,4994,Gambling service workers all other,Review insurance claims — Process and verify insurance claims for gambling services.
onet,7636,Firefighters,Inform and educate the public on fire prevention.
onet,9092,First-line supervisors of non-retail sales workers,"Confer with company officials to develop methods and procedures to increase sales, expand markets, a — Confer with company officials to develop methods and procedures to increase sales, expand markets, and promote business."
onet,9537,Telephone operators,Provide relay service for users who are deaf or hard of hearing.
onet,9534,Telephone operators,Monitor automated systems for placing collect calls and intervene for a callers needing assistance.
onet,9834,Hotel motel and resort desk clerks,"Date-stamp, sort, and rack incoming mail and messages."
onet,8538,Animal trainers,Administer prescribed medications to animals.
onet,3471,Health education specialists,"Prepare and distribute health education materials, such as reports, bulletins, and visual aids, to a — Prepare and distribute health education materials, such as reports, bulletins, and visual aids, to address smoking, vaccines, and other public health concerns."
micro,9040,Rail transportation workers all other,Performance Metrics — Track and report on key performance indicators for rail operations.
onet,14454,Computer numerically controlled tool operators,Set up and operate computer-controlled machines or robots to perform one or more machine functions o — Set up and operate computer-controlled machines or robots to perform one or more machine functions on metal or plastic workpieces.
micro,4808,Janitors and cleaners except maids and housekeeping cleaners,Clean restrooms and kitchens — Ensure all restrooms and kitchen areas are sanitized regularly.
onet,3390,Rehabilitation counselors,Confer with clients to discuss their options and goals so that rehabilitation programs and plans for — Confer with clients to discuss their options and goals so that rehabilitation programs and plans for accessing needed services can be developed.
onet,931,Logisticians,Participate in the assessment and review of design alternatives and design change proposal impacts.
micro,5459,Real estate sales agents,Prepare presentation materials — Create slides and supporting documents for client presentations.
onet,5196,Library technicians,Organize and maintain periodicals and reference materials.
onet,11128,Roofers,"Remove snow, water, or debris from roofs prior to applying roofing materials."
onet,14220,Extruding forming pressing and compacting machine setters operators and tenders,Swab molds with solutions to prevent products from sticking.Related occupations — Swab molds with solutions to prevent products from sticking.
onet,1944,Electronics engineers except computer,Provide technical support or instruction to staff or customers regarding electronics equipment stand — Provide technical support or instruction to staff or customers regarding electronics equipment standards.
onet,13736, Fabric and apparel patternmakers,"Draw outlines of pattern parts by adapting or copying existing patterns, or by drafting new patterns — Draw outlines of pattern parts by adapting or copying existing patterns, or by drafting new patterns."
micro,7030,First-line supervisors of mechanics installers and repairers,Train new installers on safety protocols — Develop and deliver training sessions on OSHA compliance and equipment handling.
onet,13988,Water and wastewater treatment plant and system operators,Maintain and repair portable safety equipment and permanent safety infrastructure to ensure operatio — Maintain and repair portable safety equipment and permanent safety infrastructure to ensure operational readiness and compliance with safety protocols.
onet,9015,Recreation workers,Complete and maintain time and attendance forms and inventory lists.
onet,15092,Captains mates and pilots of water vessels,Tow and maneuver barges or signal tugboats to tow barges to destinations.Related occupations — Tow and maneuver barges or signal tugboats to tow barges to destinations.
micro,6480,Pile driver operators,Analyze material handling efficiency — Track and evaluate the efficiency of material transport
micro,5525,First-line supervisors of office and administrative support workers,Track client communication logs — Record and organize interactions with clients or stakeholders.
micro,418,Budget analysts,Analyze budget trends — Identify patterns in budget usage over time to inform future planning.
onet,3416,Substance abuse behavioral disorder and mental health counselors,"Refer patient, client, or family to community resources for housing or treatment to assist in recove — Refer patient, client, or family to community resources for housing or treatment to assist in recovery from mental or physical illness, following through to ensure service efficacy."
onet,4950,Special education teachers secondary school,Develop and implement strategies to meet the needs of students with a variety of handicapping condit — Develop and implement strategies to meet the needs of students with a variety of handicapping conditions.
onet,9566,Billing and posting clerks,"Fix minor problems, such as equipment jams, and notify repair personnel of major equipment problems."
onet,240,Financial managers,Develop or analyze information to assess the current or future financial status of firms.
onet,8905,Skincare specialists,Provide facial and body massages.
onet,8443,Tree trimmers and pruners,"Operate boom trucks, loaders, stump chippers, brush chippers, tractors, power saws, trucks, sprayers — Operate boom trucks, loaders, stump chippers, brush chippers, tractors, power saws, trucks, sprayers, and other equipment and tools."
onet,10806,Cement masons and concrete finishers,"Spread roofing paper on surface of foundation, and spread concrete onto roofing paper with trowel to — Spread roofing paper on surface of foundation, and spread concrete onto roofing paper with trowel to form terrazzo base."
onet,553,Food service managers,"Plan menus and food utilization, based on anticipated number of guests, nutritional value, palatabil — Plan menus and food utilization, based on anticipated number of guests, nutritional value, palatability, popularity, and costs."
onet,4150,Psychology teachers postsecondary,"Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction."
onet,509,Education administrators postsecondary,"Coordinate the production and dissemination of university publications, such as course catalogs and  — Coordinate the production and dissemination of university publications, such as course catalogs and class schedules."
onet,12256,Control and valve installers and repairers except mechanical door,"Disconnect or remove defective or unauthorized meters, using hand tools.Related occupations — Disconnect or remove defective or unauthorized meters, using hand tools."
onet,3262,Forest and conservation technicians,"Operate and manage drone technology for aerial surveys and mapping, wildlife monitoring, and forest  — Operate and manage drone technology for aerial surveys and mapping, wildlife monitoring, and forest health assessments."
onet,2703,Atmospheric and space scientists,Speak to the public to discuss weather topics or answer questions.
