kind,id,occupation_title,task_text
micro,3836,Nuclear medicine technologists,"Support patient education materials — Create clear, concise educational content for patients about nuclear medicine procedures."
micro,4846,Pest control workers,Ensure compliance with regulations — Verify adherence to local pest control laws and guidelines.
micro,6735,Helpers pipelayers plumbers pipefitters and steamfitters,Update pipefitting standards compliance — Review current standards and update compliance documentation for projects.
onet,13977,Stationary engineers and boiler operators,Operate mechanical hoppers and provide assistance in their adjustment and repair.Related occupations — Operate mechanical hoppers and provide assistance in their adjustment and repair.
micro,4672,Cooks all other,Check inventory — Verify stock levels of ingredients before next service.
micro,9618,Project management specialists,Coordinate team meetings — Schedule and confirm attendance for upcoming project meetings.
onet,10009,Cargo and freight agents,"Install straps, braces, and padding to loads to prevent shifting or damage during shipment."
micro,995,Mining and geological engineers including mining safety engineers,Prepare safety training materials — Develop comprehensive safety training content for mining personnel.
onet,9925,Order clerks,Check inventory records to determine availability of requested merchandise.
micro,4851,Landscaping and groundskeeping workers,Clean and trim hardscapes — Remove debris and perform trimming on walkways and structures.
micro,4484,Private detectives and investigators,Interview preparation — Draft and schedule interviews with potential witnesses.
onet,12238,Control and valve installers and repairers except mechanical door,"Record meter readings and installation data on meter cards, work orders, or field service orders, or — Record meter readings and installation data on meter cards, work orders, or field service orders, or enter data into hand-held computers."
onet,10036,Couriers and messengers,"Perform general office or clerical work, such as filing materials, operating duplicating machines, o — Perform general office or clerical work, such as filing materials, operating duplicating machines, or running errands."
micro,4500,Gambling surveillance officers and gambling investigators,Coordinate with internal teams — Share findings with law enforcement and protective service units.
onet,10020,Cargo and freight agents,"Attach address labels, identification codes, and shipping instructions to containers."
micro,464,Financial risk specialists,Review risk models — Analyze current risk models to identify potential weaknesses.
onet,14953,Locomotive engineers,Check to ensure that brake examination tests are conducted at shunting stations.Related occupations — Check to ensure that brake examination tests are conducted at shunting stations.
micro,1115,Electrical and electronic engineering technologists and technicians,Document safety compliance procedures — Compile and update safety regulations for electrical installations.
onet,1727,Architects except landscape and naval,Administer construction contracts.
onet,3940,Atmospheric earth marine and space sciences teachers postsecondary,Compile bibliographies of specialized materials for outside reading assignments.
onet,12270,Mechanical door repairers,Collect payment upon job completion.Related occupations — Collect payment upon job completion.
micro,8724,Cooling and freezing equipment operators and tenders,Coordinate with vendors — Contact suppliers for parts needed in cooling and freezing equipment.
micro,4336,First-line supervisors of protective service workers all other,Review performance metrics for protective service teams — Analyze key performance indicators to identify areas for improvement.
micro,5171,Baggage porters and bellhops,Monitor baggage claim areas for cleanliness — Regularly inspect and maintain cleanliness in baggage claim spaces.
micro,7096,Electric motor power tool and related repairers,Review safety procedures — Update safety protocols based on recent repairs and inspections.
onet,9131,Cashiers,Offer customers carry-out service at the completion of transactions.
onet,12696,First-line supervisors of production and operating workers,"Direct and coordinate the activities of employees engaged in the production or processing of goods,  — Direct and coordinate the activities of employees engaged in the production or processing of goods, such as inspectors, machine setters, or fabricators."
micro,8427,Water and wastewater treatment plant and system operators,Document operator performance — Track and evaluate operator efficiency and training progress.
onet,5062,Substitute teachers short-term,"Attend professional meetings, educational conferences, or teacher training workshops to improve prof — Attend professional meetings, educational conferences, or teacher training workshops to improve professional competence."
onet,14040,Petroleum pump system operators refinery operators and gaugers,"Record and compile operating data, instrument readings, documentation, and results of laboratory ana — Record and compile operating data, instrument readings, documentation, and results of laboratory analyses."
onet,6818,Nuclear medicine technologists,"Add radioactive substances to biological specimens, such as blood, urine, or feces, to determine the — Add radioactive substances to biological specimens, such as blood, urine, or feces, to determine therapeutic drug or hormone levels."
onet,8383,Maids and housekeeping cleaners,Replace light bulbs.
onet,5026,Self-enrichment teachers,"Prepare and administer written, oral, and performance tests, and issue grades in accordance with per — Prepare and administer written, oral, and performance tests, and issue grades in accordance with performance."
onet,6475,Audiologists,"Conduct or direct research on hearing or balance topics and report findings to help in the developme — Conduct or direct research on hearing or balance topics and report findings to help in the development of procedures, technology, or treatments."
micro,2310,Social sciences teachers postsecondary all other,Design professional development sessions — Plan and deliver workshops for teachers on new instructional strategies.
onet,2800,Hydrologists,Design and conduct scientific hydrogeological investigations to ensure that accurate and appropriate — Design and conduct scientific hydrogeological investigations to ensure that accurate and appropriate information is available for use in water resource management decisions.
micro,42,General and operations managers,Monitor real-time operational data — Track key performance indicators during daily operations
onet,3423,Child family and school social workers,"Address legal issues, such as child abuse and discipline, assisting with hearings and providing test — Address legal issues, such as child abuse and discipline, assisting with hearings and providing testimony to inform custody arrangements."
micro,6172,First-line supervisors of farming fishing and forestry workers,Facilitate team meetings — Schedule and moderate team meetings to address operational issues.
micro,5360,Advertising sales agents,Analyze customer feedback on ads — Review social media and review comments for insights on ad reception.
onet,7062,Medical records specialists,Compile and maintain patients' medical records to document condition and treatment and to provide da — Compile and maintain patients' medical records to document condition and treatment and to provide data for research or cost control and care improvement efforts.
onet,12129,Rail car repairers,"Repair window sash frames, attach weather stripping and channels to frames, and replace window glass — Repair window sash frames, attach weather stripping and channels to frames, and replace window glass, using hand tools."
onet,8168,Fast food and counter workers,"Request and record customer orders, and compute bills, using cash registers, multi-counting machines — Request and record customer orders, and compute bills, using cash registers, multi-counting machines, or pencil and paper."
onet,6534,Dermatologists,"Prescribe hormonal agents or topical treatments such as contraceptives, spironolactone, antiandrogen — Prescribe hormonal agents or topical treatments such as contraceptives, spironolactone, antiandrogens, oral corticosteroids, retinoids, benzoyl peroxide, or antibiotics."
micro,2852,Special effects artists and animators,Collaboration coordination — Coordinate tasks between artists and technical teams
onet,10047,Dispatchers except police fire and ambulance,Oversee all communications within specifically assigned territories.
