kind,id,occupation_title,task_text
onet,4473,Foreign language and literature teachers postsecondary,"Participate in student recruitment, registration, and placement activities."
onet,9195,Retail salespersons,"Open and close cash registers, performing tasks such as counting money, separating charge slips, cou — Open and close cash registers, performing tasks such as counting money, separating charge slips, coupons, and vouchers, balancing cash drawers, and making deposits."
micro,8586,Inspectors testers sorters samplers and weighers,Inspect tester calibration logs — Review historical calibration records for trends.
micro,9539,Insurance appraisers auto damage,Generate summary reports — Produce concise reports on appraisal outcomes
onet,4169,Psychology teachers postsecondary,Participate in campus and community events.
onet,11007,Insulation workers floor ceiling and wall,"Cover, seal, or finish insulated surfaces or access holes with plastic covers, canvas strips, sealan — Cover, seal, or finish insulated surfaces or access holes with plastic covers, canvas strips, sealants, tape, cement or asphalt mastic."
onet,6627,Obstetricians and gynecologists,Refer patient to medical specialist or other practitioner when necessary.
onet,8838,Hairdressers hairstylists and cosmetologists,"Massage and treat scalp for hygienic and remedial purposes, using hands, fingers, or vibrating equip — Massage and treat scalp for hygienic and remedial purposes, using hands, fingers, or vibrating equipment."
micro,4867,Pesticide handlers sprayers and applicators vegetation,Record applicator performance metrics — Track metrics such as coverage area and drift to evaluate applicator effectiveness.
onet,6363,Registered nurses,"Consult and coordinate with healthcare team members to assess, plan, implement, or evaluate patient  — Consult and coordinate with healthcare team members to assess, plan, implement, or evaluate patient care plans."
onet,15000,Railroad brake signal and switch operators and locomotive firers,Start diesel engines to warm engines before runs.Related occupations — Start diesel engines to warm engines before runs.
onet,4470,Foreign language and literature teachers postsecondary,"Serve on academic or administrative committees that deal with institutional policies, departmental m — Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues."
onet,12239,Control and valve installers and repairers except mechanical door,Turn meters on or off to establish or close service.Related occupations — Turn meters on or off to establish or close service.
onet,12693,First-line supervisors of production and operating workers,Confer with other supervisors to coordinate operations and activities within or between departments.
onet,5835,Writers and authors,"Work with staff to develop script, story, or advertising concepts."
micro,9321,Pump operators except wellhead pumpers,Audit pump operator documentation — Verify that all operator logs and maintenance records are complete.
onet,7084,Opticians dispensing,"Heat, shape, or bend plastic or metal frames to adjust eyeglasses to fit clients, using pliers and h — Heat, shape, or bend plastic or metal frames to adjust eyeglasses to fit clients, using pliers and hands."
onet,4750,Career/technical education teachers middle school,"Prepare objectives and outlines for courses of study, following curriculum guidelines or requirement — Prepare objectives and outlines for courses of study, following curriculum guidelines or requirements of states and schools."
onet,14283,Jewelers and precious stone and metal workers,Record the weights and processing times of finished pieces.Related occupations — Record the weights and processing times of finished pieces.
micro,2621,Special education teachers middle school,Coordinate school events — Organize and promote inclusive school activities
micro,401,Property appraisers and assessors,Document appraisal findings — Record appraisal results in compliance files.
onet,15434,Wellhead pumpers,Change water filters.Related occupations — Change water filters.
micro,7184,Automotive body and related repairers,Log customer feedback after body repair — Record customer satisfaction and service details in the repair log.
onet,7231,Nursing assistants,"Undress, wash, and dress patients who are unable to do so for themselves."
onet,12306,Heating air conditioning and refrigeration mechanics and installers,"Mount compressor, condenser, and other components in specified locations on frames, using hand tools — Mount compressor, condenser, and other components in specified locations on frames, using hand tools and acetylene welding equipment."
onet,6553,Emergency medicine physicians,"Monitor patients' conditions, and reevaluate treatments, as necessary."
onet,13520,Pressers textile garment and related materials,"Measure fabric to specifications, cut uneven edges with shears, fold material, and press it with an  — Measure fabric to specifications, cut uneven edges with shears, fold material, and press it with an iron to form a heading."
onet,7770,Fish and game wardens,"Protect and preserve native wildlife, plants, or ecosystems."
onet,3214,Nuclear technicians,"Collect air, water, gas or solid samples for testing to determine radioactivity levels or to ensure  — Collect air, water, gas or solid samples for testing to determine radioactivity levels or to ensure appropriate radioactive containment."
onet,7464,Pharmacy aides,"Process medical insurance claims, posting bill amounts and calculating copayments."
micro,6465,Paving surfacing and tamping equipment operators,Document operator performance — Record operator performance metrics during tamping operations.
onet,3609,Lawyers,Search for and examine public and other legal records to write opinions or establish ownership.
onet,7539,First-line supervisors of correctional officers,Convey correctional officers' or inmates' complaints to superiors.
onet,10673,Stonemasons,"Lay out wall patterns or foundations, using straight edge, rule, or staked lines."
onet,6513,Cardiologists,Explain procedures and discuss test results or prescribed treatments with patients.
onet,13732, Fabric and apparel patternmakers,"Draw details on outlined parts to indicate where parts are to be joined, as well as the positions of — Draw details on outlined parts to indicate where parts are to be joined, as well as the positions of pleats, pockets, buttonholes, and other features, using computers or drafting instruments."
micro,6225,Farmworkers and laborers crop nursery and greenhouse,Document labor hours — Track and log hours worked by each worker.
onet,14576,Molders shapers and casters except metal and plastic,"Align and assemble parts to produce completed products, using gauges and hand tools.Related occupati — Align and assemble parts to produce completed products, using gauges and hand tools."
onet,7711,Correctional officers and jailers,"Search prisoners and vehicles and conduct shakedowns of cells for valuables and contraband, such as  — Search prisoners and vehicles and conduct shakedowns of cells for valuables and contraband, such as weapons or drugs."
micro,9391,Fundraising managers,Draft donor appeal email — Create personalized emails for different donor categories
micro,8730,Etchers and engravers,Prepare etching chemicals — Mix and verify the correct chemicals for etching process.
micro,1400,Chemists,Monitor industry news — Track and summarize key developments in the chemical industry.
micro,422,Credit analysts,Identify credit risk trends — Analyze historical credit data to spot emerging trends affecting creditworthiness.
onet,953,Project management specialists,"Submit project deliverables to clients, ensuring adherence to quality standards."
micro,3265,Camera operators television video and film,"Set up camera equipment — Configure lenses, microphones, and lighting for optimal video and film production."
micro,8993,Rail yard engineers dinkey operators and hostlers,Audit rail yard traffic patterns — Collect and analyze traffic data to improve material flow.
micro,6181,Agricultural inspectors,Generate inspection checklists — Create standardized checklists for upcoming inspections
onet,1719,Architects except landscape and naval,Meet with clients to review or discuss architectural drawings.
onet,3422,Child family and school social workers,Develop and review service plans in consultation with clients and perform follow-ups assessing the q — Develop and review service plans in consultation with clients and perform follow-ups assessing the quantity and quality of services provided.
onet,1420,Computer network architects,"Maintain networks by performing activities such as file addition, deletion, or backup."
onet,14849,Heavy and tractor-trailer truck drivers,"Plan or adjust routes based on changing conditions, using computer equipment, global positioning sys — Plan or adjust routes based on changing conditions, using computer equipment, global positioning systems (GPS) equipment, or other navigation devices, to minimize fuel consumption and carbon emissions."
