kind,id,occupation_title,task_text
micro,1035,Engineers all other,Update project timelines — Adjust schedules based on engineering progress
onet,7370,Physical therapist aides,"Administer traction to relieve neck or back pain, using intermittent or static traction equipment."
onet,5266,Teaching assistants postsecondary,Provide instructors with assistance in the use of audiovisual equipment.
micro,2031,Arbitrators mediators and conciliators,Facilitate conciliation meetings — Organize and moderate a conciliation session between parties.
onet,11997,Automotive body and related repairers,"Remove damaged panels, and identify the family and properties of the plastic used on a vehicle.Relat — Remove damaged panels, and identify the family and properties of the plastic used on a vehicle."
onet,2354,Environmental engineering technologists and technicians,Perform statistical analysis and correction of air or water pollution data submitted by industry or  — Perform statistical analysis and correction of air or water pollution data submitted by industry or other agencies.
micro,8571,Furnace kiln oven drier and kettle operators and tenders,Update kettle operator training materials — Compile and refresh training content for kettle operators based on current standards.
onet,6904,Emergency medical technicians,"Observe, record, and report to physician the patient's condition or injury, the treatment provided,  — Observe, record, and report to physician the patient's condition or injury, the treatment provided, and reactions to drugs or treatment."
onet,129,Sales managers,Oversee regional and local sales managers and their staffs.
micro,7820,Rolling machine setters operators and tenders metal and plastic,Inspect machine setters for alignment — Check that all machine setters are properly aligned before operation.
onet,9728,Court municipal and license clerks,Issue public notification of all official activities or meetings.
micro,8145,Shoe and leather workers and repairers,Update inventory records — Ensure accurate tracking of inventory levels for leather and shoe materials.
onet,4252,Education teachers postsecondary,"Compile, administer, and grade examinations, or assign this work to others."
onet,6827,Radiologic technologists and technicians,Determine patients' x-ray needs by reading requests or instructions from physicians.
onet,14665,First-line supervisors of transportation and material moving workers,"Maintain or verify records of time, materials, expenditures, or crew activities.Related occupations — Maintain or verify records of time, materials, expenditures, or crew activities."
onet,2997,Anthropologists and archeologists,Compare findings from one site with archeological data from other sites to find similarities or diff — Compare findings from one site with archeological data from other sites to find similarities or differences.
onet,9113,Cashiers,Help customers find the location of products.
onet,12502,Musical instrument repairers and tuners,"Inspect instruments to locate defects, and to determine their value or the level of restoration requ — Inspect instruments to locate defects, and to determine their value or the level of restoration required."
onet,11966,Aircraft mechanics and service technicians,"Clean engines, sediment bulk and screens, and carburetors, adjusting carburetor float levels.Related — Clean engines, sediment bulk and screens, and carburetors, adjusting carburetor float levels."
onet,6444,Nurse practitioners,"Order, perform, or interpret the results of diagnostic tests, such as complete blood counts (CBCs),  — Order, perform, or interpret the results of diagnostic tests, such as complete blood counts (CBCs), electrocardiograms (EKGs), and radiographs (x-rays)."
micro,2780,Teaching assistants postsecondary,Assist with research literature — Search and summarize academic sources
onet,4936,Special education teachers middle school,"Provide assistive devices, supportive technology, and assistance accessing facilities, such as restr — Provide assistive devices, supportive technology, and assistance accessing facilities, such as restrooms."
onet,7906,Security guards,"Write reports of daily activities and irregularities, such as equipment or property damage, theft, p — Write reports of daily activities and irregularities, such as equipment or property damage, theft, presence of unauthorized persons, or unusual occurrences."
onet,11746,Radio cellular and tower equipment installers and repairers,"Take site survey photos or photos of work performed, using digital cameras."
